route_id,service_id,trip_id,shape_id,trip_short_name
12E,Sem,2891474,12E,12
12E,Sem,2891605,12E,12
12E,Sem,2891806,12E,12
12E,Sem,2892384,12E,12
12E,Sem,2892411,12E,12
12E,Sem,2892685,12E,12
12E,Sem,2892715,12E,12
12E,Sem,2892926,12E,12
12E,Sem,2893260,12E,12
12E,Sem,2893289,12E,12
12E,Sem,2893504,12E,12
12E,Sem,2893581,12E,12
12E,Sem,2893789,12E,12
12E,Sem,2894078,12E,12
12E,Sem,2894208,12E,12
12E,Sem,2894604,12E,12
12E,Sem,2894725,12E,12
12E,Sem,2894754,12E,12
12E,Sem,2894808,12E,12
12E,Sem,2895085,12E,12
12E,Sem,2895293,12E,12
12E,Sem,2895580,12E,12
12O,Sem,2891475,12O,12
12O,Sem,2891606,12O,12
12O,Sem,2891807,12O,12
12O,Sem,2892385,12O,12
12O,Sem,2892412,12O,12
12O,Sem,2892686,12O,12
12O,Sem,2892716,12O,12
12O,Sem,2892927,12O,12
12O,Sem,2893261,12O,12
12O,Sem,2893290,12O,12
12O,Sem,2893505,12O,12
12O,Sem,2893582,12O,12
12O,Sem,2893790,12O,12
12O,Sem,2894079,12O,12
12O,Sem,2894209,12O,12
12O,Sem,2894605,12O,12
12O,Sem,2894726,12O,12
12O,Sem,2894755,12O,12
12O,Sem,2894809,12O,12
12O,Sem,2895086,12O,12
12O,Sem,2895294,12O,12
12O,Sem,2895581,12O,12
144E,Sem,2891557,144E,144
144E,Sem,2891701,144E,144
144E,Sem,2891705,144E,144
144E,Sem,2891825,144E,144
144E,Sem,2891975,144E,144
144E,Sem,2892069,144E,144
144E,Sem,2892136,144E,144
144E,Sem,2892228,144E,144
144E,Sem,2892232,144E,144
144E,Sem,2892272,144E,144
144E,Sem,2892308,144E,144
144E,Sem,2892682,144E,144
144E,Sem,2892803,144E,144
144E,Sem,2893053,144E,144
144E,Sem,2893127,144E,144
144E,Sem,2893147,144E,144
144E,Sem,2893293,144E,144
144E,Sem,2893297,144E,144
144E,Sem,2893368,144E,144
144E,Sem,2893608,144E,144
144E,Sem,2893843,144E,144
144E,Sem,2893975,144E,144
144E,Sem,2893984,144E,144
144E,Sem,2894071,144E,144
144E,Sem,2894176,144E,144
144E,Sem,2894195,144E,144
144E,Sem,2894242,144E,144
144E,Sem,2894427,144E,144
144E,Sem,2894433,144E,144
144E,Sem,2894709,144E,144
144E,Sem,2894718,144E,144
144E,Sem,2894926,144E,144
144E,Sem,2895189,144E,144
144E,Sem,2895193,144E,144
144E,Sem,2895313,144E,144
144E,Sem,2895528,144E,144
144E,Sem,2895532,144E,144
144E,Sem,2895815,144E,144
144E,Sem,2895967,144E,144
144E,Sem,2896062,144E,144
144E,Sem,2896066,144E,144
144O,Sem,2891459,144O,144
144O,Sem,2891704,144O,144
144O,Sem,2891978,144O,144
144O,Sem,2891990,144O,144
144O,Sem,2892013,144O,144
