trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
2809576,40615,40640,41241,1,0,0
2809745,27873,27895,41241,1,0,0
2809851,64093,64119,41241,1,0,0
2810296,81193,81213,41241,1,0,0
2810322,36986,37012,41241,1,0,0
2810525,54380,54403,41241,1,0,0
2810554,49415,49435,41241,1,0,0
2810745,61686,61720,41241,1,0,0
2810806,33487,33508,41241,1,0,0
2811160,30416,30441,41241,1,0,0
2811829,52050,52050,41241,1,0,0
2812011,25269,25293,41241,1,0,0
2812374,43593,43622,41241,1,0,0
2812474,74153,74182,41241,1,0,0
2812554,59287,59316,41241,1,0,0
2812658,66731,66731,41241,1,0,0
2812716,46659,46687,41241,1,0,0
2813069,22931,22954,41241,1,0,0
2813160,56641,56641,41241,1,0,0
2813302,77569,77596,41241,1,0,0
2813497,70319,70343,41241,1,0,0
2813859,84697,84721,41241,1,0,0
2809577,40835,40835,45053,1,0,0
2809577,40845,40888,45052,2,0,0
2809577,40895,40899,45051,3,0,0
2809577,40905,40908,45050,4,0,0
2809577,40921,40924,41537,5,0,0
2809577,40938,40951,41539,6,0,0
2809577,40962,40985,46418,7,0,0
2809746,28024,28051,45053,1,0,0
2809746,28060,28088,45052,2,0,0
2809746,28096,28113,45051,3,0,0
2809746,28120,28144,45050,4,0,0
2809746,28158,28161,41537,5,0,0
2809746,28175,28195,41539,6,0,0
2809746,28218,28245,46418,7,0,0
2809852,64257,64262,45053,1,0,0
2809852,64271,64304,45052,2,0,0
2809852,64313,64317,45051,3,0,0
2809852,64325,64346,45050,4,0,0
2809852,64362,64365,41537,5,0,0
2809852,64380,64390,41539,6,0,0
2809852,64404,64404,46418,7,0,0
2810297,81315,81318,45053,1,0,0
2810297,81325,81330,45052,2,0,0
2810297,81338,81341,45051,3,0,0
2810297,81346,81348,45050,4,0,0
2810297,81358,81360,41537,5,0,0
2810297,81370,81370,41539,6,0,0
2810297,81392,81392,46418,7,0,0
2810323,37216,37216,45051,3,0,0
2810323,37235,37238,45050,4,0,0
2810323,37252,37256,41537,5,0,0
2810323,37271,37279,41539,6,0,0
2810323,37291,37314,46418,7,0,0
2810526,54617,54617,45051,3,0,0
2810526,54636,54651,45050,4,0,0
2810526,54665,54668,41537,5,0,0
2810526,54681,54690,41539,6,0,0
2810526,54699,54721,46418,7,0,0
2810555,49547,49551,45053,1,0,0
2810555,49558,49568,45052,2,0,0
2810555,49575,49578,45051,3,0,0
2810555,49584,49606,45050,4,0,0
2810555,49620,49623,41537,5,0,0
2810555,49636,49651,41539,6,0,0
2810555,49662,49665,46418,7,0,0
2810746,61900,61927,45053,1,0,0
2810746,61938,61958,45052,2,0,0
2810746,61965,61969,45051,3,0,0
2810746,61975,61978,45050,4,0,0
2810746,61992,61995,41537,5,0,0
2810746,62008,62017,41539,6,0,0
2810746,62029,62029,46418,7,0,0
2810807,33625,33636,45053,1,0,0
2810807,33638,33665,45052,2,0,0
2810807,33673,33676,45051,3,0,0
2810807,33681,33684,45050,4,0,0
2810807,33697,33717,41537,5,0,0
2810807,33731,33739,41539,6,0,0
2810807,33750,33772,46418,7,0,0
2811161,30607,30607,45052,2,0,0
2811161,30626,30626,45051,3,0,0
2811161,30645,30659,45050,4,0,0
2811161,30674,30677,41537,5,0,0
2811161,30693,30712,41539,6,0,0
2811161,30723,30747,46418,7,0,0
2811830,52237,52260,45053,1,0,0
2811830,52271,52301,45052,2,0,0
2811830,52309,52313,45051,3,0,0
2811830,52320,52325,45050,4,0,0
2811830,52341,52361,41537,5,0,0
2811830,52381,52391,41539,6,0,0
2811830,52404,52404,46418,7,0,0
2812012,25460,25464,45053,1,0,0
2812012,25472,25487,45052,2,0,0
2812012,25494,25498,45051,3,0,0
2812012,25504,25507,45050,4,0,0
2812012,25520,25523,41537,5,0,0
2812012,25538,25548,41539,6,0,0
2812012,25559,25559,46418,7,0,0
2812375,43818,43869,45053,1,0,0
2812375,43878,43906,45052,2,0,0
2812375,43915,43918,45051,3,0,0
2812375,43923,43926,45050,4,0,0
2812375,43937,43940,41537,5,0,0
2812375,43958,43969,41539,6,0,0
2812375,43983,44005,46418,7,0,0
2812475,74297,74313,45053,1,0,0
2812475,74322,74339,45052,2,0,0
2812475,74346,74349,45051,3,0,0
2812475,74354,74357,45050,4,0,0
2812475,74369,74372,41537,5,0,0
2812475,74384,74392,41539,6,0,0
2812475,74402,74423,46418,7,0,0
2812555,59470,59470,45053,1,0,0
2812555,59479,59500,45052,2,0,0
2812555,59508,59525,45051,3,0,0
2812555,59532,59535,45050,4,0,0
2812555,59547,59550,41537,5,0,0
2812555,59563,59573,41539,6,0,0
2812555,59585,59615,46418,7,0,0
2812659,66969,66975,45053,1,0,0
2812659,66984,66994,45052,2,0,0
2812659,67001,67004,45051,3,0,0
2812659,67011,67015,45050,4,0,0
2812659,67029,67033,41537,5,0,0
2812659,67047,67056,41539,6,0,0
2812659,67067,67069,46418,7,0,0
2812717,46810,46831,45053,1,0,0
2812717,46840,46873,45052,2,0,0
2812717,46880,46883,45051,3,0,0
2812717,46888,46891,45050,4,0,0
2812717,46903,46928,41537,5,0,0
2812717,46943,46953,41539,6,0,0
2812717,46964,46985,46418,7,0,0
2813070,23111,23111,45051,3,0,0
2813070,23130,23145,45050,4,0,0
2813070,23158,23161,41537,5,0,0
2813070,23175,23184,41539,6,0,0
2813070,23195,23197,46418,7,0,0
2813161,56870,56895,45053,1,0,0
2813161,56904,56924,45052,2,0,0
2813161,56931,56935,45051,3,0,0
2813161,56940,56943,45050,4,0,0
2813161,56954,56958,41537,5,0,0
2813161,56972,56982,41539,6,0,0
2813161,56992,57015,46418,7,0,0
2813303,77742,77747,45053,1,0,0
2813303,77757,77777,45052,2,0,0
2813303,77784,77787,45051,3,0,0
2813303,77792,77795,45050,4,0,0
2813303,77806,77809,41537,5,0,0
2813303,77826,77840,41539,6,0,0
2813303,77852,77852,46418,7,0,0
2813498,70512,70512,45053,1,0,0
2813498,70516,70526,45052,2,0,0
2813498,70533,70536,45051,3,0,0
2813498,70543,70546,45050,4,0,0
2813498,70562,70565,41537,5,0,0
2813498,70579,70596,41539,6,0,0
2813498,70606,70629,46418,7,0,0
2813860,84926,84931,45053,1,0,0
2813860,84940,84961,45052,2,0,0
2813860,84968,84972,45051,3,0,0
2813860,84976,84979,45050,4,0,0
2813860,84989,84993,41537,5,0,0
2813860,85005,85014,41539,6,0,0
2813860,85025,85051,46418,7,0,0
2809527,58315,58324,41216,1,0,0
2809527,58387,58483,41694,2,0,0
2809527,58516,58532,41698,3,0,0
2809527,58554,58563,41700,4,0,0
2809527,58580,58589,41702,5,0,0
2809527,58607,58618,41704,6,0,0
2809527,58628,58631,46272,7,0,0
2809527,58652,58660,46273,8,0,0
2809527,58680,58683,41165,9,0,0
2809527,58695,58698,41162,10,0,0
