trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled,planned_arrival_time,planned_departure_time_from_origin
2794870,17846,17855,41893,1,0,0,0.54,17879,17820
2794870,17874,17891,41891,2,0,0,0.762,17904,17820
2794870,17897,17897,41890,3,0,0,0.97,17926,17820
2794870,17912,17912,41888,4,0,0,1.109,17942,17820
2794870,17916,17919,46437,5,0,0,1.303,17963,17820
2794870,17933,17936,41885,6,0,0,1.489,17983,17820
2794870,17959,17963,41883,7,0,0,1.759,18013,17820
2794870,18002,18017,41881,8,0,0,2.149,18056,17820
2794870,18033,18038,41879,9,0,0,2.337,18077,17820
2794870,18056,18060,41877,10,0,0,2.542,18099,17820
2794870,18074,18089,41874,11,0,0,2.7,18116,17820
2794870,18106,18110,41872,12,0,0,2.892,18138,17820
2794870,18134,18138,41870,13,0,0,3.171,18168,17820
2794870,18144,18149,41868,14,0,0,3.279,18180,17820
2794870,18181,18186,41866,15,0,0,3.551,18211,17820
2794870,18205,18208,41863,16,0,0,3.814,18241,17820
2794870,18250,18255,41861,17,0,0,4.229,18288,17820
2794870,18270,18273,41859,18,0,0,4.431,18312,17820
2794870,18292,18295,41857,19,0,0,4.688,18341,17820
2794870,18317,18320,41855,20,0,0,4.983,18375,17820
2794870,18343,18378,41853,21,0,0,5.282,18409,17820
2794870,18407,18410,41851,22,0,0,5.625,18448,17820
2794870,18432,18450,41850,23,0,0,5.886,18478,17820
2794870,18484,18488,41847,24,0,0,6.306,18526,17820
2794870,18499,18502,41845,25,0,0,6.467,18544,17820
2794870,18523,18525,41843,26,0,0,6.747,18576,17820
2794870,18543,18563,41835,27,0,0,6.957,18600,17820
2794870,18593,18597,41838,28,0,0,7.307,18636,17820
2794870,18612,18627,41836,29,0,0,7.499,18656,17820
2794870,18640,18650,41840,30,0,0,7.652,18671,17820
2794870,18681,18685,41832,31,0,0,7.948,18702,17820
2794870,18695,18711,41830,32,0,0,8.063,18713,17820
2794870,18805,18808,41827,33,0,0,8.707,18779,17820
2794870,18828,18831,41825,34,0,0,8.95,18804,17820
2794870,18850,18854,41823,35,0,0,9.207,18831,17820
2794870,18870,18873,41821,36,0,0,9.424,18853,17820
2794870,18888,18891,41819,37,0,0,9.649,18876,17820
2794870,18909,18912,41815,38,0,0,9.883,18900,17820
2794870,18928,18930,41816,39,0,0,10.133,18936,17820
2794870,18944,18947,41812,40,0,0,10.368,18970,17820
2794870,18961,18963,41810,41,0,0,10.596,19003,17820
2794870,18985,18987,41808,42,0,0,10.896,19046,17820
2794870,19002,19022,41806,43,0,0,11.047,19067,17820
2794870,19051,19055,41803,44,0,0,11.327,19108,17820
2794870,19074,19077,41801,45,0,0,11.552,19140,17820
2794870,19096,19099,41799,46,0,0,11.795,19175,17820
2794870,19120,19124,41797,47,0,0,12.067,19213,17820
2794870,19139,19143,41795,48,0,0,12.305,19247,17820
2794870,19164,19167,41876,49,0,0,12.588,19287,17820
2795349,17897,17900,41010,1,0,0,0.344,17867,17820
2795349,17914,17934,41011,2,0,0,0.525,17892,17820
2795349,17952,17970,46392,3,0,0,0.732,17921,17820
2795349,17992,17999,41012,4,0,0,0.99,17956,17820
2795349,18023,18026,46416,5,0,0,1.333,18003,17820
2795349,18037,18040,41013,6,0,0,1.5,18026,17820
2795349,18046,18053,41015,7,0,0,1.599,18040,17820
2795349,18062,18078,41014,8,0,0,1.724,18057,17820
2795349,18114,18122,42704,9,0,0,2.16,18117,17820
2795349,18139,18155,42706,10,0,0,2.373,18146,17820
2795349,18170,18188,42708,11,0,0,2.557,18172,17820
2795349,18210,18252,42711,12,0,0,2.84,18211,17820
2795349,18269,18285,42714,13,0,0,3.053,18240,17820
2795349,18316,18331,42723,14,0,0,3.455,18294,17820
2795349,18354,18361,42722,15,0,0,3.735,18332,17820
2795349,18377,18403,42720,16,0,0,3.944,18360,17820
2795349,18419,18435,42716,17,0,0,4.141,18377,17820
2795349,18599,18599,41827,18,0,0,6.205,18557,17820
2795349,18620,18620,41825,19,0,0,6.449,18579,17820
2795349,18714,18717,41823,20,0,0,6.705,18601,17820
2795349,18729,18731,41821,21,0,0,6.922,18620,17820
2795349,18743,18745,41819,22,0,0,7.147,18640,17820
2795349,18761,18782,41815,23,0,0,7.381,18660,17820
2795349,18831,18833,41816,24,0,0,7.631,18687,17820
2795349,18846,18849,41812,25,0,0,7.866,18712,17820
2795349,18863,18879,41810,26,0,0,8.094,18737,17820
2795349,18901,18904,41808,27,0,0,8.394,18769,17820
2795349,18916,18939,41806,28,0,0,8.545,18786,17820
2795349,18962,18984,41803,29,0,0,8.825,18816,17820
2795349,19001,19004,41801,30,0,0,9.05,18840,17820
2795349,19021,19024,41799,31,0,0,9.293,18866,17820
2795349,19041,19044,41797,32,0,0,9.565,18895,17820
2795349,19057,19061,41795,33,0,0,9.803,18920,17820
2795349,19076,19079,41876,34,0,0,10.086,18950,17820
2795441,18598,18608,41033,1,0,0,0.284,18574,18540
2795441,18617,18624,42572,2,0,0,0.406,18589,18540
2795441,18651,18661,46623,3,0,0,0.643,18618,18540
2795441,18677,18682,46507,4,0,0,0.85,18643,18540
2795441,18705,18705,42570,5,0,0,1.074,18670,18540
2795441,18727,18727,46398,6,0,0,1.257,18692,18540
2795441,18750,18750,43163,7,0,0,1.447,18715,18540
2795441,18774,18780,43171,8,0,0,1.624,18736,18540
2795441,18822,18829,43169,9,0,0,2.086,18792,18540
2795441,18837,18842,43167,10,0,0,2.197,18805,18540
2795441,18857,18862,43165,11,0,0,2.392,18829,18540
2795441,18903,18919,41117,12,0,0,2.731,18869,18540
2795441,18930,18935,41115,13,0,0,2.879,18887,18540
2795441,18961,18974,41113,14,0,0,3.14,18919,18540
2795441,18990,19000,41209,15,0,0,3.313,18940,18540
2795441,19023,19028,41082,16,0,0,3.577,18971,18540
2795441,19070,19075,41883,17,0,0,3.952,19017,18540
2795441,19107,19122,41881,18,0,0,4.342,19064,18540
2795441,19137,19142,41879,19,0,0,4.53,19086,18540
2795441,19160,19173,41877,20,0,0,4.735,19111,18540
2795441,19185,19188,41874,21,0,0,4.894,19130,18540
2795441,19203,19217,41872,22,0,0,5.085,19153,18540
2795441,19242,19245,41870,23,0,0,5.365,19187,18540
2795441,19251,19254,41868,24,0,0,5.472,19200,18540
2795441,19285,19299,41866,25,0,0,5.744,19231,18540
2795441,19321,19324,41863,26,0,0,6.007,19261,18540
2795441,19355,19358,41861,27,0,0,6.422,19308,18540
2795441,19372,19375,41859,28,0,0,6.624,19332,18540
2795441,19394,19397,41857,29,0,0,6.881,19361,18540
2795441,19421,19433,41855,30,0,0,7.177,19395,18540
2795441,19456,19459,41853,31,0,0,7.475,19429,18540
2795441,19484,19487,41851,32,0,0,7.818,19468,18540
2795441,19506,19555,41850,33,0,0,8.079,19498,18540
2795441,19589,19592,41847,34,0,0,8.5,19546,18540
2795441,19602,19605,41845,35,0,0,8.66,19564,18540
2795441,19623,19626,41843,36,0,0,8.94,19596,18540
2795441,19641,19653,41835,37,0,0,9.15,19620,18540
2795441,19679,19693,41838,38,0,0,9.5,19656,18540
2795441,19708,19716,41836,39,0,0,9.692,19676,18540
2795441,19729,19737,41840,40,0,0,9.846,19691,18540
2795441,19768,19775,41832,41,0,0,10.141,19722,18540
2795441,19784,19789,41830,42,0,0,10.257,19733,18540
2795441,19883,19886,41827,43,0,0,10.9,19799,18540
2795441,19905,19909,41825,44,0,0,11.144,19824,18540
2795441,19925,19928,41823,45,0,0,11.4,19851,18540
2795441,19940,19943,41821,46,0,0,11.617,19873,18540
2795441,19955,19958,41819,47,0,0,11.842,19896,18540
2795441,19973,19989,41815,48,0,0,12.076,19920,18540
2795441,20017,20020,41816,49,0,0,12.326,19956,18540
2795441,20035,20038,41812,50,0,0,12.561,19990,18540
2795441,20051,20054,41810,51,0,0,12.789,20023,18540
2795441,20070,20073,41808,52,0,0,13.089,20066,18540
2795441,20081,20084,41806,53,0,0,13.24,20087,18540
2795441,20100,20103,41803,54,0,0,13.52,20128,18540
2795441,20116,20170,41801,55,0,0,13.745,20160,18540
2795441,20190,20193,41799,56,0,0,13.988,20196,18540
2795441,20210,20213,41797,57,0,0,14.26,20236,18540
2795441,20231,20240,41795,58,0,0,14.498,20271,18540
2795441,20260,20263,41876,59,0,0,14.781,20313,18540
2795441,20279,20284,46423,60,0,0,15.009,20346,18540
2797100,18868,18877,46526,1,0,0,0.223,18868,18840
2797100,18886,18906,46527,2,0,0,0.336,18882,18840
2797100,18926,18929,41049,3,0,0,0.587,18913,18840
2797100,18957,18964,41050,4,0,0,0.904,18952,18840
2797100,19000,19004,42958,5,0,0,1.301,19002,18840
2797100,19050,19054,42960,6,0,0,1.684,19049,18840
2797100,19069,19072,43982,7,0,0,1.887,19074,18840
2797100,19094,19116,42962,8,0,0,2.141,19106,18840
2797100,19134,19145,42965,9,0,0,2.31,19127,18840
2797100,19178,19182,42967,10,0,0,2.691,19174,18840
2797100,19199,19219,42969,11,0,0,2.898,19200,18840
2797100,19267,19278,42971,12,0,0,3.369,19252,18840
2797100,19307,19332,42973,13,0,0,3.689,19288,18840
2797100,19369,19378,42976,14,0,0,4.138,19337,18840
2797100,19397,19407,42978,15,0,0,4.371,19363,18840
2797100,19419,19422,42980,16,0,0,4.549,19383,18840
2797100,19451,19455,42982,17,0,0,5.008,19434,18840
2797100,19494,19505,46430,18,0,0,5.49,19487,18840
2797100,19524,19528,46436,19,0,0,5.712,19512,18840
2797100,19577,19597,46434,20,0,0,6.074,19552,18840
2797100,19601,19613,46403,21,0,0,6.148,19560,18840
2797100,19630,19639,42989,22,0,0,6.301,19581,18840
2797100,19665,19675,42991,23,0,0,6.601,19624,18840
2797100,19706,19717,42993,24,0,0,6.854,19659,18840
2797100,19738,19748,42995,25,0,0,7.098,19693,18840
2797100,19790,19794,42998,26,0,0,7.333,19726,18840
2797100,19799,19809,42999,27,0,0,7.421,19739,18840
2797100,19830,19840,43002,28,0,0,7.603,19764,18840
2797100,19869,19879,43004,29,0,0,7.913,19807,18840
2797100,19903,19913,43008,30,0,0,8.225,19851,18840
2797100,19931,19934,42886,31,0,0,8.481,19887,18840
2797100,19947,19958,42888,32,0,0,8.632,19908,18840
2797100,19977,19979,42890,33,0,0,8.908,19947,18840
2797100,19993,20002,42893,34,0,0,9.093,19973,18840
2797100,20022,20037,42897,35,0,0,9.32,20005,18840
2797100,20056,20079,42898,36,0,0,9.561,20039,18840
2797100,20114,20126,42902,37,0,0,9.999,20100,18840
2797100,20149,20152,42904,38,0,0,10.322,20136,18840
2797100,20165,20168,42906,39,0,0,10.515,20158,18840
2797100,20180,20183,42909,40,0,0,10.673,20176,18840
2797100,20195,20199,42911,41,0,0,10.833,20194,18840
2797100,20226,20234,46471,42,0,0,11.146,20229,18840
2797100,20262,20267,41866,43,0,0,11.387,20256,18840
2797100,20288,20292,41863,44,0,0,11.651,20286,18840
2797100,20327,20331,41861,45,0,0,12.066,20333,18840
2797100,20346,20349,41859,46,0,0,12.267,20355,18840
2797100,20369,20372,41857,47,0,0,12.524,20384,18840
2797100,20396,20399,41855,48,0,0,12.82,20418,18840
2797100,20423,20426,41853,49,0,0,13.118,20451,18840
2797100,20456,20477,41851,50,0,0,13.462,20490,18840
2797100,20501,20522,41850,51,0,0,13.722,20519,18840
2797100,20558,20562,41847,52,0,0,14.143,20567,18840
2797100,20579,20586,41845,53,0,0,14.304,20585,18840
2797100,20607,20610,41843,54,0,0,14.584,20616,18840
2797100,20627,20648,41835,55,0,0,14.793,20640,18840
2797100,20675,20679,41838,56,0,0,15.144,20676,18840
2797100,20693,20704,41836,57,0,0,15.335,20696,18840
2797100,20717,20735,41840,58,0,0,15.489,20711,18840
2797100,20771,20775,41832,59,0,0,15.784,20742,18840
2797100,20782,20786,41830,60,0,0,15.9,20753,18840
2797100,20847,20850,41827,61,0,0,16.543,20819,18840
2797100,20881,20887,41825,62,0,0,16.787,20844,18840
2797100,20907,20910,41823,63,0,0,17.043,20871,18840
2797100,20925,20928,41821,64,0,0,17.26,20893,18840
2797100,20943,20946,41819,65,0,0,17.485,20916,18840
2797100,20963,20969,41815,66,0,0,17.72,20940,18840
2797100,20987,20989,41816,67,0,0,17.969,20976,18840
2797100,21005,21007,41812,68,0,0,18.205,21010,18840
2797100,21025,21041,41810,69,0,0,18.432,21042,18840
2797100,21064,21067,41808,70,0,0,18.732,21086,18840
2797100,21077,21114,41806,71,0,0,18.883,21107,18840
2797100,21136,21139,41803,72,0,0,19.163,21148,18840
2797100,21155,21163,41801,73,0,0,19.389,21180,18840
2797100,21182,21200,41799,74,0,0,19.631,21214,18840
2797100,21225,21231,41797,75,0,0,19.904,21253,18840
2797100,21246,21250,41795,76,0,0,20.141,21287,18840
2797100,21268,21270,41876,77,0,0,20.424,21328,18840
2795539,19221,19231,41273,1,0,0,0.172,19225,19200
2795539,19240,19243,42445,2,0,0,0.302,19244,19200
2795539,19253,19263,42446,3,0,0,0.438,19263,19200
2795539,19273,19276,42013,4,0,0,0.567,19282,19200
2795539,19308,19313,42448,5,0,0,0.902,19331,19200
2795539,19329,19332,42460,6,0,0,1.108,19361,19200
2795539,19359,19395,42458,7,0,0,1.322,19392,19200
2795539,19417,19429,42456,8,0,0,1.517,19420,19200
2795539,19442,19462,42453,9,0,0,1.681,19444,19200
2795539,19475,19484,42449,10,0,0,1.832,19465,19200
2795539,19506,19514,45059,11,0,0,2.103,19505,19200
2795539,19531,19543,42450,12,0,0,2.312,19535,19200
2795539,19561,19580,45061,13,0,0,2.517,19565,19200
2795539,19588,19595,45062,14,0,0,2.79,19604,19200
2795539,19620,19634,42182,15,0,0,3.085,19647,19200
2795539,19654,19662,42183,16,0,0,3.28,19675,19200
2795539,19672,19688,42185,17,0,0,3.399,19692,19200
2795539,19702,19719,42177,18,0,0,3.566,19717,19200
2795539,19732,19759,42175,19,0,0,3.72,19739,19200
2795539,19777,19785,42410,20,0,0,3.95,19772,19200
2795539,19803,19812,42419,21,0,0,4.174,19805,19200
2795539,19824,19842,42417,22,0,0,4.331,19827,19200
2795539,19926,19934,42415,23,0,0,4.556,19860,19200
2795539,19952,19961,42413,24,0,0,4.779,19886,19200
2795539,19975,19975,42011,25,0,0,4.982,19909,19200
2795539,20001,20001,42009,26,0,0,5.206,19935,19200
2795539,20021,20021,42007,27,0,0,5.383,19955,19200
2795539,20071,20084,42004,28,0,0,5.829,20007,19200
2795539,20100,20103,42002,29,0,0,6.08,20036,19200
2795539,20110,20128,42000,30,0,0,6.212,20051,19200
2795539,20142,20150,41998,31,0,0,6.42,20075,19200
2795539,20182,20185,41995,32,0,0,6.86,20126,19200
2795539,20205,20208,41993,33,0,0,7.157,20160,19200
2795539,20220,20235,41991,34,0,0,7.339,20176,19200
2795539,20255,20258,41989,35,0,0,7.638,20202,19200
2795539,20272,20286,41987,36,0,0,7.855,20221,19200
2795539,20306,20315,42139,37,0,0,8.174,20249,19200
2795539,20332,20334,42137,38,0,0,8.45,20273,19200
2795539,20364,20372,42135,39,0,0,8.955,20318,19200
2795539,20429,20431,42133,40,0,0,9.718,20385,19200
2795539,20457,20459,42131,41,0,0,10.181,20425,19200
2795539,20471,20475,42128,42,0,0,10.422,20446,19200
2795539,20490,20493,42126,43,0,0,10.74,20474,19200
2795539,20514,20524,42124,44,0,0,11.059,20502,19200
2795539,20545,20553,42122,45,0,0,11.365,20529,19200
2795539,20572,20574,42120,46,0,0,11.645,20553,19200
2795539,20603,20605,42117,47,0,0,12.133,20596,19200
2795539,20619,20622,42115,48,0,0,12.36,20616,19200
2795539,20644,20647,42113,49,0,0,12.632,20640,19200
2795539,20663,20672,42111,50,0,0,12.817,20660,19200
2795539,20693,20695,42109,51,0,0,13.096,20691,19200
2795539,20719,20727,42106,52,0,0,13.43,20728,19200
2795539,20742,20745,42104,53,0,0,13.638,20750,19200
2795539,20755,20758,42102,54,0,0,13.791,20767,19200
2795539,20788,20793,41394,55,0,0,14.095,20800,19200
2795539,20809,20828,41392,56,0,0,14.273,20820,19200
2795539,20854,20877,41389,57,0,0,14.628,20854,19200
2795539,20891,20894,41387,58,0,0,14.837,20875,19200
2795539,20912,20915,41385,59,0,0,15.111,20901,19200
2795539,20932,20935,41383,60,0,0,15.355,20925,19200
2795539,20946,20949,41381,61,0,0,15.527,20942,19200
2795539,20961,20964,41378,62,0,0,15.727,20961,19200
2795539,20973,20976,41376,63,0,0,15.88,20976,19200
2795539,20992,20995,41374,64,0,0,16.127,21000,19200
2795539,21016,21030,41371,65,0,0,16.416,21037,19200
2795539,21045,21048,41368,66,0,0,16.64,21065,19200
2795539,21062,21064,41366,67,0,0,16.86,21093,19200
2795539,21084,21101,41364,68,0,0,17.106,21124,19200
2795539,21118,21152,41362,69,0,0,17.308,21150,19200
2795539,21172,21176,41358,70,0,0,17.804,21212,19200
2795539,21200,21206,41356,71,0,0,18.1,21250,19200
2795539,21218,21222,41354,72,0,0,18.247,21268,19200
2795539,21233,21249,41352,73,0,0,18.374,21285,19200
2795539,21271,21276,41349,74,0,0,18.617,21315,19200
2795539,21297,21302,41347,75,0,0,18.869,21347,19200
2795539,21319,21338,41345,76,0,0,19.079,21374,19200
2795539,21351,21354,41343,77,0,0,19.254,21396,19200
2795539,21399,21423,41340,78,0,0,19.444,21420,19200
2795539,21439,21442,41337,79,0,0,19.668,21455,19200
2795539,21454,21468,41335,80,0,0,19.839,21482,19200
2795539,21489,21492,41333,81,0,0,20.104,21523,19200
2795539,21505,21527,41328,82,0,0,20.286,21552,19200
2795539,21552,21555,41326,83,0,0,20.584,21598,19200
2795539,21571,21574,41324,84,0,0,20.784,21630,19200
2795539,21590,21656,41322,85,0,0,20.978,21660,19200
2795539,21684,21739,41391,86,0,0,21.372,21698,19200
2795539,21754,21757,41370,87,0,0,21.576,21718,19200
2795539,21767,21770,41351,88,0,0,21.728,21732,19200
2795539,21798,21817,43510,89,0,0,22.053,21764,19200
2795539,21828,21831,43506,90,0,0,22.224,21780,19200
2795539,21865,21884,43343,91,0,0,22.633,21857,19200
2795539,21898,21901,43146,92,0,0,22.845,21897,19200
2795539,21931,21947,41957,93,0,0,23.182,21960,19200
2795539,21971,21976,41952,94,0,0,23.475,22003,19200
2795539,22017,22036,42833,95,0,0,23.705,22036,19200
2795539,22091,22094,42831,96,0,0,24.561,22161,19200
2795539,22114,22128,42829,97,0,0,24.825,22199,19200
2795539,22160,22165,41509,98,0,0,25.078,22236,19200
2795539,22187,22207,45063,99,0,0,25.307,22269,19200
2795539,22235,22239,41504,100,0,0,25.617,22314,19200
2795539,22248,22252,41506,101,0,0,25.739,22332,19200
2795539,22275,22280,43296,102,0,0,25.917,22358,19200
2796296,19469,19488,43084,1,0,0,0.316,19469,19440
2796296,19509,19513,43082,2,0,0,0.562,19492,19440
2796296,19541,19544,43080,3,0,0,0.908,19523,19440
2796296,19555,19558,43078,4,0,0,1.06,19537,19440
2796296,19575,19578,43096,5,0,0,1.302,19559,19440
2796296,19597,19600,43094,6,0,0,1.579,19585,19440
2796296,19612,19615,43088,7,0,0,1.748,19600,19440
2796296,19621,19624,43091,8,0,0,1.857,19610,19440
2796296,19650,19653,42764,9,0,0,2.172,19639,19440
2796296,19671,19675,42762,10,0,0,2.428,19663,19440
2796296,19688,19696,42760,11,0,0,2.636,19682,19440
2796296,19718,19722,42672,12,0,0,2.802,19697,19440
2796296,19742,19745,42670,13,0,0,3.154,19729,19440
2796296,19775,19778,42668,14,0,0,3.699,19779,19440
2796296,19789,19792,42666,15,0,0,3.944,19802,19440
2796296,19808,19811,42665,16,0,0,4.235,19829,19440
2796296,19823,19827,42663,17,0,0,4.491,19852,19440
2796296,19844,19860,42660,18,0,0,4.788,19879,19440
2796296,19882,19885,42657,19,0,0,5.074,19906,19440
2796296,19893,19913,42653,20,0,0,5.213,19918,19440
2796296,19928,19935,42655,21,0,0,5.402,19936,19440
2796296,19960,19974,42652,22,0,0,5.689,19962,19440
2796296,19993,19998,42650,23,0,0,5.885,19980,19440
2796296,20005,20010,42647,24,0,0,5.968,19988,19440
2796296,20024,20027,42646,25,0,0,6.174,20009,19440
2796296,20052,20055,42644,26,0,0,6.43,20035,19440
