trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
2794846,47735,47760,41241,1,0,0
2794991,51357,51381,41241,1,0,0
2795065,58612,58637,41241,1,0,0
2795218,44202,44224,41241,1,0,0
2795334,65874,65908,41241,1,0,0
2795414,62137,62160,41241,1,0,0
2795571,26136,26163,41241,1,0,0
2795622,29798,29818,41241,1,0,0
2795972,36949,36949,41241,1,0,0
2796210,69396,69396,41241,1,0,0
2796303,40597,40625,41241,1,0,0
2796327,54992,55017,41241,1,0,0
2796573,73020,73045,41241,1,0,0
2797087,33429,33453,41241,1,0,0
2794847,47941,47941,45051,3,0,0
2794847,47960,47963,45050,4,0,0
2794847,47975,47978,41537,5,0,0
2794847,47994,48011,41539,6,0,0
2794847,48022,48042,46418,7,0,0
2794992,51541,51541,45052,2,0,0
2794992,51560,51560,45051,3,0,0
2794992,51579,51582,45050,4,0,0
2794992,51598,51629,41537,5,0,0
2794992,51644,51653,41539,6,0,0
2794992,51663,51686,46418,7,0,0
2795066,58760,58770,45053,1,0,0
2795066,58771,58797,45052,2,0,0
2795066,58804,58808,45051,3,0,0
2795066,58814,58833,45050,4,0,0
2795066,58846,58849,41537,5,0,0
2795066,58862,58872,41539,6,0,0
2795066,58883,58905,46418,7,0,0
2795219,44347,44357,45053,1,0,0
2795219,44359,44410,45052,2,0,0
2795219,44418,44421,45051,3,0,0
2795219,44426,44429,45050,4,0,0
2795219,44441,44445,41537,5,0,0
2795219,44458,44468,41539,6,0,0
2795219,44479,44501,46418,7,0,0
2795335,66030,66040,45053,1,0,0
2795335,66044,66075,45052,2,0,0
2795335,66083,66086,45051,3,0,0
2795335,66092,66095,45050,4,0,0
2795335,66106,66109,41537,5,0,0
2795335,66122,66130,41539,6,0,0
2795335,66141,66141,46418,7,0,0
2795415,62343,62357,41537,5,0,0
2795415,62370,62378,41539,6,0,0
2795415,62388,62408,46418,7,0,0
2795572,26353,26353,45051,3,0,0
2795572,26372,26376,45050,4,0,0
2795572,26387,26391,41537,5,0,0
2795572,26406,26417,41539,6,0,0
2795572,26432,26436,46418,7,0,0
2795623,29942,29942,45052,2,0,0
2795623,29961,29961,45051,3,0,0
2795623,29980,29984,45050,4,0,0
2795623,29994,29997,41537,5,0,0
2795623,30010,30029,41539,6,0,0
2795623,30039,30042,46418,7,0,0
2795973,37141,37141,45052,2,0,0
2795973,37160,37160,45051,3,0,0
