trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled,planned_arrival_time,planned_departure_time_from_origin
2829025,16303,16311,41033,1,0,0,0.284,16291,16260
2829025,16319,16324,42572,2,0,0,0.406,16305,16260
2829025,16344,16355,46623,3,0,0,0.643,16331,16260
2829025,16365,16368,46507,4,0,0,0.85,16353,16260
2829025,16388,16388,42570,5,0,0,1.074,16378,16260
2829025,16408,16408,46398,6,0,0,1.257,16398,16260
2829025,16429,16429,43163,7,0,0,1.447,16419,16260
2829025,16444,16447,43171,8,0,0,1.624,16438,16260
2829025,16482,16489,43169,9,0,0,2.086,16489,16260
2829025,16495,16498,43167,10,0,0,2.197,16501,16260
2829025,16511,16518,43165,11,0,0,2.392,16522,16260
2829025,16543,16546,41117,12,0,0,2.731,16559,16260
2829025,16556,16559,41115,13,0,0,2.879,16576,16260
2829025,16580,16588,41113,14,0,0,3.14,16604,16260
2829025,16601,16610,41209,15,0,0,3.313,16623,16260
2829025,16629,16632,41082,16,0,0,3.577,16652,16260
2829025,16671,16674,41883,17,0,0,3.952,16693,16260
2829025,16700,16717,41881,18,0,0,4.342,16736,16260
2829025,16731,16734,41879,19,0,0,4.53,16757,16260
2829025,16749,16772,41877,20,0,0,4.735,16779,16260
2829025,16783,16786,41874,21,0,0,4.894,16797,16260
2829025,16799,16802,41872,22,0,0,5.085,16818,16260
2829025,16821,16824,41870,23,0,0,5.365,16848,16260
2829025,16830,16835,41868,24,0,0,5.472,16860,16260
2829025,16879,16894,41866,25,0,0,5.744,16891,16260
2829025,16912,16929,41863,26,0,0,6.007,16921,16260
2829025,16960,16963,41861,27,0,0,6.422,16968,16260
2829025,16978,16989,41859,28,0,0,6.624,16992,16260
2829025,17007,17010,41857,29,0,0,6.881,17021,16260
2829025,17030,17034,41855,30,0,0,7.177,17055,16260
2829025,17054,17106,41853,31,0,0,7.475,17089,16260
2829025,17134,17136,41851,32,0,0,7.818,17128,16260
2829025,17156,17173,41850,33,0,0,8.079,17158,16260
2829025,17202,17205,41847,34,0,0,8.5,17206,16260
2829025,17216,17264,41845,35,0,0,8.66,17224,16260
2829025,17282,17285,41843,36,0,0,8.94,17256,16260
2829025,17299,17303,41835,37,0,0,9.15,17280,16260
2829025,17328,17332,41838,38,0,0,9.5,17323,16260
2829025,17346,17367,41836,39,0,0,9.692,17347,16260
2829025,17376,17379,41840,40,0,0,9.846,17366,16260
2829025,17398,17401,41832,41,0,0,10.141,17402,16260
2829025,17409,17429,41830,42,0,0,10.257,17416,16260
2829025,17497,17500,41827,43,0,0,10.9,17495,16260
2829025,17521,17544,41825,44,0,0,11.144,17525,16260
2829025,17560,17563,41823,45,0,0,11.4,17557,16260
2829025,17575,17578,41821,46,0,0,11.617,17584,16260
2829025,17591,17594,41819,47,0,0,11.842,17611,16260
2829025,17610,17629,41815,48,0,0,12.076,17640,16260
2829025,17646,17649,41816,49,0,0,12.326,17667,16260
2829025,17661,17664,41812,50,0,0,12.561,17692,16260
2829025,17677,17680,41810,51,0,0,12.789,17717,16260
2829025,17702,17722,41808,52,0,0,13.089,17749,16260
2829025,17735,17758,41806,53,0,0,13.24,17766,16260
2829025,17784,17817,41803,54,0,0,13.52,17796,16260
2829025,17834,17870,41801,55,0,0,13.745,17820,16260
2829025,17889,17907,41799,56,0,0,13.988,17856,16260
2829025,17929,17943,41797,57,0,0,14.26,17896,16260
2829025,17958,17961,41795,58,0,0,14.498,17931,16260
2829025,17978,17981,41876,59,0,0,14.781,17973,16260
2829025,17995,17999,46423,60,0,0,15.009,18006,16260
2828654,16421,16426,41545,1,0,0,0.159,16403,16380
2828654,16442,16452,41543,2,0,0,0.365,16433,16380
2828654,16467,16477,41553,3,0,0,0.553,16461,16380
2828654,16490,16493,41551,4,0,0,0.715,16484,16380
2828654,16504,16513,41549,5,0,0,0.858,16505,16380
2828654,16524,16531,41547,6,0,0,0.998,16525,16380
2828654,16549,16552,43009,7,0,0,1.191,16554,16380
2828654,16570,16580,43007,8,0,0,1.414,16586,16380
2828654,16607,16626,43003,9,0,0,1.754,16636,16380
2828654,16650,16660,43001,10,0,0,2.035,16676,16380
2828654,16683,16693,43000,11,0,0,2.245,16707,16380
2828654,16699,16704,42996,12,0,0,2.347,16722,16380
2828654,16715,16718,46318,13,0,0,2.471,16740,16380
2828654,16735,16738,46275,14,0,0,2.707,16766,16380
2828654,16766,16769,46276,15,0,0,3.084,16808,16380
2828654,16799,16802,46316,16,0,0,3.478,16851,16380
2828654,16830,16833,41459,17,0,0,3.857,16893,16380
2828654,16856,16859,41457,18,0,0,4.174,16928,16380
2828654,16902,16906,46619,19,0,0,4.381,16951,16380
2828654,16926,17011,41455,20,0,0,4.644,16980,16380
2828654,17031,17034,46309,21,0,0,4.913,17013,16380
2828654,17101,17106,41453,22,0,0,5.604,17098,16380
2828654,17132,17135,43389,23,0,0,5.934,17139,16380
2828654,17167,17171,41451,24,0,0,6.105,17160,16380
2828654,17184,17188,41449,25,0,0,6.313,17180,16380
2828654,17213,17216,41447,26,0,0,6.666,17214,16380
2828654,17251,17254,46505,27,0,0,7.139,17259,16380
2828654,17271,17276,41445,28,0,0,7.358,17280,16380
2828654,17283,17286,46592,29,0,0,7.475,17294,16380
2828654,17298,17301,41443,30,0,0,7.666,17318,16380
2828654,17361,17366,41440,31,0,0,8.455,17414,16380
2828654,17406,17409,41438,32,0,0,8.936,17472,16380
2828654,17422,17451,41436,33,0,0,9.116,17494,16380
2828654,17465,17468,41434,34,0,0,9.312,17518,16380
2828654,17484,17487,41432,35,0,0,9.541,17546,16380
2828654,17499,17502,41429,36,0,0,9.74,17570,16380
2828654,17508,17511,41427,37,0,0,9.856,17585,16380
2828654,17545,17567,41423,38,0,0,10.114,17616,16380
2828654,17584,17614,41425,39,0,0,10.31,17640,16380
2828654,17643,17646,41422,40,0,0,10.687,17683,16380
2828654,17657,17660,41420,41,0,0,10.862,17703,16380
2828654,17679,17682,41418,42,0,0,11.135,17734,16380
2828654,17700,17721,41415,43,0,0,11.368,17760,16380
2828654,17774,17790,41413,44,0,0,11.779,17821,16380
2828654,17800,17803,41411,45,0,0,11.918,17842,16380
2828654,17830,17833,41409,46,0,0,12.281,17896,16380
2828654,17856,17876,41462,47,0,0,12.564,17938,16380
2828654,17893,17896,41460,48,0,0,12.803,17974,16380
2828654,18005,18020,41442,49,0,0,12.977,18000,16380
2828654,18048,18051,41419,50,0,0,13.353,18036,16380
2828654,18126,18130,41894,51,0,0,14.125,18110,16380
2828654,18289,18308,41896,52,0,0,15.493,18240,16380
2831518,16417,16440,41273,1,0,0,0.172,16407,16380
2831518,16450,16455,42445,2,0,0,0.302,16428,16380
2831518,16466,16477,42446,3,0,0,0.438,16449,16380
2831518,16486,16491,42013,4,0,0,0.567,16470,16380
2831518,16527,16548,42448,5,0,0,0.902,16523,16380
2831518,16565,16568,42460,6,0,0,1.108,16555,16380
2831518,16591,16609,42458,7,0,0,1.322,16589,16380
2831518,16624,16645,42456,8,0,0,1.517,16620,16380
2831518,16658,16668,42453,9,0,0,1.681,16646,16380
2831518,16680,16706,42449,10,0,0,1.832,16670,16380
2831518,16727,16742,45059,11,0,0,2.103,16712,16380
2831518,16760,16775,42450,12,0,0,2.312,16745,16380
2831518,16792,16813,45061,13,0,0,2.517,16778,16380
2831518,16823,16832,45062,14,0,0,2.79,16821,16380
2831518,16875,16880,42182,15,0,0,3.085,16868,16380
2831518,16903,16912,42183,16,0,0,3.28,16898,16380
2831518,16922,16939,42185,17,0,0,3.399,16917,16380
2831518,16953,16966,42177,18,0,0,3.566,16944,16380
2831518,16979,16988,42175,19,0,0,3.72,16968,16380
2831518,17009,17020,42410,20,0,0,3.95,17004,16380
2831518,17040,17062,42419,21,0,0,4.174,17040,16380
2831518,17076,17094,42417,22,0,0,4.331,17064,16380
2831518,17173,17182,42415,23,0,0,4.556,17100,16380
2831518,17201,17210,42413,24,0,0,4.779,17126,16380
2831518,17226,17226,42011,25,0,0,4.982,17149,16380
2831518,17252,17252,42009,26,0,0,5.206,17175,16380
2831518,17272,17272,42007,27,0,0,5.383,17195,16380
2831518,17328,17344,42004,28,0,0,5.829,17247,16380
2831518,17361,17363,42002,29,0,0,6.08,17276,16380
2831518,17372,17387,42000,30,0,0,6.212,17291,16380
2831518,17402,17411,41998,31,0,0,6.42,17315,16380
2831518,17443,17460,41995,32,0,0,6.86,17366,16380
2831518,17481,17496,41993,33,0,0,7.157,17400,16380
2831518,17509,17525,41991,34,0,0,7.339,17416,16380
2831518,17546,17549,41989,35,0,0,7.638,17442,16380
2831518,17565,17573,41987,36,0,0,7.855,17461,16380
2831518,17596,17605,42139,37,0,0,8.174,17489,16380
2831518,17623,17625,42137,38,0,0,8.45,17513,16380
2831518,17659,17667,42135,39,0,0,8.955,17558,16380
2831518,17727,17730,42133,40,0,0,9.718,17625,16380
2831518,17764,17767,42131,41,0,0,10.181,17665,16380
2831518,17783,17787,42128,42,0,0,10.422,17686,16380
2831518,17809,17812,42126,43,0,0,10.74,17714,16380
2831518,17840,17854,42124,44,0,0,11.059,17742,16380
2831518,17877,17885,42122,45,0,0,11.365,17769,16380
2831518,17905,17908,42120,46,0,0,11.645,17793,16380
2831518,17944,17947,42117,47,0,0,12.133,17836,16380
2831518,17965,17968,42115,48,0,0,12.36,17856,16380
2831518,17993,17998,42113,49,0,0,12.632,17880,16380
2831518,18015,18023,42111,50,0,0,12.817,17907,16380
2831518,18045,18048,42109,51,0,0,13.096,17948,16380
2831518,18075,18090,42106,52,0,0,13.43,17997,16380
2831518,18113,18128,42104,53,0,0,13.638,18027,16380
2831518,18137,18142,42102,54,0,0,13.791,18050,16380
2831518,18173,18188,41394,55,0,0,14.095,18094,16380
2831518,18202,18239,41392,56,0,0,14.273,18120,16380
2831518,18271,18274,41389,57,0,0,14.628,18166,16380
2831518,18288,18290,41387,58,0,0,14.837,18193,16380
2831518,18309,18312,41385,59,0,0,15.111,18228,16380
2831518,18330,18348,41383,60,0,0,15.355,18260,16380
2831518,18360,18362,41381,61,0,0,15.527,18282,16380
2831518,18373,18376,41378,62,0,0,15.727,18308,16380
2831518,18384,18387,41376,63,0,0,15.88,18328,16380
2831518,18403,18406,41374,64,0,0,16.127,18360,16380
2831518,18425,18444,41371,65,0,0,16.416,18402,16380
2831518,18459,18475,41368,66,0,0,16.64,18434,16380
2831518,18489,18492,41366,67,0,0,16.86,18466,16380
2831518,18509,18527,41364,68,0,0,17.106,18502,16380
2831518,18541,18608,41362,69,0,0,17.308,18531,16380
2831518,18620,18623,41358,70,0,0,17.804,18603,16380
2831518,18645,18648,41356,71,0,0,18.1,18646,16380
2831518,18658,18661,41354,72,0,0,18.247,18667,16380
2831518,18668,18671,41352,73,0,0,18.374,18685,16380
2831518,18688,18708,41349,74,0,0,18.617,18720,16380
2831518,18726,18730,41347,75,0,0,18.869,18757,16380
2831518,18744,18768,41345,76,0,0,19.079,18787,16380
2831518,18779,18783,41343,77,0,0,19.254,18813,16380
2831518,18816,18834,41340,78,0,0,19.444,18840,16380
2831518,18852,18869,41337,79,0,0,19.668,18875,16380
2831518,18881,18885,41335,80,0,0,19.839,18902,16380
2831518,18902,18905,41333,81,0,0,20.104,18943,16380
2831518,18918,18953,41328,82,0,0,20.286,18972,16380
2831518,18977,19004,41326,83,0,0,20.584,19018,16380
2831518,19019,19036,41324,84,0,0,20.784,19050,16380
2831518,19051,19108,41322,85,0,0,20.978,19080,16380
2831518,19137,19143,41391,86,0,0,21.372,19137,16380
2831518,19157,19160,41370,87,0,0,21.576,19166,16380
2831518,19169,19171,41351,88,0,0,21.728,19188,16380
2831518,19200,19203,43510,89,0,0,22.053,19235,16380
2831518,19238,19258,43506,90,0,0,22.224,19260,16380
2831518,19327,19331,43343,91,0,0,22.633,19311,16380
2831518,19347,19353,43146,92,0,0,22.845,19338,16380
2831518,19401,19421,41957,93,0,0,23.182,19380,16380
2831518,19447,19468,41952,94,0,0,23.475,19417,16380
2831518,19518,19537,42833,95,0,0,23.705,19447,16380
2831518,19594,19597,42831,96,0,0,24.561,19555,16380
2831518,19616,19633,42829,97,0,0,24.825,19589,16380
2831518,19689,19693,41509,98,0,0,25.078,19621,16380
2831518,19710,19728,45063,99,0,0,25.307,19650,16380
2831518,19748,19751,41504,100,0,0,25.617,19690,16380
2831518,19757,19760,41506,101,0,0,25.739,19705,16380
2831518,19799,19803,43296,102,0,0,25.917,19728,16380
2833187,16443,16453,46526,1,0,0,0.223,16408,16380
2833187,16461,16473,46527,2,0,0,0.336,16422,16380
2833187,16495,16500,41049,3,0,0,0.587,16453,16380
2833187,16541,16567,41050,4,0,0,0.904,16492,16380
2833187,16601,16617,42958,5,0,0,1.301,16542,16380
2833187,16667,16670,42960,6,0,0,1.684,16589,16380
2833187,16683,16686,43982,7,0,0,1.887,16614,16380
2833187,16704,16720,42962,8,0,0,2.141,16646,16380
2833187,16735,16744,42965,9,0,0,2.31,16667,16380
2833187,16772,16775,42967,10,0,0,2.691,16714,16380
2833187,16789,16817,42969,11,0,0,2.898,16740,16380
2833187,16860,16870,42971,12,0,0,3.369,16792,16380
2833187,16893,16904,42973,13,0,0,3.689,16828,16380
2833187,16937,16947,42976,14,0,0,4.138,16877,16380
2833187,16963,16974,42978,15,0,0,4.371,16903,16380
2833187,16985,16988,42980,16,0,0,4.549,16923,16380
2833187,17018,17021,42982,17,0,0,5.008,16974,16380
2833187,17074,17092,46430,18,0,0,5.49,17027,16380
2833187,17109,17111,46436,19,0,0,5.712,17052,16380
2833187,17155,17175,46434,20,0,0,6.074,17092,16380
2833187,17179,17187,46403,21,0,0,6.148,17100,16380
2833187,17202,17211,42989,22,0,0,6.301,17119,16380
2833187,17234,17244,42991,23,0,0,6.601,17156,16380
2833187,17270,17279,42993,24,0,0,6.854,17188,16380
2833187,17298,17308,42995,25,0,0,7.098,17218,16380
2833187,17372,17375,42998,26,0,0,7.333,17248,16380
2833187,17380,17390,42999,27,0,0,7.421,17259,16380
2833187,17410,17420,43002,28,0,0,7.603,17281,16380
2833187,17449,17464,43004,29,0,0,7.913,17320,16380
2833187,17487,17506,43008,30,0,0,8.225,17359,16380
2833187,17524,17527,42886,31,0,0,8.481,17391,16380
2833187,17536,17550,42888,32,0,0,8.632,17410,16380
2833187,17568,17571,42890,33,0,0,8.908,17444,16380
2833187,17583,17592,42893,34,0,0,9.093,17467,16380
2833187,17609,17619,42897,35,0,0,9.32,17495,16380
2833187,17637,17653,42898,36,0,0,9.561,17525,16380
2833187,17685,17712,42902,37,0,0,9.999,17580,16380
2833187,17736,17738,42904,38,0,0,10.322,17620,16380
2833187,17749,17752,42906,39,0,0,10.515,17645,16380
2833187,17761,17763,42909,40,0,0,10.673,17664,16380
2833187,17772,17776,42911,41,0,0,10.833,17684,16380
2833187,17795,17804,46471,42,0,0,11.146,17724,16380
2833187,17823,17825,41866,43,0,0,11.387,17754,16380
2833187,17843,17846,41863,44,0,0,11.651,17787,16380
2833187,17898,17904,41861,45,0,0,12.066,17839,16380
2833187,17918,17938,41859,46,0,0,12.267,17864,16380
2833187,17958,17960,41857,47,0,0,12.524,17896,16380
2833187,17980,17984,41855,48,0,0,12.82,17933,16380
2833187,18003,18006,41853,49,0,0,13.118,17970,16380
2833187,18030,18033,41851,50,0,0,13.462,18013,16380
2833187,18052,18099,41850,51,0,0,13.722,18046,16380
2833187,18130,18133,41847,52,0,0,14.143,18099,16380
2833187,18144,18164,41845,53,0,0,14.304,18119,16380
2833187,18186,18204,41843,54,0,0,14.584,18154,16380
2833187,18221,18237,41835,55,0,0,14.793,18180,16380
2833187,18264,18288,41838,56,0,0,15.144,18223,16380
2833187,18301,18304,41836,57,0,0,15.335,18247,16380
2833187,18313,18316,41840,58,0,0,15.489,18266,16380
2833187,18336,18338,41832,59,0,0,15.784,18302,16380
2833187,18345,18370,41830,60,0,0,15.9,18316,16380
2833187,18446,18449,41827,61,0,0,16.543,18395,16380
2833187,18468,18470,41825,62,0,0,16.787,18425,16380
2833187,18487,18490,41823,63,0,0,17.043,18457,16380
2833187,18503,18506,41821,64,0,0,17.26,18483,16380
2833187,18520,18522,41819,65,0,0,17.485,18511,16380
2833187,18539,18562,41815,66,0,0,17.72,18540,16380
2833187,18585,18588,41816,67,0,0,17.969,18567,16380
2833187,18603,18605,41812,68,0,0,18.205,18592,16380
