route_id,service_id,trip_id,shape_id,trip_short_name
12E,Sem,2901426,12E,12
12E,Sem,2902146,12E,12
12E,Sem,2902162,12E,12
12E,Sem,2902390,12E,12
12E,Sem,2902414,12E,12
12E,Sem,2902593,12E,12
12E,Sem,2902648,12E,12
12E,Sem,2902957,12E,12
12E,Sem,2902986,12E,12
12E,Sem,2903241,12E,12
12E,Sem,2903258,12E,12
12E,Sem,2903719,12E,12
12E,Sem,2903813,12E,12
12E,Sem,2904316,12E,12
12E,Sem,2904475,12E,12
12E,Sem,2904595,12E,12
12E,Sem,2904797,12E,12
12E,Sem,2904886,12E,12
12E,Sem,2904981,12E,12
12E,Sem,2905308,12E,12
12E,Sem,2905733,12E,12
12E,Sem,2905809,12E,12
12O,Sem,2901427,12O,12
12O,Sem,2902147,12O,12
12O,Sem,2902391,12O,12
12O,Sem,2902415,12O,12
12O,Sem,2902594,12O,12
12O,Sem,2902649,12O,12
12O,Sem,2902958,12O,12
12O,Sem,2902987,12O,12
12O,Sem,2903242,12O,12
12O,Sem,2903259,12O,12
12O,Sem,2903720,12O,12
12O,Sem,2903814,12O,12
12O,Sem,2904317,12O,12
12O,Sem,2904476,12O,12
12O,Sem,2904596,12O,12
12O,Sem,2904798,12O,12
12O,Sem,2904887,12O,12
12O,Sem,2904982,12O,12
12O,Sem,2905309,12O,12
12O,Sem,2905734,12O,12
12O,Sem,2905810,12O,12
144E,Sem,2901289,144E,144
144E,Sem,2901383,144E,144
144E,Sem,2901419,144E,144
144E,Sem,2901522,144E,144
144E,Sem,2901526,144E,144
144E,Sem,2901777,144E,144
144E,Sem,2901876,144E,144
144E,Sem,2901989,144E,144
144E,Sem,2901993,144E,144
144E,Sem,2902070,144E,144
144E,Sem,2902256,144E,144
144E,Sem,2902387,144E,144
144E,Sem,2902556,144E,144
144E,Sem,2902773,144E,144
144E,Sem,2902843,144E,144
144E,Sem,2903051,144E,144
144E,Sem,2903274,144E,144
144E,Sem,2903494,144E,144
144E,Sem,2903611,144E,144
144E,Sem,2903620,144E,144
144E,Sem,2903713,144E,144
144E,Sem,2903795,144E,144
144E,Sem,2903847,144E,144
144E,Sem,2904007,144E,144
144E,Sem,2904013,144E,144
144E,Sem,2904251,144E,144
144E,Sem,2904260,144E,144
144E,Sem,2904407,144E,144
144E,Sem,2904677,144E,144
144E,Sem,2904681,144E,144
144E,Sem,2905225,144E,144
144E,Sem,2905340,144E,144
144E,Sem,2905516,144E,144
144E,Sem,2905728,144E,144
144E,Sem,2905786,144E,144
144E,Sem,2905790,144E,144
144E,Sem,2905816,144E,144
144E,Sem,2905820,144E,144
144E,Sem,2905833,144E,144
144O,Sem,2901277,144O,144
144O,Sem,2901525,144O,144
144O,Sem,2901780,144O,144
144O,Sem,2901793,144O,144
144O,Sem,2901822,144O,144
144O,Sem,2901897,144O,144
144O,Sem,2901992,144O,144
144O,Sem,2901996,144O,144
144O,Sem,2902008,144O,144
144O,Sem,2902386,144O,144
144O,Sem,2902555,144O,144
144O,Sem,2902656,144O,144
144O,Sem,2902750,144O,144
144O,Sem,2902772,144O,144
144O,Sem,2902846,144O,144
144O,Sem,2903500,144O,144
144O,Sem,2903549,144O,144
144O,Sem,2903633,144O,144
144O,Sem,2903749,144O,144
144O,Sem,2903798,144O,144
144O,Sem,2904022,144O,144
144O,Sem,2904222,144O,144
144O,Sem,2904406,144O,144
144O,Sem,2904410,144O,144
144O,Sem,2904680,144O,144
144O,Sem,2904684,144O,144
144O,Sem,2904966,144O,144
144O,Sem,2905161,144O,144
144O,Sem,2905176,144O,144
144O,Sem,2905217,144O,144
144O,Sem,2905220,144O,144
144O,Sem,2905224,144O,144
144O,Sem,2905339,144O,144
144O,Sem,2905381,144O,144
144O,Sem,2905504,144O,144
144O,Sem,2905680,144O,144
144O,Sem,2905731,144O,144
144O,Sem,2905754,144O,144
144O,Sem,2905789,144O,144
144O,Sem,2905819,144O,144
144O,Sem,2905851,144O,144
151N,Sem,2901200,151N,151
151N,Sem,2901386,151N,151
151N,Sem,2901453,151N,151
151N,Sem,2901529,151N,151
151N,Sem,2901591,151N,151
151N,Sem,2901672,151N,151
151N,Sem,2901879,151N,151
151N,Sem,2902080,151N,151
151N,Sem,2902086,151N,151
151N,Sem,2902090,151N,151
151N,Sem,2902149,151N,151
151N,Sem,2902153,151N,151
151N,Sem,2902209,151N,151
151N,Sem,2902239,151N,151
151N,Sem,2902339,151N,151
151N,Sem,2902352,151N,151
151N,Sem,2902395,151N,151
151N,Sem,2902410,151N,151
151N,Sem,2902549,151N,151
151N,Sem,2902652,151N,151
151N,Sem,2902659,151N,151
151N,Sem,2902736,151N,151
151N,Sem,2902870,151N,151
151N,Sem,2902979,151N,151
151N,Sem,2903035,151N,151
151N,Sem,2903054,151N,151
151N,Sem,2903090,151N,151
151N,Sem,2903545,151N,151
151N,Sem,2903608,151N,151
151N,Sem,2903623,151N,151
151N,Sem,2903653,151N,151
151N,Sem,2904010,151N,151
151N,Sem,2904263,151N,151
151N,Sem,2904427,151N,151
151N,Sem,2904435,151N,151
151N,Sem,2904446,151N,151
151N,Sem,2904636,151N,151
151N,Sem,2904648,151N,151
151N,Sem,2904652,151N,151
151N,Sem,2904893,151N,151
151N,Sem,2905042,151N,151
151N,Sem,2905091,151N,151
151N,Sem,2905120,151N,151
151N,Sem,2905124,151N,151
151N,Sem,2905147,151N,151
151N,Sem,2905213,151N,151
151N,Sem,2905318,151N,151
