trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
2886520,49301,49326,41241,1,0,0
2886765,40604,40630,41241,1,0,0
2887125,27790,27814,41241,1,0,0
2887434,81200,81224,41241,1,0,0
2887449,36981,37009,41241,1,0,0
2887700,54485,54506,41241,1,0,0
2887916,59389,59419,41241,1,0,0
2887933,33503,33503,41241,1,0,0
2888243,70425,70449,41241,1,0,0
2888263,30409,30409,41241,1,0,0
2888742,64089,64115,41241,1,0,0
2889033,52053,52053,41241,1,0,0
2889186,25252,25276,41241,1,0,0
2889368,61703,61703,41241,1,0,0
2889562,73937,73959,41241,1,0,0
2889668,56530,56530,41241,1,0,0
2889695,66728,66728,41241,1,0,0
2889767,46667,46692,41241,1,0,0
2889909,43584,43607,41241,1,0,0
2890148,22934,22958,41241,1,0,0
2890507,77560,77582,41241,1,0,0
2890558,84734,84734,41241,1,0,0
2886521,49513,49518,45050,4,0,0
2886521,49526,49529,41537,5,0,0
2886521,49542,49559,41539,6,0,0
2886521,49570,49592,46418,7,0,0
2886766,40811,40811,45051,3,0,0
2886766,40830,40835,45050,4,0,0
2886766,40847,40850,41537,5,0,0
2886766,40863,40871,41539,6,0,0
2886766,40881,40904,46418,7,0,0
2887126,27965,27983,45053,1,0,0
2887126,27993,28015,45052,2,0,0
2887126,28023,28027,45051,3,0,0
2887126,28034,28051,45050,4,0,0
2887126,28067,28070,41537,5,0,0
2887126,28084,28094,41539,6,0,0
2887126,28107,28110,46418,7,0,0
2887435,81368,81404,45053,1,0,0
2887435,81411,81417,45052,2,0,0
2887435,81424,81427,45051,3,0,0
2887435,81432,81434,45050,4,0,0
2887435,81444,81447,41537,5,0,0
2887435,81457,81463,41539,6,0,0
2887435,81473,81491,46418,7,0,0
2887450,37212,37212,45053,1,0,0
2887450,37218,37226,45052,2,0,0
2887450,37234,37238,45051,3,0,0
2887450,37245,37248,45050,4,0,0
2887450,37263,37267,41537,5,0,0
2887450,37281,37291,41539,6,0,0
2887450,37303,37326,46418,7,0,0
2887701,54626,54648,45053,1,0,0
2887701,54658,54680,45052,2,0,0
2887701,54688,54690,45051,3,0,0
2887701,54698,54714,45050,4,0,0
2887701,54727,54731,41537,5,0,0
2887701,54743,54750,41539,6,0,0
2887701,54761,54785,46418,7,0,0
2887917,59578,59598,45053,1,0,0
2887917,59607,59624,45052,2,0,0
2887917,59632,59635,45051,3,0,0
2887917,59642,59658,45050,4,0,0
2887917,59671,59674,41537,5,0,0
2887917,59686,59694,41539,6,0,0
2887917,59706,59706,46418,7,0,0
2887934,33658,33677,45053,1,0,0
2887934,33687,33695,45052,2,0,0
2887934,33703,33706,45051,3,0,0
2887934,33711,33713,45050,4,0,0
2887934,33724,33727,41537,5,0,0
2887934,33738,33747,41539,6,0,0
2887934,33757,33778,46418,7,0,0
2888244,70575,70598,45053,1,0,0
2888244,70608,70617,45052,2,0,0
2888244,70624,70627,45051,3,0,0
2888244,70633,70636,45050,4,0,0
2888244,70648,70652,41537,5,0,0
2888244,70668,70677,41539,6,0,0
2888244,70690,70711,46418,7,0,0
2888264,30602,30612,45053,1,0,0
2888264,30620,30639,45052,2,0,0
2888264,30647,30662,45051,3,0,0
2888264,30669,30688,45050,4,0,0
2888264,30703,30705,41537,5,0,0
2888264,30718,30737,41539,6,0,0
2888264,30749,30753,46418,7,0,0
2888743,64247,64251,45053,1,0,0
2888743,64258,64265,45052,2,0,0
2888743,64273,64275,45051,3,0,0
2888743,64280,64283,45050,4,0,0
2888743,64295,64298,41537,5,0,0
2888743,64309,64316,41539,6,0,0
2888743,64327,64327,46418,7,0,0
2889034,52242,52261,45053,1,0,0
2889034,52271,52294,45052,2,0,0
2889034,52302,52306,45051,3,0,0
2889034,52314,52317,45050,4,0,0
2889034,52333,52354,41537,5,0,0
2889034,52370,52379,41539,6,0,0
2889034,52392,52415,46418,7,0,0
2889187,25457,25488,45053,1,0,0
2889187,25498,25514,45052,2,0,0
2889187,25522,25525,45051,3,0,0
2889187,25531,25534,45050,4,0,0
2889187,25547,25550,41537,5,0,0
2889187,25564,25574,41539,6,0,0
2889187,25587,25609,46418,7,0,0
2889369,61938,61948,45053,1,0,0
2889369,61951,61961,45052,2,0,0
2889369,61970,61986,45051,3,0,0
2889369,61993,61997,45050,4,0,0
2889369,62011,62014,41537,5,0,0
2889369,62029,62039,41539,6,0,0
2889369,62052,62052,46418,7,0,0
2889563,74110,74110,45053,1,0,0
2889563,74112,74122,45052,2,0,0
2889563,74129,74132,45051,3,0,0
2889563,74137,74140,45050,4,0,0
2889563,74151,74154,41537,5,0,0
2889563,74165,74177,41539,6,0,0
2889563,74188,74208,46418,7,0,0
2889669,56743,56747,45053,1,0,0
2889669,56754,56779,45052,2,0,0
2889669,56787,56790,45051,3,0,0
2889669,56795,56797,45050,4,0,0
2889669,56807,56810,41537,5,0,0
2889669,56822,56832,41539,6,0,0
2889669,56843,56843,46418,7,0,0
2889696,66949,66955,45053,1,0,0
2889696,66965,66974,45052,2,0,0
2889696,66981,66985,45051,3,0,0
2889696,66992,66995,45050,4,0,0
2889696,67009,67013,41537,5,0,0
2889696,67027,67037,41539,6,0,0
2889696,67051,67056,46418,7,0,0
2889768,46833,46868,45053,1,0,0
2889768,46879,46899,45052,2,0,0
2889768,46906,46909,45051,3,0,0
2889768,46915,46917,45050,4,0,0
2889768,46931,46952,41537,5,0,0
2889768,46968,46977,41539,6,0,0
2889768,46989,47012,46418,7,0,0
2889910,43801,43801,45051,3,0,0
2889910,43820,43823,45050,4,0,0
2889910,43836,43839,41537,5,0,0
2889910,43853,43861,41539,6,0,0
2889910,43873,43896,46418,7,0,0
2890149,23118,23118,45051,3,0,0
2890149,23137,23153,45050,4,0,0
2890149,23166,23170,41537,5,0,0
2890149,23182,23190,41539,6,0,0
2890149,23202,23202,46418,7,0,0
2890508,77716,77721,45053,1,0,0
2890508,77730,77739,45052,2,0,0
2890508,77746,77750,45051,3,0,0
2890508,77757,77760,45050,4,0,0
2890508,77775,77778,41537,5,0,0
2890508,77793,77802,41539,6,0,0
2890508,77814,77837,46418,7,0,0
2890559,84914,84914,45051,3,0,0
2890559,84929,84932,45050,4,0,0
2890559,84946,84949,41537,5,0,0
2890559,84962,84971,41539,6,0,0
2890559,84981,85005,46418,7,0,0
2886717,58336,58346,41216,1,0,0
2886717,58426,58453,41694,2,0,0
2886717,58490,58500,41698,3,0,0
2886717,58523,58534,41700,4,0,0
2886717,58551,58559,41702,5,0,0
2886717,58580,58612,41704,6,0,0
2886717,58623,58626,46272,7,0,0
2886717,58647,58656,46273,8,0,0
2886717,58677,58680,41165,9,0,0
2886717,58692,58695,41162,10,0,0
2886717,58707,58715,41160,11,0,0
2886717,58738,58756,41158,12,0,0
2886717,58770,58772,43264,13,0,0
2886717,58782,58784,41156,14,0,0
2886717,58795,58807,41204,15,0,0
2886717,58822,58824,41202,16,0,0
2886717,58837,58840,41192,17,0,0
2886717,58847,58858,41167,18,0,0
2886717,58872,58957,41200,19,0,0
2886717,59039,59053,43039,20,0,0
2886717,59077,59099,43041,21,0,0
2886717,59116,59136,43044,22,0,0
2886717,59148,59157,43046,23,0,0
2886717,59168,59183,43049,24,0,0
2886717,59200,59220,43052,25,0,0
2886717,59240,59276,43054,26,0,0
2886717,59299,59302,42076,27,0,0
2886717,59316,59331,42097,28,0,0
2886717,59346,59359,42119,29,0,0
2886717,59374,59389,42006,30,0,0
2886717,59401,59418,45046,31,0,0
2886717,59429,59432,42028,32,0,0
2886717,59450,59468,42050,33,0,0
2886717,59579,59662,42053,34,0,0
2886717,59763,59787,42056,35,0,0
2886717,59797,59803,42058,36,0,0
2886717,59838,59840,41419,37,0,0
2886717,59984,60004,41894,38,0,0
2886717,60262,60287,41896,39,0,0
2886753,33061,33083,41216,1,0,0
2886753,33141,33171,41694,2,0,0
2886753,33190,33205,41698,3,0,0
2886753,33232,33267,41700,4,0,0
2886753,33289,33297,41702,5,0,0
2886753,33318,33332,41704,6,0,0
2886753,33346,33361,46272,7,0,0
2886753,33384,33402,46273,8,0,0
2886753,33425,33427,41165,9,0,0
2886753,33441,33453,41162,10,0,0
2886753,33468,33484,41160,11,0,0
2886753,33510,33527,41158,12,0,0
2886753,33543,33555,43264,13,0,0
2886753,33566,33568,41156,14,0,0
2886753,33579,33586,41204,15,0,0
2886753,33603,33615,41202,16,0,0
2886753,33631,33633,41192,17,0,0
2886753,33641,33651,41167,18,0,0
2886753,33666,33685,41200,19,0,0
2886753,33773,33791,43039,20,0,0
2886753,33817,33843,43041,21,0,0
2886753,33861,33864,43044,22,0,0
2886753,33874,33883,43046,23,0,0
2886753,33895,33914,43049,24,0,0
2886753,33935,34015,43052,25,0,0
2886753,34039,34098,43054,26,0,0
