trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled,planned_arrival_time,planned_departure_time_from_origin
2807537,16942,16952,41780,1,0,0,0.12,16937,16920
2807537,16985,16995,41778,2,0,0,0.485,16989,16920
2807537,17022,17032,41776,3,0,0,0.802,17035,16920
2807537,17047,17055,41766,4,0,0,0.981,17060,16920
2807537,17066,17076,41764,5,0,0,1.121,17080,16920
2807537,17097,17106,41762,6,0,0,1.358,17114,16920
2807537,17122,17127,41760,7,0,0,1.565,17144,16920
2807537,17153,17153,41475,8,0,0,1.783,17175,16920
2807537,17179,17179,41470,9,0,0,1.963,17201,16920
2807537,17199,17240,42439,10,0,0,2.291,17247,16920
2807537,17251,17260,42437,11,0,0,2.448,17270,16920
2807537,17278,17287,42435,12,0,0,2.68,17303,16920
2807537,17307,17317,42432,13,0,0,2.939,17340,16920
2807537,17328,17338,41680,14,0,0,3.087,17359,16920
2807537,17351,17361,41679,15,0,0,3.247,17380,16920
2807537,17380,17390,41308,16,0,0,3.458,17408,16920
2807537,17402,17412,41310,17,0,0,3.604,17427,16920
2807537,17435,17444,41305,18,0,0,3.886,17463,16920
2807537,17461,17471,41307,19,0,0,4.081,17489,16920
2807537,17511,17520,41631,20,0,0,4.388,17529,16920
2807537,17551,17562,41633,21,0,0,4.748,17576,16920
2807537,17576,17595,41684,22,0,0,4.923,17598,16920
2807537,17617,17626,41686,23,0,0,5.191,17633,16920
2807537,17643,17653,41671,24,0,0,5.404,17661,16920
2807537,17680,17696,41673,25,0,0,5.736,17704,16920
2807537,17719,17728,41675,26,0,0,6.002,17739,16920
2807537,17747,17750,41677,27,0,0,6.174,17761,16920
2807537,17788,17810,46649,28,0,0,6.559,17811,16920
2807537,17825,17827,43389,29,0,0,6.814,17845,16920
2807537,17841,17869,41451,30,0,0,6.985,17867,16920
2807537,17885,17888,41449,31,0,0,7.193,17894,16920
2807537,17915,17918,41447,32,0,0,7.546,17940,16920
2807537,17949,17952,46505,33,0,0,8.019,18001,16920
2807537,18010,18014,41607,34,0,0,8.345,18044,16920
2807537,18050,18053,45026,35,0,0,8.726,18093,16920
2807537,18064,18074,46534,36,0,0,8.892,18115,16920
2807537,18091,18101,41604,37,0,0,9.103,18142,16920
2807537,18137,18137,43984,38,0,0,9.418,18183,16920
2807537,18156,18156,41295,39,0,0,9.565,18202,16920
2807537,18261,18279,41771,40,0,0,10.414,18312,16920
2807537,18293,18296,43404,41,0,0,10.603,18337,16920
2807537,18314,18321,41769,42,0,0,10.847,18369,16920
