trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
2819242,36980,37003,41241,1,0,0
2819298,40610,40636,41241,1,0,0
2819329,63994,64017,41241,1,0,0
2819462,27866,27888,41241,1,0,0
2820170,54386,54411,41241,1,0,0
2820205,49301,49322,41241,1,0,0
2821246,52052,52086,41241,1,0,0
2821345,25283,25305,41241,1,0,0
2821681,43576,43598,41241,1,0,0
2821808,59277,59309,41241,1,0,0
2821901,46688,46711,41241,1,0,0
2821967,30521,30521,41241,1,0,0
2822312,22928,22951,41241,1,0,0
2822533,81087,81112,41241,1,0,0
2822582,77568,77595,41241,1,0,0
2822674,33386,33409,41241,1,0,0
2822841,84799,84799,41241,1,0,0
2823201,66719,66719,41241,1,0,0
2823253,56526,56526,41241,1,0,0
2823478,73936,73936,41241,1,0,0
2823738,61801,61801,41241,1,0,0
2819243,37217,37222,45050,4,0,0
2819243,37229,37232,41537,5,0,0
2819243,37245,37253,41539,6,0,0
2819243,37263,37284,46418,7,0,0
2819299,40815,40837,45051,3,0,0
2819299,40845,40848,45050,4,0,0
2819299,40862,40865,41537,5,0,0
2819299,40880,40890,41539,6,0,0
2819299,40901,40924,46418,7,0,0
2819330,64210,64219,41539,6,0,0
2819330,64230,64230,46418,7,0,0
2819463,28009,28033,45053,1,0,0
2819463,28042,28057,45052,2,0,0
2819463,28065,28067,45051,3,0,0
2819463,28073,28075,45050,4,0,0
2819463,28087,28090,41537,5,0,0
2819463,28102,28117,41539,6,0,0
2819463,28127,28149,46418,7,0,0
2820171,54601,54601,45051,3,0,0
2820171,54620,54636,45050,4,0,0
2820171,54650,54653,41537,5,0,0
2820171,54669,54677,41539,6,0,0
2820171,54688,54711,46418,7,0,0
2820206,49512,49512,45051,3,0,0
2820206,49531,49535,45050,4,0,0
2820206,49545,49548,41537,5,0,0
2820206,49559,49574,41539,6,0,0
2820206,49585,49606,46418,7,0,0
2821247,52216,52221,45053,1,0,0
2821247,52232,52241,45052,2,0,0
2821247,52262,52298,45051,3,0,0
2821247,52305,52308,45050,4,0,0
2821247,52324,52328,41537,5,0,0
2821247,52343,52350,41539,6,0,0
2821247,52362,52386,46418,7,0,0
2821346,25472,25475,45053,1,0,0
2821346,25483,25499,45052,2,0,0
2821346,25506,25509,45051,3,0,0
2821346,25514,25517,45050,4,0,0
2821346,25529,25533,41537,5,0,0
2821346,25546,25556,41539,6,0,0
2821346,25567,25588,46418,7,0,0
2821682,43817,43820,45053,1,0,0
2821682,43827,43844,45052,2,0,0
2821682,43852,43855,45051,3,0,0
2821682,43860,43863,45050,4,0,0
2821682,43874,43877,41537,5,0,0
2821682,43917,43933,41539,6,0,0
2821682,43943,43946,46418,7,0,0
2821809,59473,59473,45051,3,0,0
2821809,59492,59496,45050,4,0,0
2821809,59507,59511,41537,5,0,0
2821809,59524,59536,41539,6,0,0
2821809,59548,59548,46418,7,0,0
2821902,46838,46862,45053,1,0,0
2821902,46872,46906,45052,2,0,0
2821902,46914,46917,45051,3,0,0
2821902,46924,46942,45050,4,0,0
2821902,46957,46961,41537,5,0,0
2821902,46975,46984,41539,6,0,0
2821902,46996,47020,46418,7,0,0
2821968,30678,30693,45053,1,0,0
2821968,30703,30717,45052,2,0,0
2821968,30724,30727,45051,3,0,0
2821968,30734,30737,45050,4,0,0
2821968,30749,30753,41537,5,0,0
2821968,30767,30782,41539,6,0,0
2821968,30795,30795,46418,7,0,0
2822313,23101,23101,45052,2,0,0
2822313,23120,23120,45051,3,0,0
2822313,23139,23143,45050,4,0,0
2822313,23153,23156,41537,5,0,0
2822313,23171,23187,41539,6,0,0
2822313,23199,23202,46418,7,0,0
2822534,81309,81309,45053,1,0,0
2822534,81316,81335,45052,2,0,0
2822534,81343,81346,45051,3,0,0
2822534,81351,81354,45050,4,0,0
2822534,81368,81372,41537,5,0,0
2822534,81389,81398,41539,6,0,0
2822534,81411,81436,46418,7,0,0
2822583,77737,77757,45053,1,0,0
2822583,77766,77776,45052,2,0,0
2822583,77783,77786,45051,3,0,0
2822583,77791,77794,45050,4,0,0
2822583,77804,77807,41537,5,0,0
2822583,77820,77832,41539,6,0,0
2822583,77845,77845,46418,7,0,0
2822675,33617,33637,45052,2,0,0
2822675,33646,33651,45051,3,0,0
2822675,33658,33661,45050,4,0,0
2822675,33676,33696,41537,5,0,0
2822675,33713,33722,41539,6,0,0
2822675,33733,33754,46418,7,0,0
2822842,84958,84968,45053,1,0,0
2822842,84971,84978,45052,2,0,0
2822842,84985,84988,45051,3,0,0
2822842,84995,84998,45050,4,0,0
2822842,85012,85015,41537,5,0,0
2822842,85028,85035,41539,6,0,0
2822842,85046,85046,46418,7,0,0
2823202,66932,66932,45053,1,0,0
2823202,66949,66949,45052,2,0,0
2823202,66964,66964,45051,3,0,0
2823202,66979,66979,45050,4,0,0
2823202,67005,67012,41537,5,0,0
2823202,67019,67028,41539,6,0,0
2823202,67041,67041,46418,7,0,0
2823254,56728,56753,45053,1,0,0
2823254,56761,56778,45052,2,0,0
2823254,56785,56789,45051,3,0,0
2823254,56795,56798,45050,4,0,0
2823254,56812,56830,41537,5,0,0
2823254,56845,56855,41539,6,0,0
2823254,56866,56866,46418,7,0,0
2823479,74121,74126,45053,1,0,0
2823479,74134,74143,45052,2,0,0
2823479,74152,74169,45051,3,0,0
2823479,74176,74179,45050,4,0,0
2823479,74190,74193,41537,5,0,0
2823479,74206,74215,41539,6,0,0
2823479,74226,74249,46418,7,0,0
2823739,62060,62086,45053,1,0,0
2823739,62096,62107,45052,2,0,0
2823739,62116,62119,45051,3,0,0
2823739,62126,62129,45050,4,0,0
2823739,62144,62147,41537,5,0,0
2823739,62163,62175,41539,6,0,0
2823739,62188,62213,46418,7,0,0
2819186,23570,23592,41216,1,0,0
2819186,23649,23667,41694,2,0,0
2819186,23689,23710,41698,3,0,0
2819186,23732,23732,41700,4,0,0
2819186,23773,23780,41702,5,0,0
2819186,23799,23808,41704,6,0,0
2819186,23821,23835,46272,7,0,0
2819186,23856,23863,46273,8,0,0
2819186,23883,23886,41165,9,0,0
2819186,23899,23921,41162,10,0,0
2819186,23938,23953,41160,11,0,0
2819186,23979,23992,41158,12,0,0
2819186,24008,24026,43264,13,0,0
2819186,24037,24039,41156,14,0,0
2819186,24050,24065,41204,15,0,0
2819186,24082,24084,41202,16,0,0
2819186,24097,24114,41192,17,0,0
2819186,24122,24147,41167,18,0,0
2819186,24161,24184,41200,19,0,0
2819186,24244,24305,43039,20,0,0
2819186,24329,24385,43041,21,0,0
