trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
2799778,40646,40646,41241,1,0,0
2799920,27764,27785,41241,1,0,0
2800478,81187,81207,41241,1,0,0
2800492,36978,37004,41241,1,0,0
2800716,54375,54398,41241,1,0,0
2800747,49403,49424,41241,1,0,0
2800997,33384,33407,41241,1,0,0
2801348,30415,30443,41241,1,0,0
2801983,52043,52043,41241,1,0,0
2802129,25252,25276,41241,1,0,0
2802321,61696,61696,41241,1,0,0
2802541,59323,59323,41241,1,0,0
2802623,56525,56525,41241,1,0,0
2802652,66726,66726,41241,1,0,0
2802711,46655,46684,41241,1,0,0
2802853,43591,43612,41241,1,0,0
2803157,22936,22960,41241,1,0,0
2803622,77575,77599,41241,1,0,0
2803675,84745,84774,41241,1,0,0
2803857,74039,74059,41241,1,0,0
2803918,70414,70435,41241,1,0,0
2804261,64205,64205,41241,1,0,0
2799779,40831,40861,45053,1,0,0
2799779,40870,40898,45052,2,0,0
2799779,40905,40908,45051,3,0,0
2799779,40914,40917,45050,4,0,0
2799779,40931,40952,41537,5,0,0
2799779,40969,40977,41539,6,0,0
2799779,40989,40989,46418,7,0,0
2799921,27913,27936,45053,1,0,0
2799921,27944,27969,45052,2,0,0
2799921,27977,27993,45051,3,0,0
2799921,28000,28003,45050,4,0,0
2799921,28015,28019,41537,5,0,0
2799921,28031,28039,41539,6,0,0
2799921,28051,28073,46418,7,0,0
2800479,81311,81313,45053,1,0,0
2800479,81320,81326,45052,2,0,0
2800479,81334,81337,45051,3,0,0
2800479,81341,81344,45050,4,0,0
2800479,81354,81357,41537,5,0,0
2800479,81366,81379,41539,6,0,0
2800479,81390,81407,46418,7,0,0
2800493,37217,37220,45050,4,0,0
2800493,37234,37259,41537,5,0,0
2800493,37275,37285,41539,6,0,0
2800493,37296,37320,46418,7,0,0
2800717,54615,54634,41537,5,0,0
2800717,54650,54658,41539,6,0,0
2800717,54668,54691,46418,7,0,0
2800748,49543,49553,45053,1,0,0
2800748,49557,49584,45052,2,0,0
2800748,49593,49597,45051,3,0,0
2800748,49604,49607,45050,4,0,0
2800748,49630,49633,41537,5,0,0
2800748,49646,49660,41539,6,0,0
2800748,49671,49692,46418,7,0,0
2800998,33612,33620,41539,6,0,0
2800998,33631,33634,46418,7,0,0
2801349,30609,30609,45052,2,0,0
2801349,30628,30628,45051,3,0,0
2801349,30647,30651,45050,4,0,0
2801349,30661,30678,41537,5,0,0
2801349,30693,30711,41539,6,0,0
2801349,30722,30745,46418,7,0,0
2801984,52231,52251,45053,1,0,0
2801984,52263,52300,45052,2,0,0
2801984,52308,52312,45051,3,0,0
2801984,52319,52323,45050,4,0,0
2801984,52340,52356,41537,5,0,0
2801984,52374,52385,41539,6,0,0
2801984,52397,52422,46418,7,0,0
2802130,25459,25462,45053,1,0,0
2802130,25470,25490,45052,2,0,0
2802130,25497,25501,45051,3,0,0
2802130,25506,25509,45050,4,0,0
2802130,25523,25527,41537,5,0,0
2802130,25542,25551,41539,6,0,0
2802130,25562,25562,46418,7,0,0
2802322,61928,61945,45053,1,0,0
2802322,61954,61976,45052,2,0,0
2802322,61985,62000,45051,3,0,0
2802322,62006,62010,45050,4,0,0
2802322,62023,62027,41537,5,0,0
2802322,62041,62053,41539,6,0,0
2802322,62065,62065,46418,7,0,0
2802542,59533,59552,45053,1,0,0
2802542,59561,59577,45052,2,0,0
2802542,59584,59587,45051,3,0,0
2802542,59592,59594,45050,4,0,0
2802542,59604,59607,41537,5,0,0
2802542,59620,59630,41539,6,0,0
2802542,59643,59643,46418,7,0,0
2802624,56730,56762,45053,1,0,0
2802624,56772,56789,45052,2,0,0
2802624,56797,56799,45051,3,0,0
2802624,56805,56807,45050,4,0,0
2802624,56819,56822,41537,5,0,0
2802624,56836,56845,41539,6,0,0
2802624,56855,56855,46418,7,0,0
2802653,66966,66972,45053,1,0,0
2802653,66983,67002,45052,2,0,0
2802653,67011,67015,45051,3,0,0
2802653,67022,67025,45050,4,0,0
2802653,67040,67045,41537,5,0,0
2802653,67059,67069,41539,6,0,0
2802653,67082,67107,46418,7,0,0
2802712,46824,46852,45053,1,0,0
2802712,46862,46889,45052,2,0,0
2802712,46898,46900,45051,3,0,0
2802712,46907,46910,45050,4,0,0
2802712,46924,46949,41537,5,0,0
2802712,46964,46974,41539,6,0,0
2802712,46986,47008,46418,7,0,0
2802854,43824,43824,45053,1,0,0
2802854,43845,43845,45052,2,0,0
2802854,43864,43878,45051,3,0,0
2802854,43885,43888,45050,4,0,0
2802854,43901,43923,41537,5,0,0
2802854,43940,43963,41539,6,0,0
2802854,43974,43977,46418,7,0,0
2803158,23111,23111,45053,1,0,0
2803158,23119,23135,45052,2,0,0
2803158,23143,23145,45051,3,0,0
2803158,23154,23170,45050,4,0,0
2803158,23183,23186,41537,5,0,0
2803158,23200,23214,41539,6,0,0
2803158,23225,23245,46418,7,0,0
2803623,77737,77741,45053,1,0,0
2803623,77750,77757,45052,2,0,0
2803623,77765,77769,45051,3,0,0
2803623,77776,77779,45050,4,0,0
2803623,77795,77799,41537,5,0,0
2803623,77815,77824,41539,6,0,0
2803623,77837,77837,46418,7,0,0
2803676,84910,84910,45052,2,0,0
2803676,84925,84925,45051,3,0,0
2803676,84940,84943,45050,4,0,0
2803676,84959,84962,41537,5,0,0
2803676,84979,84988,41539,6,0,0
2803676,85000,85000,46418,7,0,0
2803858,74166,74184,45053,1,0,0
2803858,74192,74199,45052,2,0,0
2803858,74206,74209,45051,3,0,0
2803858,74213,74216,45050,4,0,0
2803858,74224,74227,41537,5,0,0
2803858,74235,74235,41539,6,0,0
2803858,74257,74257,46418,7,0,0
2803919,70576,70586,45053,1,0,0
2803919,70591,70599,45052,2,0,0
2803919,70606,70609,45051,3,0,0
2803919,70617,70620,45050,4,0,0
2803919,70634,70637,41537,5,0,0
2803919,70650,70659,41539,6,0,0
2803919,70671,70693,46418,7,0,0
2804262,64439,64443,45053,1,0,0
2804262,64449,64457,45052,2,0,0
2804262,64464,64467,45051,3,0,0
2804262,64472,64475,45050,4,0,0
2804262,64484,64487,41537,5,0,0
2804262,64497,64505,41539,6,0,0
2804262,64516,64516,46418,7,0,0
2799736,58628,58636,41216,1,0,0
2799736,58731,58758,41694,2,0,0
2799736,58778,58786,41698,3,0,0
2799736,58806,58813,41700,4,0,0
2799736,58829,58837,41702,5,0,0
2799736,58853,58862,41704,6,0,0
2799736,58873,58876,46272,7,0,0
2799736,58892,58911,46273,8,0,0
2799736,58934,58941,41165,9,0,0
2799736,58958,58963,41162,10,0,0
2799736,58975,58983,41160,11,0,0
2799736,59005,59025,41158,12,0,0
2799736,59038,59041,43264,13,0,0
2799736,59049,59052,41156,14,0,0
2799736,59060,59075,41204,15,0,0
2799736,59092,59105,41202,16,0,0
2799736,59120,59123,41192,17,0,0
2799736,59129,59143,41167,18,0,0
2799736,59158,59181,41200,19,0,0
2799736,59267,59310,43039,20,0,0
2799736,59342,59359,43041,21,0,0
2799736,59376,59379,43044,22,0,0
2799736,59390,59400,43046,23,0,0
2799736,59413,59423,43049,24,0,0
2799736,59439,59487,43052,25,0,0
2799736,59511,59536,43054,26,0,0
2799736,59557,59561,42076,27,0,0
2799736,59573,59575,42097,28,0,0
2799736,59589,59605,42119,29,0,0
2799736,59620,59634,42006,30,0,0
2799736,59645,59660,45046,31,0,0
2799736,59672,59675,42028,32,0,0
2799736,59692,59706,42050,33,0,0
2799736,59801,59872,42053,34,0,0
2799736,59946,59972,42056,35,0,0
2799736,59980,59986,42058,36,0,0
2799736,60008,60011,41419,37,0,0
2799736,60105,60111,41894,38,0,0
2799736,60299,60299,41896,39,0,0
2799830,33104,33125,41216,1,0,0
2799830,33178,33203,41694,2,0,0
2799830,33219,33227,41698,3,0,0
2799830,33249,33268,41700,4,0,0
2799830,33286,33293,41702,5,0,0
2799830,33313,33329,41704,6,0,0
2799830,33342,33355,46272,7,0,0
2799830,33376,33385,46273,8,0,0
2799830,33405,33408,41165,9,0,0
2799830,33420,33423,41162,10,0,0
2799830,33435,33450,41160,11,0,0
2799830,33474,33483,41158,12,0,0
2799830,33496,33502,43264,13,0,0
2799830,33508,33511,41156,14,0,0
2799830,33521,33535,41204,15,0,0
2799830,33552,33555,41202,16,0,0
2799830,33568,33571,41192,17,0,0
2799830,33578,33596,41167,18,0,0
2799830,33608,33655,41200,19,0,0
2799830,33683,33702,43039,20,0,0
2799830,33734,33758,43041,21,0,0
2799830,33774,33777,43044,22,0,0
2799830,33786,33795,43046,23,0,0
2799830,33808,33823,43049,24,0,0
2799830,33840,33855,43052,25,0,0
2799830,33877,33913,43054,26,0,0
2799830,33935,33967,42076,27,0,0
2799830,33982,34001,42097,28,0,0
2799830,34040,34049,42119,29,0,0
2799830,34065,34079,42006,30,0,0
2799830,34091,34112,45046,31,0,0
2799830,34132,34135,42028,32,0,0
2799830,34153,34166,42050,33,0,0
2799830,34190,34208,42053,34,0,0
2799830,34250,34278,42056,35,0,0
2799830,34286,34292,42058,36,0,0
2799830,34315,34318,41419,37,0,0
2799830,34364,34367,41894,38,0,0
2799830,34586,34606,41896,39,0,0
2799865,49265,49274,41216,1,0,0
2799865,49331,49353,41694,2,0,0
2799865,49371,49380,41698,3,0,0
2799865,49401,49416,41700,4,0,0
2799865,49433,49441,41702,5,0,0
2799865,49460,49468,41704,6,0,0
2799865,49482,49496,46272,7,0,0
2799865,49518,49534,46273,8,0,0
2799865,49555,49558,41165,9,0,0
2799865,49571,49586,41162,10,0,0
2799865,49600,49609,41160,11,0,0
2799865,49634,49643,41158,12,0,0
2799865,49656,49659,43264,13,0,0
2799865,49668,49670,41156,14,0,0
2799865,49680,49689,41204,15,0,0
2799865,49706,49709,41202,16,0,0
2799865,49722,49724,41192,17,0,0
2799865,49730,49742,41167,18,0,0
2799865,49755,49784,41200,19,0,0
2799865,49837,49864,43039,20,0,0
2799865,49888,49939,43041,21,0,0
2799865,49956,49959,43044,22,0,0
2799865,49971,49982,43046,23,0,0
2799865,49994,50004,43049,24,0,0
2799865,50022,50037,43052,25,0,0
2799865,50058,50103,43054,26,0,0
2799865,50128,50131,42076,27,0,0
2799865,50145,50160,42097,28,0,0
2799865,50178,50195,42119,29,0,0
2799865,50211,50215,42006,30,0,0
2799865,50224,50240,45046,31,0,0
2799865,50255,50259,42028,32,0,0
2799865,50276,50285,42050,33,0,0
2799865,50311,50318,42053,34,0,0
2799865,50336,50350,42056,35,0,0
2799865,50361,50366,42058,36,0,0
2799865,50392,50394,41419,37,0,0
2799865,50446,50451,41894,38,0,0
2799865,50687,50691,41896,39,0,0
2799869,54780,54789,41216,1,0,0
2799869,54848,54851,41694,2,0,0
2799869,54869,54878,41698,3,0,0
2799869,54905,54936,41700,4,0,0
2799869,54958,54968,41702,5,0,0
2799869,54988,54998,41704,6,0,0
2799869,55010,55028,46272,7,0,0
2799869,55048,55058,46273,8,0,0
2799869,55078,55080,41165,9,0,0
2799869,55093,55106,41162,10,0,0
2799869,55119,55127,41160,11,0,0
2799869,55152,55165,41158,12,0,0
2799869,55178,55181,43264,13,0,0
2799869,55191,55207,41156,14,0,0
2799869,55219,55232,41204,15,0,0
2799869,55247,55250,41202,16,0,0
2799869,55262,55265,41192,17,0,0
2799869,55272,55281,41167,18,0,0
2799869,55294,55319,41200,19,0,0
2799869,55383,55408,43039,20,0,0
2799869,55436,55463,43041,21,0,0
2799869,55481,55484,43044,22,0,0
2799869,55493,55502,43046,23,0,0
2799869,55513,55524,43049,24,0,0
2799869,55539,55594,43052,25,0,0
2799869,55616,55688,43054,26,0,0
2799869,55710,55713,42076,27,0,0
2799869,55725,55728,42097,28,0,0
2799869,55758,55781,42119,29,0,0
2799869,55796,55800,42006,30,0,0
2799869,55809,55823,45046,31,0,0
2799869,55837,55840,42028,32,0,0
2799869,55858,55874,42050,33,0,0
2799869,55920,55933,42053,34,0,0
2799869,55961,55988,42056,35,0,0
2799869,55998,56015,42058,36,0,0
2799869,56040,56043,41419,37,0,0
2799869,56156,56171,41894,38,0,0
2799869,56434,56526,41896,39,0,0
2800198,32075,32084,41216,1,0,0
2800198,32174,32180,41694,2,0,0
2800198,32207,32216,41698,3,0,0
2800198,32237,32254,41700,4,0,0
2800198,32271,32280,41702,5,0,0
2800198,32300,32314,41704,6,0,0
2800198,32327,32342,46272,7,0,0
2800198,32363,32374,46273,8,0,0
2800198,32397,32414,41165,9,0,0
2800198,32428,32448,41162,10,0,0
2800198,32463,32472,41160,11,0,0
2800198,32498,32512,41158,12,0,0
2800198,32526,32529,43264,13,0,0
2800198,32538,32541,41156,14,0,0
2800198,32552,32561,41204,15,0,0
2800198,32579,32581,41202,16,0,0
2800198,32594,32597,41192,17,0,0
2800198,32603,32626,41167,18,0,0
2800198,32639,32653,41200,19,0,0
2800198,32719,32764,43039,20,0,0
2800198,32788,32833,43041,21,0,0
2800198,32852,32866,43044,22,0,0
2800198,32883,32892,43046,23,0,0
2800198,32909,32932,43049,24,0,0
2800198,32949,33009,43052,25,0,0
2800198,33032,33051,43054,26,0,0
2800198,33073,33087,42076,27,0,0
2800198,33102,33116,42097,28,0,0
2800198,33174,33187,42119,29,0,0
2800198,33212,33217,42006,30,0,0
2800198,33230,33260,45046,31,0,0
2800198,33271,33273,42028,32,0,0
2800198,33292,33302,42050,33,0,0
2800198,33348,33379,42053,34,0,0
2800198,33400,33415,42056,35,0,0
2800198,33436,33455,42058,36,0,0
2800198,33483,33499,41419,37,0,0
2800198,33562,33566,41894,38,0,0
2800198,33773,33835,41896,39,0,0
2800347,52883,52892,41216,1,0,0
2800347,52955,52973,41694,2,0,0
2800347,52993,53013,41698,3,0,0
2800347,53036,53054,41700,4,0,0
2800347,53079,53092,41702,5,0,0
2800347,53115,53132,41704,6,0,0
2800347,53144,53148,46272,7,0,0
2800347,53171,53181,46273,8,0,0
2800347,53206,53209,41165,9,0,0
2800347,53225,53227,41162,10,0,0
2800347,53244,53253,41160,11,0,0
2800347,53283,53302,41158,12,0,0
2800347,53316,53319,43264,13,0,0
2800347,53329,53331,41156,14,0,0
2800347,53342,53350,41204,15,0,0
2800347,53368,53371,41202,16,0,0
2800347,53386,53408,41192,17,0,0
2800347,53419,53431,41167,18,0,0
2800347,53446,53469,41200,19,0,0
2800347,53531,53558,43039,20,0,0
2800347,53581,53615,43041,21,0,0
2800347,53632,53635,43044,22,0,0
2800347,53645,53657,43046,23,0,0
2800347,53668,53682,43049,24,0,0
2800347,53701,53732,43052,25,0,0
2800347,53754,53796,43054,26,0,0
2800347,53836,53839,42076,27,0,0
2800347,53854,53858,42097,28,0,0
2800347,53876,53894,42119,29,0,0
2800347,53908,53911,42006,30,0,0
2800347,53924,53945,45046,31,0,0
2800347,53961,53986,42028,32,0,0
2800347,54005,54016,42050,33,0,0
2800347,54057,54093,42053,34,0,0
2800347,54113,54116,42056,35,0,0
2800347,54129,54152,42058,36,0,0
2800347,54181,54184,41419,37,0,0
2800347,54247,54272,41894,38,0,0
2800347,54511,54514,41896,39,0,0
2800419,23183,23207,41694,2,0,0
2800419,23224,23232,41698,3,0,0
2800419,23254,23277,41700,4,0,0
2800419,23295,23308,41702,5,0,0
2800419,23328,23342,41704,6,0,0
2800419,23354,23367,46272,7,0,0
2800419,23389,23408,46273,8,0,0
2800419,23430,23444,41165,9,0,0
2800419,23459,23473,41162,10,0,0
2800419,23488,23513,41160,11,0,0
2800419,23537,23555,41158,12,0,0
2800419,23571,23584,43264,13,0,0
2800419,23595,23598,41156,14,0,0
2800419,23608,23616,41204,15,0,0
2800419,23633,23647,41202,16,0,0
2800419,23662,23665,41192,17,0,0
2800419,23673,23688,41167,18,0,0
2800419,23705,23710,41200,19,0,0
2800419,23772,23776,43039,20,0,0
2800419,23797,23830,43041,21,0,0
2800419,23848,23851,43044,22,0,0
2800419,23862,23871,43046,23,0,0
2800419,23886,23905,43049,24,0,0
2800419,23923,23937,43052,25,0,0
2800419,23957,23975,43054,26,0,0
2800419,23996,23999,42076,27,0,0
2800419,24012,24026,42097,28,0,0
2800419,24041,24050,42119,29,0,0
2800419,24066,24080,42006,30,0,0
2800419,24091,24117,45046,31,0,0
2800419,24128,24131,42028,32,0,0
2800419,24152,24163,42050,33,0,0
2800419,24190,24204,42053,34,0,0
2800419,24221,24224,42056,35,0,0
2800419,24233,24280,42058,36,0,0
2800419,24309,24312,41419,37,0,0
2800419,24536,24556,41894,38,0,0
2800419,24802,24839,41896,39,0,0
2800611,30437,30447,41216,1,0,0
2800611,30506,30512,41694,2,0,0
2800611,30535,30549,41698,3,0,0
2800611,30572,30597,41700,4,0,0
2800611,30616,30625,41702,5,0,0
2800611,30646,30655,41704,6,0,0
2800611,30666,30669,46272,7,0,0
2800611,30689,30697,46273,8,0,0
2800611,30718,30721,41165,9,0,0
2800611,30735,30749,41162,10,0,0
2800611,30764,30772,41160,11,0,0
2800611,30797,30805,41158,12,0,0
2800611,30818,30821,43264,13,0,0
2800611,30830,30833,41156,14,0,0
2800611,30843,30851,41204,15,0,0
2800611,30868,30871,41202,16,0,0
2800611,30884,30887,41192,17,0,0
2800611,30893,30902,41167,18,0,0
2800611,30922,30990,41200,19,0,0
2800611,31069,31073,43039,20,0,0
2800611,31095,31114,43041,21,0,0
2800611,31133,31147,43044,22,0,0
2800611,31159,31167,43046,23,0,0
2800611,31179,31195,43049,24,0,0
2800611,31217,31237,43052,25,0,0
2800611,31258,31272,43054,26,0,0
2800611,31298,31315,42076,27,0,0
2800611,31330,31333,42097,28,0,0
2800611,31351,31360,42119,29,0,0
2800611,31376,31380,42006,30,0,0
2800611,31394,31404,45046,31,0,0
2800611,31423,31426,42028,32,0,0
2800611,31446,31464,42050,33,0,0
2800611,31506,31510,42053,34,0,0
2800611,31529,31545,42056,35,0,0
2800611,31554,31560,42058,36,0,0
2800611,31582,31585,41419,37,0,0
2800611,31741,31761,41894,38,0,0
2800611,32372,32399,41896,39,0,0
2800713,38415,38423,41216,1,0,0
2800713,38497,38511,41694,2,0,0
2800713,38528,38541,41698,3,0,0
2800713,38564,38585,41700,4,0,0
2800713,38604,38611,41702,5,0,0
2800713,38633,38645,41704,6,0,0
2800713,38658,38660,46272,7,0,0
2800713,38685,38700,46273,8,0,0
2800713,38723,38725,41165,9,0,0
2800713,38741,38744,41162,10,0,0
2800713,38760,38778,41160,11,0,0
2800713,38804,38817,41158,12,0,0
2800713,38832,38834,43264,13,0,0
2800713,38845,38848,41156,14,0,0
2800713,38861,38868,41204,15,0,0
2800713,38885,38888,41202,16,0,0
2800713,38903,38906,41192,17,0,0
