stop_id,arrival_time,departure_time,min_departure_time,cumulative_distance,planned_arrival_time,planned_departure_time_from_origin,nb_to_board,nb_to_alight,skip_stop,speedup,boarded_passengers_ids,passengers_to_board_ids,boarding_passenger_ids,alighting_passenger_ids,alighting_passengers_ids
41865,60905,60939,,0.787,60851,60660,0,0,0,0,[],[],[],[],[]
41887,60954,60958,,0.969,60895,60660,0,0,0,0,[],[],[],[],[]
41796,60994,61013,,1.332,60983,60660,0,0,0,0,[],[],[],[],[]
41798,61029,61045,,1.513,61026,60660,1,3,0,0,[],['787EDC100176F844809EBA98A0598A3B8589C9DE_11130'],[],"['065FDD3DF95224C8F024819F9F94B9D9B84C4DAC_512', '1774362899_2438', 'BCF6A6FC2FD94D35DFA6E92A68ED9271EE94FF26_17487']",[]
41800,61115,61136,,1.734,61080,60660,0,0,0,0,[],[],[],[],[]
41341,61148,61164,,1.861,61102,60660,0,0,0,0,[],[],[],[],[]
41344,61179,61198,,2.059,61136,60660,0,0,0,0,[],[],[],[],[]
41346,61216,61236,,2.308,61178,60660,0,0,0,0,[],[],[],[],[]
41348,61251,61270,,2.502,61212,60660,0,1,0,0,[],[],[],['9EFB76DF91D5303C31513EA062EF8D9D32576D8E_14819'],[]
41350,61281,61300,,2.659,61239,60660,0,0,0,0,[],[],[],[],[]
41353,61320,61337,,2.865,61274,60660,0,0,0,0,[],[],[],[],[]
42521,61471,61488,,3.096,61314,60660,0,0,0,0,[],[],[],[],[]
42519,61505,61512,,3.297,61348,60660,0,0,0,0,[],[],[],[],[]
42517,61529,61550,,3.476,61379,60660,0,0,0,0,[],[],[],[],[]
42528,61563,61571,,3.649,61408,60660,0,0,0,0,[],[],[],[],[]
42526,61579,61599,,3.757,61427,60660,0,0,0,0,[],[],[],[],[]
42524,61619,61635,,4.022,61472,60660,0,0,0,0,[],[],[],[],[]
42522,61665,61685,,4.407,61539,60660,0,2,0,0,[],[],[],"['245B6A11ED5F4AD3175F4E75791F03BB9EB773D8_3591', '3190C2BD3B56CC8AAC2252B1F6981C703E78879D_4830']",[]
46262,61720,61761,,4.882,61620,60660,0,0,0,0,[],[],[],[],[]
45031,61787,61807,,5.245,61657,60660,0,0,0,0,[],[],[],[],[]
42705,62117,62141,,8.856,62025,60660,0,1,0,0,[],[],[],['787EDC100176F844809EBA98A0598A3B8589C9DE_11130'],[]
42719,62153,62153,,9.0,62040,60660,0,0,0,0,[],[],[],[],[]
42721,62191,62200,,9.209,62070,60660,0,0,0,0,[],[],[],[],[]
41754,62229,62257,,9.507,62112,60660,0,0,0,0,[],[],[],[],[]
41756,62269,62288,,9.668,62135,60660,0,0,0,0,[],[],[],[],[]
41758,62305,62336,,9.888,62166,60660,1,0,0,0,[],['CCC5EA1DE84B39508C2CBA5ED06B86D7FB617BC2_18874'],[],[],[]
42422,62354,62363,,10.122,62200,60660,0,0,0,0,[],[],[],[],[]
42424,62377,62392,,10.308,62226,60660,0,0,0,0,[],[],[],[],[]
42426,62408,62428,,10.495,62253,60660,0,0,0,0,[],[],[],[],[]
42473,62455,62475,,10.754,62289,60660,0,0,0,0,[],[],[],[],[]
42475,62493,62509,,11.007,62325,60660,0,0,0,0,[],[],[],[],[]
42477,62528,62536,,11.249,62360,60660,0,0,0,0,[],[],[],[],[]
42479,62548,62565,,11.414,62383,60660,0,0,0,0,[],[],[],[],[]
42467,62579,62594,,11.595,62409,60660,0,0,0,0,[],[],[],[],[]
42469,62605,62622,,11.744,62430,60660,0,0,0,0,[],[],[],[],[]
42471,62639,62649,,11.985,62465,60660,0,0,0,0,[],[],[],[],[]
42785,62658,62672,,12.116,62483,60660,0,0,0,0,[],[],[],[],[]
42787,62695,62718,,12.375,62520,60660,0,1,0,0,[],[],[],['CCC5EA1DE84B39508C2CBA5ED06B86D7FB617BC2_18874'],[]
42789,62748,62752,,12.801,62594,60660,0,0,0,0,[],[],[],[],[]
42767,62772,62786,,13.077,62641,60660,0,0,0,0,[],[],[],[],[]
42769,62799,62812,,13.259,62673,60660,0,0,0,0,[],[],[],[],[]
42771,62834,62842,,13.547,62723,60660,0,0,0,0,[],[],[],[],[]
42773,62859,62927,,13.764,62760,60660,0,0,0,0,[],[],[],[],[]
42775,62940,62958,,13.937,62786,60660,0,0,0,0,[],[],[],[],[]
42777,62977,62999,,14.195,62825,60660,0,0,0,0,[],[],[],[],[]
42779,63012,63020,,14.392,62854,60660,0,0,0,0,[],[],[],[],[]
43162,63035,63037,,14.606,62886,60660,0,0,0,0,[],[],[],[],[]
42782,63072,63074,,14.978,62942,60660,0,0,0,0,[],[],[],[],[]
42784,63086,63094,,15.167,62970,60660,0,0,0,0,[],[],[],[],[]
42251,63127,63130,,15.532,63025,60660,0,0,0,0,[],[],[],[],[]
42254,63143,63146,,15.726,63054,60660,0,0,0,0,[],[],[],[],[]
42256,63160,63173,,15.913,63082,60660,0,0,0,0,[],[],[],[],[]
42258,63194,63196,,16.196,63124,60660,0,0,0,0,[],[],[],[],[]
42247,63210,63212,,16.401,63155,60660,0,0,0,0,[],[],[],[],[]
42248,63223,63226,,16.575,63181,60660,0,0,0,0,[],[],[],[],[]
42249,63240,63260,,16.792,63214,60660,0,0,0,0,[],[],[],[],[]
41961,63372,63393,,16.95,63237,60660,0,0,0,0,[],[],[],[],[]
