stop_id,arrival_time,departure_time,min_departure_time,cumulative_distance,planned_arrival_time,planned_departure_time_from_origin,nb_to_board,nb_to_alight,skip_stop,speedup,boarded_passengers_ids,passengers_to_board_ids,boarding_passenger_ids,alighting_passenger_ids,alighting_passengers_ids
42250,60451,60456,,10.057,60499,58440,0,0,0,0,[],[],[],[],[]
42253,60503,60612,,10.277,60541,58440,1,0,0,0,[],['8DF0A82F3C8469D26641A380DF2A7C8544B8F055_13246'],[],[],[]
42255,60634,60657,,10.576,60598,58440,5,0,0,0,[],"['07988AE2E5BF7530F933F84CE0213A1F4324F5FC_620', 'BBFE049D352EEA6D505F6B037A20EB98F3F7372B_17399', '2DBABDC700F55BA62657DDDB6BDCF5A5F206E4AC_4445', 'C1964CB53BF025DDB2273A362CD286C862DDF342_17919', 'B19391181D21DB215D86B9E731D9F3125F5AE334_16513']",[],[],[]
42257,60672,60681,,10.771,60635,58440,0,0,0,0,[],[],[],[],[]
41644,60697,60701,,10.995,60678,58440,2,0,0,0,[],"['854605248_12355', '750C382A31AF418C1F348693DEB22CF81FD60AB8_10827']",[],[],[]
42783,60736,60766,,11.281,60733,58440,2,1,0,0,[],"['EFCCE6A4FECABB05EABBA6C14F941D18BA9C5D2C_22045', '62F5FBBB38E6B47AFD9CD9A5DDD4AC0E44F8F8FA_9138']",[],['8DF0A82F3C8469D26641A380DF2A7C8544B8F055_13246'],[]
42781,60833,60840,,11.703,60814,58440,0,0,0,0,[],[],[],[],[]
42780,60874,60898,,11.856,60843,58440,0,0,0,0,[],[],[],[],[]
42778,60913,60922,,12.047,60880,58440,0,1,0,0,[],[],[],['8FE8CA758B353FAE730AA8903245A01AFA1D25E9_13417'],[]
42774,60962,61017,,12.464,60960,58440,0,6,0,0,[],[],[],"['07988AE2E5BF7530F933F84CE0213A1F4324F5FC_620', 'BBFE049D352EEA6D505F6B037A20EB98F3F7372B_17399', 'B6FC7A13FC0483F1A87AA307F8BF7D6191DA1595_16970', '2DBABDC700F55BA62657DDDB6BDCF5A5F206E4AC_4445', 'C1964CB53BF025DDB2273A362CD286C862DDF342_17919', '62F5FBBB38E6B47AFD9CD9A5DDD4AC0E44F8F8FA_9138']",[]
42772,61036,61045,,12.697,61000,58440,0,0,0,0,[],[],[],[],[]
42770,61068,61083,,12.991,61050,58440,1,0,0,0,[],['2EFF64FA39F489637106EC810BDEDAB3C92E53AD_4576'],[],[],[]
42768,61101,61121,,13.239,61092,58440,0,0,0,0,[],[],[],[],[]
42766,61136,61151,,13.43,61125,58440,0,2,0,0,[],[],[],"['64D3A8590CEBB4BB7435ECB27A38CDA706778CDC_9326', '0FE543330AE654355083AECBC8296773795E46ED_1353']",[]
42788,61186,61203,,13.869,61200,58440,0,0,0,0,[],[],[],[],[]
42786,61224,61227,,14.13,61237,58440,0,0,0,0,[],[],[],[],[]
42776,61237,61246,,14.266,61256,58440,0,0,0,0,[],[],[],[],[]
42470,61264,61274,,14.509,61291,58440,0,0,0,0,[],[],[],[],[]
