stop_id,arrival_time,departure_time,min_departure_time,cumulative_distance,planned_arrival_time,planned_departure_time_from_origin,nb_to_board,nb_to_alight,skip_stop,speedup,boarded_passengers_ids,passengers_to_board_ids,boarding_passenger_ids,alighting_passenger_ids,alighting_passengers_ids
42529,60442,60445,,22.337,60373,56640,0,0,0,0,[],[],[],[],[]
42518,60455,60458,,22.528,60400,56640,0,0,0,0,[],[],[],[],[]
42520,60472,60543,,22.757,60433,56640,0,1,0,0,[],[],[],['56D1099E8591866F4EAD5B3E9841FE7CA5AA21DD_8079'],[]
41354,60556,60574,,22.911,60455,56640,0,1,0,0,[],[],[],['1F2BA5BDBF19BD000B9985303B838F740FC03F3F_3110'],[]
41352,60584,60599,,23.038,60473,56640,0,0,0,0,[],[],[],[],[]
41349,60618,60638,,23.281,60508,56640,0,1,0,0,[],[],[],['07EFB6B3E9824497FC1785EB8B5B2A569D3B7A64_647'],[]
41347,60655,60671,,23.533,60545,56640,0,0,0,0,[],[],[],[],[]
41345,60686,60703,,23.742,60575,56640,0,0,0,0,[],[],[],[],[]
41343,60715,60718,,23.918,60600,56640,0,1,0,0,[],[],[],['0B248AC6488ACC0E7AAF6CBD971C588E29017C56_907'],[]
41799,60821,60836,,24.251,60667,56640,0,0,0,0,[],[],[],[],[]
41797,60855,60859,,24.523,60723,56640,0,0,0,0,[],[],[],[],[]
41795,60879,60895,,24.761,60771,56640,0,1,0,0,[],[],[],['5C29DB25263C74858F93C1D77229FB4E43E42D84_8566'],[]
41876,60916,60919,,25.044,60828,56640,0,0,0,0,[],[],[],[],[]
