stop_id,arrival_time,departure_time,min_departure_time,cumulative_distance,planned_arrival_time,planned_departure_time_from_origin,nb_to_board,nb_to_alight,skip_stop,speedup,boarded_passengers_ids,passengers_to_board_ids,boarding_passenger_ids,alighting_passenger_ids,alighting_passengers_ids
43927,58365,58369,,21.471,58475,55140,0,0,0,0,[],[],[],[],[]
43928,58377,58382,,21.599,58499,55140,0,0,0,0,[],[],[],[],[]
43296,58491,58511,,21.763,58529,55140,0,0,0,0,[],[],[],[],[]
46470,58566,58582,,22.023,58577,55140,0,3,0,0,[],[],[],"['CCB80F2494920CEC801A8009998E281A4177C9C9_18867', '1675042571_2256', 'E515B4404821C6E08A2B18E2CEB0845E44457561_21069']",[]
44170,58619,58619,,22.582,58680,55140,1,6,0,0,[],['54C6D3F6EBA0CC03643CDB1B9BFC176D6B01371A_7910'],[],"['1889836594_2582', '558BB1FA81209A6978177FB936E9ACF82D339085_7962', '7F7F75FB87AD0FE658867C5A08D7520427FE2DCD_11798', '8E432BCCF74C61B6E3523F20B47AF35E734EDD8F_13272', '567A5DB4A551E202216F99589FE9BEDE11DBF12F_8040', '82CA773531BBDCC1DF15ACA3C35D6E4E691C8EAF_12119']",[]
43385,58656,58656,,22.782,58717,55140,0,0,0,0,[],[],[],[],[]
43386,58692,58692,,22.976,58752,55140,0,0,0,0,[],[],[],[],[]
46531,58727,58727,,23.168,58787,55140,0,0,0,0,[],[],[],[],[]
43979,58785,58797,,23.402,58830,55140,0,0,0,0,[],[],[],[],[]
43387,58816,58832,,23.619,58870,55140,0,0,0,0,[],[],[],[],[]
46422,58925,58939,,23.927,58926,55140,0,0,0,0,[],[],[],[],[]
42832,59038,59042,,24.624,59054,55140,0,0,0,0,[],[],[],[],[]
41958,59069,59087,,24.907,59106,55140,0,0,0,0,[],[],[],[],[]
41937,59112,59134,,25.203,59160,55140,0,2,0,0,[],[],[],"['1F1969A177C1B47406D1E6B19F22E3814F63F40A_3106', '54C6D3F6EBA0CC03643CDB1B9BFC176D6B01371A_7910']",[]
43147,59226,59228,,25.552,59237,55140,0,0,0,0,[],[],[],[],[]
