trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled,planned_arrival_time,planned_departure_time_from_origin
2881318,16623,16634,41033,1,0,0,0.284,16291,16260
2881318,16643,16648,42572,2,0,0,0.406,16305,16260
2881318,16667,16671,46623,3,0,0,0.643,16331,16260
2881318,16689,16693,46507,4,0,0,0.85,16353,16260
2881318,16717,16717,42570,5,0,0,1.074,16378,16260
2881318,16737,16737,46398,6,0,0,1.257,16398,16260
2881318,16758,16758,43163,7,0,0,1.447,16419,16260
2881318,16775,16787,43171,8,0,0,1.624,16438,16260
2881318,16823,16831,43169,9,0,0,2.086,16489,16260
2881318,16837,16840,43167,10,0,0,2.197,16501,16260
2881318,16854,16857,43165,11,0,0,2.392,16522,16260
2881318,16888,16891,41117,12,0,0,2.731,16559,16260
2881318,16901,16904,41115,13,0,0,2.879,16576,16260
2881318,16926,16937,41113,14,0,0,3.14,16604,16260
2881318,16950,16959,41209,15,0,0,3.313,16623,16260
2881318,16978,16981,41082,16,0,0,3.577,16652,16260
2881318,17025,17027,41883,17,0,0,3.952,16693,16260
2881318,17056,17075,41881,18,0,0,4.342,16736,16260
2881318,17089,17092,41879,19,0,0,4.53,16757,16260
2881318,17107,17154,41877,20,0,0,4.735,16779,16260
2881318,17165,17168,41874,21,0,0,4.894,16797,16260
2881318,17179,17182,41872,22,0,0,5.085,16818,16260
2881318,17198,17201,41870,23,0,0,5.365,16848,16260
2881318,17208,17225,41868,24,0,0,5.472,16860,16260
2881318,17243,17246,41866,25,0,0,5.744,16891,16260
2881318,17261,17264,41863,26,0,0,6.007,16921,16260
2881318,17288,17291,41861,27,0,0,6.422,16968,16260
2881318,17301,17304,41859,28,0,0,6.624,16992,16260
2881318,17318,17321,41857,29,0,0,6.881,17021,16260
2881318,17337,17340,41855,30,0,0,7.177,17055,16260
2881318,17358,17379,41853,31,0,0,7.475,17089,16260
2881318,17402,17405,41851,32,0,0,7.818,17128,16260
2881318,17423,17437,41850,33,0,0,8.079,17158,16260
2881318,17464,17467,41847,34,0,0,8.5,17206,16260
2881318,17477,17534,41845,35,0,0,8.66,17224,16260
2881318,17552,17555,41843,36,0,0,8.94,17256,16260
2881318,17570,17619,41835,37,0,0,9.15,17280,16260
2881318,17641,17645,41838,38,0,0,9.5,17323,16260
2881318,17656,17675,41836,39,0,0,9.692,17347,16260
2881318,17684,17687,41840,40,0,0,9.846,17366,16260
2881318,17705,17708,41832,41,0,0,10.141,17402,16260
2881318,17713,17727,41830,42,0,0,10.257,17416,16260
2881318,17766,17769,41827,43,0,0,10.9,17495,16260
2881318,17781,17784,41825,44,0,0,11.144,17525,16260
2881318,17798,17801,41823,45,0,0,11.4,17557,16260
2881318,17812,17815,41821,46,0,0,11.617,17584,16260
2881318,17826,17829,41819,47,0,0,11.842,17611,16260
2881318,17842,17857,41815,48,0,0,12.076,17640,16260
2881318,17872,17875,41816,49,0,0,12.326,17667,16260
2881318,17887,17890,41812,50,0,0,12.561,17692,16260
2881318,17904,17926,41810,51,0,0,12.789,17717,16260
2881318,17950,17962,41808,52,0,0,13.089,17749,16260
2881318,17972,18014,41806,53,0,0,13.24,17766,16260
2881318,18038,18060,41803,54,0,0,13.52,17796,16260
2881318,18077,18121,41801,55,0,0,13.745,17820,16260
2881318,18140,18162,41799,56,0,0,13.988,17856,16260
2881318,18186,18200,41797,57,0,0,14.26,17896,16260
2881318,18217,18232,41795,58,0,0,14.498,17931,16260
2881318,18250,18253,41876,59,0,0,14.781,17973,16260
2881318,18270,18288,46423,60,0,0,15.009,18006,16260
2879616,16418,16442,41273,1,0,0,0.172,16407,16380
2879616,16453,16457,42445,2,0,0,0.302,16428,16380
2879616,16467,16487,42446,3,0,0,0.438,16449,16380
2879616,16496,16511,42013,4,0,0,0.567,16470,16380
2879616,16544,16549,42448,5,0,0,0.902,16523,16380
2879616,16564,16568,42460,6,0,0,1.108,16555,16380
2879616,16591,16607,42458,7,0,0,1.322,16589,16380
2879616,16622,16641,42456,8,0,0,1.517,16620,16380
2879616,16653,16663,42453,9,0,0,1.681,16646,16380
2879616,16675,16682,42449,10,0,0,1.832,16670,16380
2879616,16702,16709,45059,11,0,0,2.103,16712,16380
2879616,16726,16739,42450,12,0,0,2.312,16745,16380
2879616,16758,16776,45061,13,0,0,2.517,16778,16380
2879616,16786,16802,45062,14,0,0,2.79,16821,16380
2879616,16828,16842,42182,15,0,0,3.085,16868,16380
2879616,16865,16874,42183,16,0,0,3.28,16898,16380
2879616,16884,16898,42185,17,0,0,3.399,16917,16380
2879616,16911,16922,42177,18,0,0,3.566,16944,16380
2879616,16933,16947,42175,19,0,0,3.72,16968,16380
2879616,16970,16979,42410,20,0,0,3.95,17004,16380
2879616,16999,17019,42419,21,0,0,4.174,17040,16380
2879616,17031,17049,42417,22,0,0,4.331,17064,16380
2879616,17073,17083,42415,23,0,0,4.556,17100,16380
2879616,17104,17104,42413,24,0,0,4.779,17126,16380
2879616,17127,17127,42011,25,0,0,4.982,17149,16380
2879616,17153,17153,42009,26,0,0,5.206,17175,16380
2879616,17193,17204,42007,27,0,0,5.383,17195,16380
2879616,17232,17247,42004,28,0,0,5.829,17247,16380
2879616,17265,17268,42002,29,0,0,6.08,17276,16380
2879616,17276,17279,42000,30,0,0,6.212,17291,16380
2879616,17295,17304,41998,31,0,0,6.42,17315,16380
2879616,17340,17353,41995,32,0,0,6.86,17366,16380
2879616,17376,17389,41993,33,0,0,7.157,17400,16380
2879616,17403,17416,41991,34,0,0,7.339,17416,16380
2879616,17438,17441,41989,35,0,0,7.638,17442,16380
2879616,17456,17465,41987,36,0,0,7.855,17461,16380
2879616,17489,17498,42139,37,0,0,8.174,17489,16380
2879616,17516,17519,42137,38,0,0,8.45,17513,16380
2879616,17551,17560,42135,39,0,0,8.955,17558,16380
2879616,17618,17621,42133,40,0,0,9.718,17625,16380
