route_id,service_id,trip_id,shape_id,trip_short_name
12E,Sem,2877359,12E,12
12E,Sem,2877509,12E,12
12E,Sem,2878173,12E,12
12E,Sem,2878189,12E,12
12E,Sem,2878320,12E,12
12E,Sem,2878651,12E,12
12E,Sem,2878669,12E,12
12E,Sem,2878799,12E,12
12E,Sem,2879265,12E,12
12E,Sem,2879659,12E,12
12E,Sem,2879815,12E,12
12E,Sem,2879872,12E,12
12E,Sem,2879942,12E,12
12E,Sem,2880221,12E,12
12E,Sem,2880413,12E,12
12E,Sem,2880462,12E,12
12E,Sem,2880683,12E,12
12E,Sem,2880726,12E,12
12E,Sem,2881057,12E,12
12E,Sem,2881095,12E,12
12E,Sem,2881370,12E,12
12E,Sem,2881412,12E,12
12O,Sem,2877360,12O,12
12O,Sem,2877510,12O,12
12O,Sem,2878174,12O,12
12O,Sem,2878190,12O,12
12O,Sem,2878321,12O,12
12O,Sem,2878652,12O,12
12O,Sem,2878670,12O,12
12O,Sem,2878800,12O,12
12O,Sem,2879266,12O,12
12O,Sem,2879660,12O,12
12O,Sem,2879816,12O,12
12O,Sem,2879873,12O,12
12O,Sem,2879943,12O,12
12O,Sem,2880222,12O,12
12O,Sem,2880414,12O,12
12O,Sem,2880463,12O,12
12O,Sem,2880684,12O,12
12O,Sem,2880727,12O,12
12O,Sem,2881058,12O,12
12O,Sem,2881096,12O,12
12O,Sem,2881371,12O,12
12O,Sem,2881413,12O,12
144E,Sem,2877317,144E,144
144E,Sem,2877348,144E,144
144E,Sem,2877412,144E,144
144E,Sem,2877416,144E,144
144E,Sem,2877521,144E,144
144E,Sem,2877580,144E,144
144E,Sem,2877712,144E,144
144E,Sem,2877783,144E,144
144E,Sem,2877835,144E,144
144E,Sem,2877839,144E,144
144E,Sem,2878170,144E,144
144E,Sem,2878383,144E,144
144E,Sem,2878481,144E,144
144E,Sem,2878544,144E,144
144E,Sem,2878953,144E,144
144E,Sem,2879006,144E,144
144E,Sem,2879010,144E,144
144E,Sem,2879185,144E,144
144E,Sem,2879258,144E,144
144E,Sem,2879337,144E,144
144E,Sem,2879400,144E,144
144E,Sem,2879516,144E,144
144E,Sem,2879522,144E,144
144E,Sem,2879797,144E,144
144E,Sem,2879806,144E,144
144E,Sem,2879900,144E,144
144E,Sem,2879999,144E,144
144E,Sem,2880324,144E,144
144E,Sem,2880328,144E,144
144E,Sem,2880355,144E,144
144E,Sem,2880359,144E,144
144E,Sem,2880405,144E,144
144E,Sem,2880482,144E,144
144E,Sem,2880510,144E,144
144E,Sem,2880936,144E,144
144E,Sem,2880940,144E,144
144E,Sem,2881287,144E,144
144E,Sem,2881365,144E,144
144E,Sem,2881489,144E,144
144O,Sem,2877279,144O,144
144O,Sem,2877347,144O,144
144O,Sem,2877415,144O,144
144O,Sem,2877733,144O,144
144O,Sem,2877793,144O,144
144O,Sem,2877838,144O,144
144O,Sem,2877842,144O,144
144O,Sem,2877855,144O,144
144O,Sem,2878169,144O,144
144O,Sem,2878450,144O,144
144O,Sem,2878480,144O,144
144O,Sem,2878547,144O,144
144O,Sem,2879009,144O,144
144O,Sem,2879299,144O,144
144O,Sem,2879407,144O,144
144O,Sem,2879532,144O,144
144O,Sem,2879572,144O,144
144O,Sem,2879723,144O,144
144O,Sem,2879770,144O,144
144O,Sem,2879823,144O,144
144O,Sem,2879864,144O,144
144O,Sem,2879998,144O,144
144O,Sem,2880002,144O,144
144O,Sem,2880186,144O,144
144O,Sem,2880327,144O,144
144O,Sem,2880354,144O,144
144O,Sem,2880358,144O,144
144O,Sem,2880362,144O,144
144O,Sem,2880481,144O,144
144O,Sem,2880513,144O,144
144O,Sem,2880549,144O,144
144O,Sem,2880668,144O,144
144O,Sem,2880894,144O,144
144O,Sem,2880932,144O,144
144O,Sem,2880935,144O,144
144O,Sem,2880939,144O,144
144O,Sem,2881223,144O,144
144O,Sem,2881304,144O,144
144O,Sem,2881430,144O,144
144O,Sem,2881492,144O,144
144O,Sem,2881500,144O,144
151N,Sem,2877341,151N,151
151N,Sem,2877419,151N,151
151N,Sem,2877468,151N,151
151N,Sem,2877558,151N,151
151N,Sem,2877715,151N,151
151N,Sem,2877935,151N,151
151N,Sem,2877939,151N,151
151N,Sem,2878018,151N,151
151N,Sem,2878178,151N,151
151N,Sem,2878438,151N,151
151N,Sem,2878582,151N,151
151N,Sem,2878687,151N,151
151N,Sem,2878709,151N,151
151N,Sem,2878746,151N,151
151N,Sem,2878769,151N,151
151N,Sem,2878795,151N,151
151N,Sem,2878880,151N,151
151N,Sem,2878963,151N,151
151N,Sem,2879182,151N,151
151N,Sem,2879206,151N,151
151N,Sem,2879403,151N,151
151N,Sem,2879519,151N,151
151N,Sem,2879809,151N,151
151N,Sem,2879819,151N,151
151N,Sem,2879903,151N,151
151N,Sem,2879935,151N,151
151N,Sem,2880019,151N,151
151N,Sem,2880062,151N,151
151N,Sem,2880093,151N,151
151N,Sem,2880182,151N,151
151N,Sem,2880266,151N,151
151N,Sem,2880292,151N,151
151N,Sem,2880296,151N,151
151N,Sem,2880317,151N,151
151N,Sem,2880408,151N,151
151N,Sem,2880416,151N,151
151N,Sem,2880420,151N,151
151N,Sem,2880476,151N,151
151N,Sem,2880830,151N,151
151N,Sem,2880834,151N,151
151N,Sem,2880854,151N,151
151N,Sem,2880886,151N,151
151N,Sem,2880928,151N,151
151N,Sem,2881039,151N,151
151N,Sem,2881043,151N,151
151N,Sem,2881102,151N,151
151N,Sem,2881204,151N,151
151N,Sem,2881290,151N,151
151N,Sem,2881344,151N,151
151N,Sem,2881368,151N,151
151N,Sem,2881559,151N,151
151N,Sem,2881627,151N,151
151S,Sem,2877344,151S,151
151S,Sem,2877465,151S,151
151S,Sem,2877469,151S,151
151S,Sem,2877578,151S,151
151S,Sem,2877615,151S,151
151S,Sem,2877649,151S,151
151S,Sem,2877697,151S,151
151S,Sem,2877736,151S,151
151S,Sem,2877932,151S,151
151S,Sem,2877936,151S,151
151S,Sem,2878036,151S,151
151S,Sem,2878166,151S,151
151S,Sem,2878435,151S,151
151S,Sem,2878579,151S,151
151S,Sem,2878683,151S,151
151S,Sem,2878766,151S,151
151S,Sem,2878770,151S,151
151S,Sem,2879064,151S,151
151S,Sem,2879304,151S,151
151S,Sem,2879404,151S,151
151S,Sem,2879520,151S,151
151S,Sem,2879529,151S,151
151S,Sem,2879580,151S,151
151S,Sem,2879753,151S,151
151S,Sem,2879759,151S,151
151S,Sem,2879767,151S,151
151S,Sem,2879820,151S,151
151S,Sem,2880052,151S,151
151S,Sem,2880059,151S,151
151S,Sem,2880063,151S,151
151S,Sem,2880110,151S,151
151S,Sem,2880183,151S,151
151S,Sem,2880263,151S,151
