trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
2877359,40618,40645,41241,1,0,0
2877509,27770,27795,41241,1,0,0
2878173,54387,54412,41241,1,0,0
2878189,49300,49326,41241,1,0,0
2878320,61679,61679,41241,1,0,0
2878651,70306,70329,41241,1,0,0
2878669,59306,59306,41241,1,0,0
2878799,25246,25268,41241,1,0,0
2879265,52050,52050,41241,1,0,0
2879659,73932,73954,41241,1,0,0
2879815,33386,33408,41241,1,0,0
2879872,46665,46690,41241,1,0,0
2879942,30417,30445,41241,1,0,0
2880221,22931,22954,41241,1,0,0
2880413,81092,81116,41241,1,0,0
2880462,77564,77586,41241,1,0,0
2880683,84761,84785,41241,1,0,0
2880726,43691,43691,41241,1,0,0
2881057,66726,66726,41241,1,0,0
2881095,56526,56526,41241,1,0,0
2881370,37089,37115,41241,1,0,0
2881412,64106,64106,41241,1,0,0
2877360,40805,40805,45051,3,0,0
2877360,40824,40827,45050,4,0,0
2877360,40840,40843,41537,5,0,0
2877360,40857,40866,41539,6,0,0
2877360,40877,40898,46418,7,0,0
2877510,27955,27976,45053,1,0,0
2877510,27987,28012,45052,2,0,0
2877510,28019,28023,45051,3,0,0
2877510,28031,28052,45050,4,0,0
2877510,28067,28070,41537,5,0,0
2877510,28084,28099,41539,6,0,0
2877510,28112,28116,46418,7,0,0
2878174,54609,54609,45051,3,0,0
2878174,54628,54644,45050,4,0,0
2878174,54658,54661,41537,5,0,0
2878174,54678,54686,41539,6,0,0
2878174,54698,54723,46418,7,0,0
2878190,49501,49501,45051,3,0,0
2878190,49520,49523,45050,4,0,0
2878190,49535,49538,41537,5,0,0
2878190,49551,49567,41539,6,0,0
2878190,49579,49601,46418,7,0,0
2878321,61870,61870,45052,2,0,0
2878321,61889,61900,45051,3,0,0
2878321,61908,61911,45050,4,0,0
2878321,61923,61927,41537,5,0,0
2878321,61940,61949,41539,6,0,0
2878321,61961,61961,46418,7,0,0
2878652,70510,70510,45052,2,0,0
2878652,70525,70525,45051,3,0,0
2878652,70540,70545,45050,4,0,0
2878652,70553,70556,41537,5,0,0
2878652,70569,70579,41539,6,0,0
2878652,70591,70613,46418,7,0,0
2878670,59582,59582,45053,1,0,0
2878670,59603,59603,45052,2,0,0
2878670,59622,59634,45051,3,0,0
2878670,59642,59646,45050,4,0,0
2878670,59659,59664,41537,5,0,0
2878670,59678,59687,41539,6,0,0
2878670,59700,59700,46418,7,0,0
2878800,25443,25443,45051,3,0,0
2878800,25462,25465,45050,4,0,0
2878800,25479,25482,41537,5,0,0
2878800,25494,25505,41539,6,0,0
2878800,25515,25537,46418,7,0,0
2879266,52229,52247,45053,1,0,0
2879266,52257,52266,45052,2,0,0
2879266,52274,52278,45051,3,0,0
2879266,52284,52288,45050,4,0,0
2879266,52302,52306,41537,5,0,0
2879266,52321,52330,41539,6,0,0
2879266,52343,52347,46418,7,0,0
2879660,74104,74104,45053,1,0,0
2879660,74121,74121,45052,2,0,0
2879660,74136,74153,45051,3,0,0
2879660,74161,74164,45050,4,0,0
2879660,74176,74180,41537,5,0,0
2879660,74192,74202,41539,6,0,0
2879660,74213,74235,46418,7,0,0
2879816,33615,33619,41537,5,0,0
2879816,33628,33636,41539,6,0,0
2879816,33650,33679,46418,7,0,0
2879873,46817,46821,45053,1,0,0
2879873,46829,46837,45052,2,0,0
2879873,46845,46847,45051,3,0,0
2879873,46853,46856,45050,4,0,0
2879873,46874,46877,41537,5,0,0
2879873,47090,47097,41539,6,0,0
2879873,47115,47137,46418,7,0,0
2879943,30615,30615,45052,2,0,0
2879943,30634,30634,45051,3,0,0
2879943,30653,30677,45050,4,0,0
2879943,30692,30695,41537,5,0,0
2879943,30710,30730,41539,6,0,0
2879943,30744,30769,46418,7,0,0
2880222,23106,23106,45051,3,0,0
2880222,23125,23140,45050,4,0,0
2880222,23153,23156,41537,5,0,0
2880222,23171,23185,41539,6,0,0
2880222,23197,23199,46418,7,0,0
2880414,81301,81312,45053,1,0,0
2880414,81315,81324,45052,2,0,0
2880414,81332,81336,45051,3,0,0
2880414,81343,81346,45050,4,0,0
2880414,81360,81363,41537,5,0,0
2880414,81382,81393,41539,6,0,0
2880414,81407,81433,46418,7,0,0
2880463,77724,77728,45053,1,0,0
2880463,77736,77746,45052,2,0,0
2880463,77754,77757,45051,3,0,0
2880463,77762,77764,45050,4,0,0
2880463,77775,77778,41537,5,0,0
2880463,77793,77804,41539,6,0,0
2880463,77815,77844,46418,7,0,0
2880684,84923,84927,45053,1,0,0
2880684,84934,84943,45052,2,0,0
2880684,84951,84954,45051,3,0,0
2880684,84961,84964,45050,4,0,0
2880684,84979,84982,41537,5,0,0
2880684,84997,85008,41539,6,0,0
2880684,85019,85019,46418,7,0,0
2880727,43863,43882,45053,1,0,0
2880727,43893,43925,45052,2,0,0
2880727,43932,43935,45051,3,0,0
2880727,43941,43975,45050,4,0,0
2880727,43991,44023,41537,5,0,0
2880727,44039,44050,41539,6,0,0
2880727,44062,44083,46418,7,0,0
2881058,66938,66958,45053,1,0,0
2881058,66968,66990,45052,2,0,0
2881058,66998,67001,45051,3,0,0
2881058,67009,67012,45050,4,0,0
2881058,67027,67030,41537,5,0,0
2881058,67045,67055,41539,6,0,0
2881058,67066,67066,46418,7,0,0
2881096,56735,56745,45053,1,0,0
2881096,56748,56763,45052,2,0,0
2881096,56770,56773,45051,3,0,0
2881096,56779,56794,45050,4,0,0
2881096,56807,56810,41537,5,0,0
