route_id,stop_id,sequence,distance,count
52E,42339,88,28.475,20
52E,42341,89,28.719,20
52E,42343,90,29.039,20
52E,42346,91,29.33,20
52E,42348,92,29.489,20
52E,42350,93,29.888,20
52E,42352,94,30.262,20
52E,42354,95,30.443,20
52E,42357,96,30.611,20
52E,42359,97,30.816,20
52E,42361,98,31.02,20
52E,42363,99,31.275,20
52E,42365,100,31.426,20
52E,42368,101,31.588,20
52E,42370,102,31.843,20
52E,42372,103,32.024,20
52E,42374,104,32.137,21
61N,43343,1,0.592,26
61N,43146,2,0.804,26
61N,41957,3,1.141,26
61N,41952,4,1.434,26
61N,42833,5,1.665,26
61N,43380,6,2.501,26
61N,43381,7,2.67,26
61N,43980,8,2.831,26
61N,46530,9,3.034,26
61N,43382,10,3.236,26
61N,43383,11,3.464,26
61N,44061,12,3.716,26
61N,43295,13,4.283,26
61N,41510,14,4.71,26
61N,41770,15,5.101,26
61N,43405,16,5.333,26
61N,41772,17,5.503,26
61N,41296,18,6.289,26
61N,41605,19,6.567,26
61N,41603,20,6.741,26
61N,46535,21,6.966,26
61N,45027,22,7.174,26
61N,41608,23,7.587,26
61N,46424,24,7.803,26
61N,46307,25,8.012,26
61N,41446,26,8.318,26
61N,41448,27,8.572,26
61N,41450,28,8.968,26
61N,46326,29,9.55,26
61N,41678,30,9.676,26
61N,41676,31,9.852,26
61N,41674,32,10.112,26
61N,41672,33,10.446,26
61N,41670,34,10.664,26
61N,41685,35,10.933,26
61N,41682,36,11.092,26
61N,41632,37,11.46,26
61N,41630,38,11.759,26
61N,41306,39,11.964,26
61N,41304,40,12.246,26
61N,41309,41,12.387,26
61N,41311,42,12.607,26
61N,41683,43,12.767,26
61N,41681,44,12.908,26
61N,42431,45,13.162,26
61N,42434,46,13.389,26
61N,42436,47,13.525,26
61N,41472,48,13.711,26
61N,41474,49,14.001,26
61N,41759,50,14.276,26
61N,41761,51,14.442,26
61N,41763,52,14.677,26
61N,41765,53,14.828,26
61N,41767,54,14.988,26
61N,41777,55,15.315,26
41S,43183,1,0.394,4
41S,43184,2,0.544,4
41S,42551,3,0.748,4
41S,45018,4,0.963,4
41S,42553,5,1.129,4
41S,42555,6,1.369,4
41S,41077,7,1.675,4
41S,41078,8,1.824,4
41S,46303,9,1.964,4
41S,42727,10,2.123,4
41S,42729,11,2.457,4
41S,41085,12,2.71,4
41S,41087,13,2.919,4
41S,45016,14,3.108,4
41S,41089,15,3.331,4
41S,41091,16,3.591,4
41S,41093,17,3.823,4
41S,41095,18,4.134,4
41S,41084,19,4.339,4
41S,42704,20,4.802,4
41S,42706,21,5.015,4
41S,42708,22,5.198,4
41S,42711,23,5.482,4
41S,41487,24,5.916,4
41S,41489,25,6.201,4
41S,41843,26,6.792,4
41S,41835,27,7.002,4
41S,41838,28,7.353,4
41S,41836,29,7.544,4
41S,41840,30,7.698,4
41S,41832,31,7.993,4
41S,41830,32,8.109,4
41S,41827,33,8.752,4
41S,41825,34,8.996,4
41S,41823,35,9.252,4
41S,41821,36,9.469,4
41S,41819,37,9.694,4
41S,41815,38,9.928,4
41S,41816,39,10.178,4
41S,41812,40,10.413,4
41S,41810,41,10.641,4
41S,41808,42,10.941,4
41S,41806,43,11.092,4
41S,41803,44,11.372,4
41S,41801,45,11.598,4
41S,41799,46,11.84,4
41S,41797,47,12.113,4
41S,41795,48,12.35,4
41S,41876,49,12.633,4
42E,43295,1,0.418,67
42E,41505,2,0.785,67
42E,41502,3,1.057,67
42E,45058,4,1.371,67
42E,42828,5,1.876,67
42E,42830,6,2.063,67
42E,46422,7,2.25,67
42E,42832,8,2.947,67
42E,41958,9,3.23,67
42E,41937,10,3.526,67
42E,43147,11,3.875,67
42E,43148,12,4.073,67
42E,43507,13,4.375,67
42E,43509,14,4.587,67
42E,41342,15,4.851,67
42E,41360,16,5.026,67
42E,41380,17,5.311,67
42E,41395,18,5.646,67
42E,41323,19,5.89,67
42E,41325,20,6.048,67
42E,41327,21,6.348,67
42E,41331,22,6.642,67
42E,41334,23,6.81,67
42E,41336,24,6.954,67
42E,41338,25,7.106,67
42E,41339,26,7.268,67
42E,41341,27,7.383,67
42E,41344,28,7.581,67
42E,41346,29,7.831,67
42E,41348,30,8.025,67
42E,41350,31,8.181,67
42E,41353,32,8.388,67
42E,41355,33,8.589,67
42E,41357,34,8.806,67
42E,41359,35,9.045,67
42E,41361,36,9.247,67
42E,41363,37,9.6,67
42E,41365,38,9.786,67
42E,41367,39,10.117,67
42E,41369,40,10.246,67
42E,41372,41,10.5,67
42E,41373,42,10.613,67
42E,41377,43,10.965,67
42E,41379,44,11.109,67
42E,41382,45,11.327,67
42E,41384,46,11.591,67
42E,41386,47,11.827,67
42E,41388,48,11.994,67
42E,41390,49,12.363,67
42E,41393,50,12.571,67
42E,42101,51,12.864,67
42E,42103,52,13.084,67
42E,42105,53,13.279,67
42E,42107,54,13.532,67
42E,42110,55,13.852,67
42E,42112,56,14.115,67
42E,42114,57,14.316,67
42E,42116,58,14.563,67
42E,42118,59,15.031,67
42E,42121,60,15.383,67
42E,42123,61,15.593,67
42E,42125,62,15.935,67
42E,42127,63,16.259,67
42E,42129,64,16.467,67
42E,42132,65,16.965,67
42E,42134,66,17.694,67
42E,42136,67,18.22,67
42E,42138,68,18.477,67
42E,42140,69,18.812,67
42E,41988,70,19.025,67
42E,41990,71,19.313,67
42E,41992,72,19.49,67
42E,41994,73,19.846,67
42E,41996,74,20.234,67
42E,41999,75,20.451,67
42E,42001,76,20.601,67
42E,42003,77,20.831,67
42E,42005,78,21.273,67
42E,42008,79,21.449,67
42E,42010,80,21.671,67
42E,42409,81,21.953,67
42E,42414,82,22.106,67
42E,42416,83,22.335,67
42E,42418,84,22.488,67
42E,42420,85,22.718,67
42E,42411,86,22.946,67
42E,42412,87,23.111,67
42E,42178,88,23.262,67
42E,42179,89,23.381,67
42E,42180,90,23.533,67
42E,42184,91,23.861,67
42E,42451,92,24.136,67
42E,45060,93,24.347,66
42E,42452,94,24.551,66
42E,42454,95,24.824,66
42E,42447,96,24.976,59
42E,42455,97,25.15,66
42E,42457,98,25.428,67
17N,41842,1,0.269,41
17N,41865,2,0.545,41
17N,41887,3,0.727,41
17N,41796,4,1.089,41
17N,41798,5,1.271,41
17N,41800,6,1.491,41
17N,41802,7,1.826,41
17N,41804,8,2.015,41
17N,41807,9,2.253,41
17N,41809,10,2.596,41
17N,41811,11,2.736,41
17N,41813,12,3.139,41
17N,41817,13,3.435,41
17N,41820,14,3.686,41
17N,41822,15,3.825,41
17N,41824,16,4.186,41
17N,41826,17,4.375,41
17N,41828,18,5.056,41
17N,41831,19,5.236,41
17N,41839,20,5.493,41
17N,41834,21,5.649,41
17N,41837,22,5.81,41
17N,41833,23,6.197,41
17N,41841,24,6.368,41
17N,41844,25,6.576,41
17N,41846,26,6.893,41
17N,41848,27,7.299,41
17N,41849,28,7.501,41
17N,41852,29,7.85,41
17N,41854,30,8.107,41
17N,41856,31,8.444,41
17N,41858,32,8.66,41
17N,41860,33,8.908,41
17N,41862,34,9.267,41
17N,41864,35,9.545,41
17N,41867,36,9.715,41
17N,41869,37,9.914,41
17N,41871,38,10.222,41
17N,41873,39,10.426,41
17N,41875,40,10.535,41
17N,41878,41,10.762,41
17N,41880,42,10.944,41
17N,41882,43,11.408,41
17N,41884,44,11.594,41
17N,46438,45,11.811,41
17N,41886,46,11.991,41
17N,41889,47,12.129,41
17N,41070,48,12.306,41
60O,41842,1,0.437,20
60O,41865,2,0.713,20
60O,41887,3,0.895,20
60O,41796,4,1.257,20
60O,41798,5,1.439,20
60O,41800,6,1.659,20
60O,41802,7,1.994,20
60O,41804,8,2.183,20
60O,41807,9,2.421,20
60O,41809,10,2.764,20
60O,41811,11,2.904,20
60O,42855,12,3.477,20
60O,42853,13,3.906,20
60O,42851,14,4.113,20
60O,42849,15,4.398,20
60O,42845,16,4.82,20
60O,42843,17,4.994,20
60O,42840,18,5.19,20
60O,42841,19,5.367,18
60O,45042,20,5.562,20
60O,43248,21,5.925,20
60O,43900,22,6.08,20
60O,43372,23,6.384,20
60O,43343,24,6.68,20
60O,43146,25,6.892,20
60O,41957,26,7.229,20
60O,41952,27,7.522,20
60O,41942,28,7.911,20
60O,41965,29,8.355,20
60O,41932,30,8.788,20
60O,44060,31,9.719,19
60O,43295,32,10.097,20
60O,41505,33,10.464,20
60O,41502,34,10.736,20
60O,45058,35,11.05,20
60O,41508,36,11.28,20
60O,46328,37,11.491,20
60O,41278,38,11.764,20
60O,41276,39,11.982,20
60O,41274,40,12.18,20
60O,42820,41,12.674,20
60O,42817,42,12.87,20
60O,42812,43,13.16,20
60O,41423,44,13.514,20
60O,41425,45,13.709,20
60O,41422,46,14.087,20
60O,41420,47,14.261,20
60O,41418,48,14.535,20
60O,42481,49,14.902,20
60O,42514,50,15.073,20
60O,42512,51,15.282,20
60O,42510,52,15.411,20
60O,41620,53,15.851,20
942O,41273,1,0.174,4
942O,42445,2,0.304,4
942O,42446,3,0.44,4
942O,42013,4,0.568,4
942O,42448,5,0.904,4
942O,42460,6,1.11,4
942O,42458,7,1.324,4
942O,42456,8,1.518,4
942O,42453,9,1.683,4
942O,42181,10,1.915,4
942O,42182,11,2.132,4
942O,42183,12,2.327,4
942O,42185,13,2.446,4
942O,42177,14,2.613,4
942O,42175,15,2.767,4
942O,42410,16,2.997,4
942O,42419,17,3.222,4
942O,42417,18,3.378,4
942O,42415,19,3.603,4
942O,42413,20,3.826,4
942O,42011,21,4.029,4
942O,42009,22,4.253,4
942O,42007,23,4.43,4
942O,42004,24,4.876,4
942O,42002,25,5.128,4
942O,42000,26,5.259,4
942O,41998,27,5.467,4
942O,41995,28,5.907,4
942O,41993,29,6.204,4
942O,41991,30,6.386,4
942O,41989,31,6.685,4
942O,41987,32,6.903,4
942O,42139,33,7.221,4
942O,42137,34,7.497,4
942O,42135,35,8.038,4
942O,46096,36,23.031,4
942O,41743,37,24.08,4
33N,41267,1,0.511,22
33N,41221,2,0.632,22
33N,41223,3,0.818,22
33N,46611,4,1.177,22
33N,46612,5,1.278,22
33N,46627,6,1.447,22
33N,42753,7,1.673,22
33N,42755,8,1.811,22
33N,42757,9,2.083,22
33N,42759,10,2.364,22
33N,42751,11,2.483,22
33N,41333,12,2.686,22
33N,41328,13,2.867,22
33N,41039,14,3.095,22
33N,41041,15,3.428,22
33N,41147,16,3.756,22
33N,41149,17,3.942,22
33N,41153,18,4.194,22
33N,43185,19,4.315,22
33N,43187,20,4.625,22
33N,41794,21,4.807,22
33N,41154,22,5.036,22
33N,43228,23,5.118,22
33N,43227,24,5.331,22
33N,43226,25,5.564,22
33N,43232,26,5.872,22
33N,43231,27,6.088,22
33N,43230,28,6.25,22
33N,43229,29,6.473,22
33N,43246,30,6.63,22
33N,42245,31,6.797,22
33N,42244,32,6.964,22
33N,46058,33,7.148,22
33N,46059,34,7.51,22
33N,46060,35,7.803,22
33N,43160,36,7.997,22
33N,43161,37,8.369,22
33N,46440,38,8.681,22
33N,42846,39,8.853,22
33N,46062,40,9.001,22
33N,46063,41,9.267,22
33N,46064,42,9.502,22
33N,46065,43,9.727,22
33N,46320,44,9.911,22
33N,46066,45,10.081,22
33N,46067,46,10.306,22
33N,46068,47,10.727,22
33N,41391,48,11.094,22
33N,41370,49,11.297,22
36E,46564,1,0.4,10
36E,46565,2,0.525,10
36E,46566,3,0.711,10
36E,46567,4,0.933,10
36E,46568,5,1.234,10
36E,46569,6,1.553,10
36E,41968,7,1.649,10
36E,41970,8,1.875,10
36E,41972,9,2.045,10
36E,41974,10,2.248,10
36E,41618,11,2.532,10
36E,46570,12,2.956,10
36E,46571,13,3.219,9
36E,46572,14,3.442,10
36E,46573,15,3.757,10
36E,46574,16,3.976,10
36E,46575,17,4.318,10
36E,46576,18,4.546,10
36E,42498,19,4.869,10
36E,42496,20,5.026,10
36E,42494,21,5.296,10
36E,42492,22,5.477,10
36E,42489,23,5.555,10
36E,42487,24,5.838,10
36E,42485,25,5.983,10
36E,42483,26,6.14,10
36E,42481,27,6.303,10
36E,42514,28,6.473,10
36E,42512,29,6.683,10
36E,42510,30,6.812,10
36E,42491,31,7.039,10
36E,46012,32,7.247,10
36E,46013,33,7.475,10
36E,46014,34,7.845,10
36E,46015,35,8.137,10
55N,41708,1,2.47,25
55N,46616,2,2.777,25
55N,43411,3,4.182,25
55N,41669,4,5.549,25
55N,41666,5,6.142,25
55N,41667,6,6.746,25
55N,41431,7,8.048,25
55N,41283,8,8.387,25
55N,46591,9,8.51,25
55N,41297,10,8.794,25
55N,41299,11,8.956,25
55N,41301,12,9.217,25
55N,41303,13,9.525,25
55N,41285,14,9.696,25
55N,41291,15,9.843,25
55N,41287,16,10.046,25
55N,46603,17,10.204,25
55N,41289,18,10.418,25
55N,42820,19,10.892,25
55N,42817,20,11.088,25
55N,42812,21,11.378,25
55N,41428,22,11.677,25
55N,41430,23,11.98,25
55N,46390,24,12.405,25
55N,42148,25,12.497,25
55N,42146,26,12.806,25
55N,42150,27,12.884,25
55N,42141,28,13.141,25
55N,42143,29,13.288,25
55N,41617,30,13.6,25
55N,41967,31,13.812,24
55N,41969,32,13.973,24
55N,41971,33,14.202,24
55N,41973,34,14.293,24
55N,41314,35,14.65,25
55N,41316,36,14.84,25
55N,41318,37,15.035,25
55N,41320,38,15.19,25
55N,41441,39,15.439,25
55N,43266,40,16.156,25
55N,41444,41,16.403,25
55N,46424,42,16.638,25
55N,46307,43,16.847,25
55N,41573,44,17.257,25
55N,41576,45,17.41,25
55N,41577,46,17.81,25
55N,41570,47,17.985,25
55N,41572,48,18.142,25
55N,41560,49,18.298,25
55N,41562,50,18.446,25
55N,41564,51,18.648,25
55N,41566,52,18.922,25
55N,41568,53,19.167,25
55N,41747,54,19.363,25
55N,41749,55,19.487,25
55N,41751,56,19.818,25
55N,41474,57,20.026,25
55N,41476,58,20.221,25
55N,41479,59,20.518,25
55N,41481,60,21.318,25
55N,46130,61,21.613,25
55N,46131,62,22.082,25
55N,46132,63,22.564,25
55N,46651,64,22.829,25
55N,46133,65,23.191,25
55N,46134,66,23.393,25
55N,46135,67,23.606,25
55N,46341,68,23.929,25
55N,46136,69,24.171,25
55N,46137,70,24.469,25
55N,46138,71,24.889,25
55N,43081,72,25.191,25
58E,41842,1,0.511,32
58E,41865,2,0.787,32
58E,41887,3,0.969,32
58E,41796,4,1.332,30
58E,41798,5,1.513,32
58E,41800,6,1.734,32
58E,41341,7,1.861,32
58E,41344,8,2.059,32
58E,41346,9,2.308,32
58E,41348,10,2.502,32
58E,41350,11,2.659,32
58E,41353,12,2.865,32
58E,42521,13,3.096,32
58E,42519,14,3.297,32
58E,42517,15,3.476,32
58E,42528,16,3.649,32
58E,42526,17,3.757,32
58E,42524,18,4.022,32
58E,46160,19,4.101,32
58E,46161,20,4.265,32
58E,46162,21,4.404,32
58E,42238,22,4.483,32
58E,41146,23,4.634,32
58E,41144,24,4.882,32
58E,46163,25,4.994,32
58E,46164,26,5.162,32
58E,46165,27,5.321,32
58E,43391,28,5.502,32
58E,43203,29,5.731,32
58E,43211,30,5.965,32
58E,43209,31,6.199,32
58E,43207,32,6.495,32
58E,43205,33,6.765,32
58E,41975,34,7.028,32
58E,41978,35,7.296,32
58E,41980,36,7.599,32
58E,41982,37,7.798,32
58E,42561,38,8.074,32
58E,42568,39,8.374,32
58E,42566,40,8.737,32
58E,46636,41,9.088,32
58E,41386,42,9.243,32
58E,41388,43,9.41,32
58E,41390,44,9.779,32
58E,41393,45,9.987,32
58E,42101,46,10.28,32
58E,45065,47,10.574,32
58E,41105,48,10.738,32
58E,41107,49,10.995,32
58E,41109,50,11.146,32
58E,41614,51,11.472,32
58E,41612,52,11.672,32
58E,41609,53,11.882,32
58E,41610,54,11.991,32
901S,42452,1,0.206,6
901S,42454,2,0.479,6
901S,42447,3,0.631,6
901S,42455,4,0.805,6
901S,42457,5,1.083,6
901S,42459,6,1.195,6
901S,41272,7,1.43,6
901S,41273,8,1.602,6
901S,46300,9,1.925,6
901S,42416,10,2.113,6
901S,42418,11,2.266,6
901S,42420,12,2.496,6
901S,42411,13,2.724,6
901S,41212,14,2.887,6
901S,41710,15,3.201,6
74E,41842,1,0.288,21
74E,41865,2,0.564,21
74E,41887,3,0.746,21
74E,41796,4,1.108,21
74E,41798,5,1.29,21
74E,41800,6,1.51,21
74E,41802,7,1.845,21
74E,41804,8,2.034,21
74E,41807,9,2.272,21
74E,41809,10,2.615,21
74E,41811,11,2.755,21
74E,41813,12,3.158,21
74E,41817,13,3.454,21
74E,41820,14,3.705,21
74E,41822,15,3.844,21
74E,41824,16,4.205,21
74E,41826,17,4.394,21
74E,41828,18,5.075,21
74E,41831,19,5.255,21
74E,41839,20,5.512,21
74E,41834,21,5.668,21
74E,41837,22,5.829,21
74E,41833,23,6.216,21
74E,41841,24,6.388,21
74E,41844,25,6.595,21
74E,41846,26,6.912,21
74E,41848,27,7.318,21
74E,41849,28,7.52,21
74E,41852,29,7.869,21
74E,41854,30,8.126,21
74E,41856,31,8.463,21
74E,42679,32,8.731,21
74E,42686,33,8.888,21
74E,42688,34,9.16,21
74E,42690,35,9.404,21
74E,42692,36,9.562,21
74E,42681,37,9.806,21
74E,42683,38,10.052,21
74E,42581,39,10.213,21
74E,42625,40,10.37,21
74E,42634,41,10.576,21
74E,42636,42,10.779,21
74E,42638,43,11.008,21
74E,42627,44,11.294,21
74E,42629,45,11.493,21
74E,42631,46,11.849,21
74E,46438,47,12.134,21
74E,41886,48,12.314,21
74E,41889,49,12.452,21
74E,41070,50,12.629,21
74E,46343,51,12.815,21
74E,43397,52,13.24,21
74E,42313,53,13.552,21
74E,42311,54,14.077,21
74E,42309,55,14.325,21
74E,42307,56,14.598,21
74E,42304,57,14.839,21
74E,42302,58,15.363,21
74E,42299,59,15.54,21
74E,42300,60,16.048,20
74E,42297,61,16.392,21
74E,42294,62,16.561,21
74E,42291,63,16.876,21
74E,42289,64,17.121,21
74E,42287,65,17.246,21
74E,42285,66,17.485,21
74E,42283,67,17.733,21
74E,42280,68,18.009,21
74E,42278,69,18.203,21
74E,42276,70,18.351,21
74E,42274,71,18.543,21
74E,42272,72,18.765,21
74E,42269,73,19.001,21
74E,42267,74,19.128,21
74E,42265,75,19.331,21
74E,42263,76,19.571,21
74E,42261,77,19.714,21
74E,42407,78,19.897,21
74E,42405,79,20.254,21
74E,42403,80,20.41,21
74E,42401,81,20.725,21
74E,42398,82,20.931,21
74E,42397,83,21.525,21
74E,42395,84,21.814,21
74E,42393,85,21.971,21
74E,42391,86,22.327,21
74E,42389,87,22.891,21
74E,42386,88,23.137,21
74E,42384,89,23.368,21
74E,42382,90,23.52,21
70O,41842,1,0.511,30
70O,41865,2,0.787,30
70O,41887,3,0.969,30
70O,41796,4,1.332,30
70O,41798,5,1.513,30
70O,41800,6,1.734,30
70O,41341,7,1.861,30
70O,41344,8,2.059,30
70O,41346,9,2.308,30
70O,41348,10,2.502,30
70O,41350,11,2.659,30
70O,41353,12,2.865,30
70O,42521,13,3.096,30
70O,42519,14,3.297,30
70O,42517,15,3.476,30
70O,42528,16,3.649,30
70O,42526,17,3.757,30
70O,42524,18,4.022,30
70O,42522,19,4.407,30
70O,46262,20,4.882,30
70O,45031,21,5.245,30
70O,42705,22,8.856,30
70O,42719,23,9.0,30
70O,42721,24,9.209,30
70O,41754,25,9.507,30
70O,41756,26,9.668,30
70O,41758,27,9.888,30
70O,42422,28,10.122,30
70O,42424,29,10.308,30
70O,42426,30,10.495,16
70O,42473,31,10.754,12
70O,42475,32,11.007,12
70O,42477,33,11.249,12
70O,42479,34,11.414,30
70O,42467,35,11.595,30
70O,42469,36,11.744,30
70O,42471,37,11.985,30
70O,42785,38,12.116,30
70O,42787,39,12.375,30
70O,42789,40,12.801,30
70O,42767,41,13.077,30
70O,42769,42,13.259,30
70O,42771,43,13.547,30
70O,42773,44,13.764,30
70O,42775,45,13.937,30
70O,42777,46,14.195,30
70O,42779,47,14.392,30
70O,43162,48,14.606,30
70O,42782,49,14.978,30
70O,42784,50,15.167,30
70O,42251,51,15.532,30
70O,42254,52,15.726,30
70O,42256,53,15.913,30
70O,42258,54,16.196,30
70O,42247,55,16.401,30
70O,42248,56,16.575,30
70O,42249,57,16.792,30
70O,41961,58,16.95,30
70O,41954,59,17.129,30
70O,46602,60,17.369,30
70O,43939,61,17.489,30
70O,43921,62,17.759,30
70O,43922,63,18.258,30
70O,46504,64,18.607,30
70O,46503,65,18.962,30
70O,43923,66,19.334,30
70O,43924,67,19.45,30
70O,46412,68,19.651,30
70O,43984,69,19.851,30
70O,41295,70,19.999,30
70O,43920,71,20.75,30
70O,43925,72,21.252,30
70O,43927,73,21.471,30
70O,43928,74,21.599,30
70O,43296,75,21.763,30
70O,46470,76,22.023,30
70O,44170,77,22.582,30
70O,43385,78,22.782,30
70O,43386,79,22.976,30
70O,46531,80,23.168,30
70O,43979,81,23.402,30
70O,43387,82,23.619,30
70O,46422,83,23.927,30
70O,42832,84,24.624,30
70O,41958,85,24.907,30
70O,41937,86,25.203,30
70O,43147,87,25.552,30
70O,43148,88,25.75,30
22E,41842,1,0.493,20
22E,41865,2,0.769,20
22E,41887,3,0.951,20
22E,43196,4,1.132,20
22E,43198,5,1.244,20
22E,43200,6,1.423,20
22E,43202,7,1.602,20
22E,43192,8,1.917,20
22E,43194,9,2.091,20
22E,41556,10,2.282,20
22E,42066,11,2.56,20
22E,41230,12,2.822,20
22E,42068,13,3.102,20
22E,42069,14,3.324,20
22E,42071,15,3.489,20
22E,42073,16,3.736,20
22E,42075,17,3.902,20
22E,42078,18,4.128,20
22E,42080,19,4.303,20
22E,42082,20,4.474,20
22E,42083,21,4.758,20
22E,46327,22,4.988,20
22E,42086,23,5.177,20
22E,42089,24,5.407,20
22E,42090,25,5.554,20
22E,42092,26,5.912,20
22E,42094,27,6.067,20
22E,42096,28,6.402,20
22E,42099,29,6.686,20
22E,42101,30,6.95,20
22E,45065,31,7.244,20
22E,41105,32,7.408,20
22E,41107,33,7.665,20
22E,41109,34,7.816,20
22E,41614,35,8.142,20
22E,41612,36,8.342,20
22E,41609,37,8.553,20
22E,41610,38,8.661,20
22E,42798,39,8.931,20
22E,46399,40,9.183,20
22E,46306,41,9.355,20
22E,45071,42,9.508,20
22E,45074,43,9.927,20
22E,46329,44,10.334,20
22E,45076,45,10.609,20
22E,46562,46,10.745,20
22E,46033,47,11.106,20
22E,46483,48,11.417,20
22E,46484,49,11.596,20
22E,46485,50,11.919,20
22E,42188,51,12.411,20
22E,42189,52,12.559,20
22E,42191,53,12.894,20
22E,42193,54,13.045,20
22E,42194,55,13.24,20
22E,42197,56,13.416,20
22E,46401,57,14.073,20
22E,42201,58,15.052,20
22E,46386,59,15.321,20
22E,42203,60,15.514,20
22E,42204,61,15.713,20
22E,42208,62,16.277,20
22E,42210,63,16.821,20
22E,42211,64,17.145,20
22E,42214,65,17.445,20
22E,46615,66,17.598,20
22E,42217,67,17.761,20
22E,42219,68,18.018,20
22E,42221,69,18.262,20
22E,42223,70,18.526,20
903N,41957,1,1.162,21
903N,41952,2,1.455,21
903N,41942,3,1.844,21
903N,44903,4,3.488,21
903N,41481,5,12.239,21
903N,46130,6,12.533,21
903N,43070,7,12.739,21
903N,43072,8,12.907,21
903N,43074,9,13.152,21
903N,43076,10,13.284,21
903N,42952,11,13.499,21
903N,42949,12,13.794,21
903N,42948,13,13.924,21
903N,46325,14,14.088,21
903N,42946,15,14.357,21
903N,42944,16,14.677,21
903N,42942,17,14.83,21
903N,42939,18,15.051,21
903N,42937,19,15.234,21
903N,46604,20,15.453,21
903N,42935,21,15.552,21
903N,42933,22,15.787,21
903N,42930,23,15.904,21
903N,42928,24,16.139,21
903N,42926,25,16.292,21
903N,42924,26,16.429,21
903N,42922,27,16.581,21
903N,42919,28,16.793,21
903N,42917,29,16.971,21
903N,42915,30,17.195,21
903N,42913,31,17.391,21
903N,42896,32,17.619,21
903N,42997,33,17.887,21
903N,42975,34,18.067,21
903N,42953,35,18.249,21
903N,42931,36,18.56,21
903N,42884,37,18.776,21
903N,46641,38,18.92,21
903N,46290,39,19.17,21
903N,46291,40,19.512,21
903N,46292,41,19.72,21
903N,46293,42,19.917,21
903N,46294,43,20.253,21
903N,46295,44,20.423,21
903N,46296,45,20.749,21
903N,46297,46,22.1,21
903N,46298,47,22.332,21
903N,46299,48,22.512,21
903N,41788,49,22.738,21
903N,41783,50,22.958,21
903N,41786,51,23.15,21
903N,41201,52,23.247,21
903N,43263,53,23.366,21
313N,43420,1,11.445,2
313N,46643,2,12.684,2
12O,45053,1,0.139,17
12O,45052,2,0.267,21
12O,45051,3,0.383,21
12O,45050,4,0.496,22
12O,41537,5,0.695,22
12O,41539,6,0.874,22
12O,46418,7,1.042,22
144O,41899,1,1.824,39
144O,41897,2,2.712,39
144O,41895,3,4.131,39
144O,42057,4,5.36,39
144O,42054,5,5.546,39
144O,46354,6,5.738,39
144O,42052,7,5.87,39
144O,42039,8,6.061,39
144O,42017,9,6.292,39
144O,41997,10,6.428,39
144O,42130,11,6.673,39
144O,42108,12,6.838,39
144O,42087,13,7.047,39
144O,42064,14,7.24,39
144O,43053,15,7.552,39
144O,43051,16,7.718,39
144O,43047,17,7.978,39
144O,43045,18,8.153,39
144O,43042,19,8.349,39
144O,43040,20,8.545,39
144O,43038,21,8.839,39
144O,41155,22,9.654,39
144O,45044,23,9.805,39
144O,41180,24,9.981,39
144O,41199,25,10.183,39
144O,41203,26,10.418,39
144O,41205,27,10.623,39
144O,43257,28,10.793,39
144O,41157,29,10.985,39
144O,41159,30,11.315,39
144O,41161,31,11.542,39
144O,41163,32,11.742,39
144O,41164,33,12.022,39
144O,46274,34,12.375,37
144O,41695,35,12.572,39
144O,41703,36,12.796,39
144O,41701,37,13.025,39
144O,41699,38,13.36,39
144O,41696,39,13.511,39
144O,42650,40,13.719,39
40O,43343,1,0.574,37
40O,43146,2,0.785,37
40O,43145,3,1.124,37
40O,43143,4,1.726,37
40O,43438,5,2.21,37
40O,43139,6,2.449,37
40O,43136,7,2.604,37
40O,43134,8,2.778,37
40O,43132,9,2.981,37
40O,43130,10,3.074,37
40O,43128,11,3.229,37
40O,43125,12,3.392,37
40O,43123,13,3.595,37
40O,43121,14,3.88,37
40O,43119,15,4.072,37
40O,43117,16,4.22,37
40O,43115,17,4.497,37
40O,43113,18,4.719,37
40O,43111,19,4.883,37
40O,43109,20,5.114,36
40O,43107,21,5.236,37
40O,43158,22,5.41,37
40O,43156,23,5.668,37
40O,43138,24,5.796,37
40O,46408,25,6.055,37
40O,41313,26,6.196,37
40O,46409,27,6.539,37
40O,46441,28,6.648,37
40O,46410,29,7.034,37
40O,46432,30,7.25,36
40O,43392,31,9.236,37
40O,43393,32,9.408,37
40O,43394,33,9.716,35
40O,43395,34,9.857,31
31N,42794,1,1.099,33
31N,47031,2,1.662,33
31N,41842,3,1.93,33
31N,41865,4,2.207,33
31N,41887,5,2.388,32
31N,41796,6,2.751,33
31N,41798,7,2.933,33
31N,41800,8,3.153,33
31N,41802,9,3.488,33
31N,41804,10,3.676,33
31N,41807,11,3.914,33
31N,41809,12,4.257,33
31N,41811,13,4.398,33
31N,41813,14,4.801,33
31N,41817,15,5.097,33
31N,41820,16,5.348,33
31N,41822,17,5.486,33
31N,41824,18,5.848,33
31N,41826,19,6.037,33
31N,41828,20,6.718,33
31N,41831,21,6.898,33
31N,41839,22,7.154,33
31N,41834,23,7.31,33
31N,41837,24,7.472,33
31N,41833,25,7.859,33
31N,41841,26,8.03,33
31N,41844,27,8.238,33
31N,41846,28,8.554,33
31N,41848,29,8.96,33
31N,41849,30,9.163,33
31N,41852,31,9.512,33
31N,41854,32,9.769,33
