route_id,stop_id,sequence,distance,count
903S,42921,27,7.133,27
903S,42923,28,7.333,27
903S,42925,29,7.476,27
903S,42927,30,7.614,27
903S,42929,31,7.769,27
903S,42932,32,8.01,27
903S,42934,33,8.119,27
903S,42936,34,8.355,27
903S,46605,35,8.45,27
903S,42938,36,8.67,27
903S,42941,37,8.868,27
903S,42943,38,9.053,27
903S,42945,39,9.23,27
903S,42947,40,9.552,27
903S,45036,41,9.814,27
903S,42950,42,9.954,27
903S,42951,43,10.156,27
903S,42954,44,10.414,27
903S,42956,45,10.569,27
903S,43075,46,10.752,27
903S,43073,47,11.0,27
903S,43071,48,11.186,27
903S,43069,49,11.329,27
903S,41483,50,11.661,27
903S,44913,51,20.16,27
903S,41941,52,21.797,27
903S,41958,53,22.197,27
903S,41937,54,22.492,27
402O,42979,1,0.406,7
402O,42977,2,0.593,7
402O,42974,3,0.829,6
402O,42972,4,1.266,7
402O,42970,5,1.604,7
402O,42968,6,2.014,7
402O,42966,7,2.259,7
402O,42963,8,2.662,7
402O,42961,9,2.869,7
402O,42959,10,3.333,7
402O,42957,11,3.786,6
402O,42955,12,4.071,7
402O,42952,13,4.279,7
402O,42949,14,4.574,7
402O,42948,15,4.704,7
402O,46325,16,4.868,7
402O,42946,17,5.137,7
402O,42944,18,5.457,7
402O,42942,19,5.61,7
402O,42939,20,5.831,7
402O,42937,21,6.014,7
402O,46604,22,6.233,6
402O,42935,23,6.332,7
402O,42933,24,6.568,7
402O,42930,25,6.684,7
402O,42928,26,6.919,7
402O,42926,27,7.072,7
402O,42924,28,7.209,7
402O,42922,29,7.361,7
402O,42919,30,7.573,7
402O,42917,31,7.751,7
402O,42915,32,7.975,7
402O,42913,33,8.171,7
402O,42896,34,8.399,7
402O,42997,35,8.667,7
402O,42975,36,8.847,7
402O,42953,37,9.03,7
402O,42931,38,9.34,7
402O,42884,39,9.556,7
402O,46641,40,9.7,7
402O,46290,41,9.95,7
402O,46291,42,10.292,7
402O,46292,43,10.5,7
402O,46293,44,10.697,7
402O,46294,45,11.033,7
402O,46295,46,11.203,6
402O,46296,47,11.529,7
402O,46297,48,12.88,7
402O,46298,49,13.112,7
402O,46299,50,13.292,7
402O,41788,51,13.518,7
402O,41783,52,13.738,7
402O,41786,53,13.93,7
402O,41201,54,14.027,7
402O,43263,55,14.146,7
70E,43343,1,0.642,35
70E,43146,2,0.853,35
70E,41957,3,1.19,35
70E,41952,4,1.483,35
70E,42833,5,1.714,35
70E,43380,6,2.55,35
70E,43381,7,2.719,35
70E,43980,8,2.88,35
70E,46530,9,3.083,35
70E,43382,10,3.285,35
70E,43383,11,3.513,35
70E,44070,12,3.834,35
70E,43295,13,4.332,35
70E,43929,14,4.695,35
70E,43930,15,4.904,35
70E,43931,16,5.011,35
70E,43932,17,5.443,35
70E,41296,18,6.276,35
70E,46332,19,6.464,35
70E,46411,20,6.637,35
70E,43933,21,6.773,35
70E,43934,22,6.955,35
70E,46501,23,7.314,35
70E,46502,24,7.706,35
70E,43935,25,8.064,35
70E,43936,26,8.573,35
70E,43938,27,8.736,35
70E,41946,28,9.021,35
70E,41948,29,9.193,35
70E,46601,30,9.426,35
70E,42246,31,9.634,35
70E,42252,32,9.844,35
70E,42250,33,10.057,35
70E,42253,34,10.277,35
70E,42255,35,10.576,35
70E,42257,36,10.771,35
70E,41644,37,10.995,35
70E,42783,38,11.281,35
70E,42781,39,11.703,35
70E,42780,40,11.856,35
70E,42778,41,12.047,35
70E,42774,42,12.464,35
70E,42772,43,12.697,35
70E,42770,44,12.991,35
70E,42768,45,13.239,35
70E,42766,46,13.43,35
70E,42788,47,13.869,35
70E,42786,48,14.13,35
70E,42776,49,14.266,35
70E,42470,50,14.509,35
70E,42468,51,14.665,35
70E,42466,52,14.832,35
70E,42478,53,14.999,35
70E,42476,54,15.245,35
70E,42474,55,15.491,31
70E,42472,56,15.711,17
70E,42425,57,15.948,14
70E,42423,58,16.13,13
70E,42421,59,16.276,12
70E,41757,60,16.609,35
70E,41755,61,16.753,35
70E,42722,62,17.047,35
70E,42720,63,17.256,35
70E,42716,64,17.452,35
70E,46260,65,20.997,35
70E,46261,66,21.411,35
70E,42523,67,21.795,35
70E,42525,68,22.055,35
70E,42527,69,22.166,35
70E,42529,70,22.337,35
70E,42518,71,22.528,35
70E,42520,72,22.757,35
70E,41354,73,22.911,35
70E,41352,74,23.038,35
70E,41349,75,23.281,35
70E,41347,76,23.533,35
70E,41345,77,23.742,35
70E,41343,78,23.918,35
70E,41799,79,24.251,35
70E,41797,80,24.523,35
70E,41795,81,24.761,35
70E,41876,82,25.044,35
65S,42895,1,0.501,48
65S,42894,2,0.727,48
65S,42891,3,0.956,48
65S,42889,4,1.19,48
65S,42887,5,1.418,48
65S,43009,6,1.593,48
65S,43007,7,1.816,48
65S,42579,8,2.001,48
65S,42577,9,2.354,48
65S,42575,10,2.614,48
65S,42573,11,2.878,48
65S,41660,12,3.104,49
65S,45007,13,3.326,49
65S,41662,14,3.479,49
65S,41664,15,3.663,49
65S,46276,16,3.816,49
65S,46596,17,4.226,49
65S,41529,18,4.322,49
65S,41531,19,4.49,49
65S,41533,20,4.812,49
65S,46455,21,5.132,49
65S,46456,22,5.239,49
65S,46457,23,5.486,49
65S,46458,24,5.725,49
65S,46459,25,5.918,49
65S,46460,26,6.25,49
65S,46461,27,6.403,49
65S,46462,28,6.627,49
65S,46463,29,6.966,49
65S,46618,30,7.07,49
65S,42530,31,7.224,49
65S,42545,32,7.478,49
65S,42547,33,7.718,49
65S,42549,34,7.929,49
65S,42532,35,8.126,49
65S,42534,36,8.416,49
65S,42536,37,8.588,49
65S,42538,38,8.789,49
65S,42540,39,9.006,49
65S,42543,40,9.146,49
65S,42544,41,9.27,49
65S,46214,42,9.574,49
65S,46215,43,9.725,49
65S,46216,44,10.016,49
65S,46217,45,10.289,49
65S,46218,46,10.517,49
65S,46219,47,10.926,49
65S,46220,48,11.018,49
65S,46221,49,11.215,49
65S,46074,50,11.351,49
65S,41959,51,11.775,49
65S,41961,52,12.127,49
65S,41954,53,12.306,49
65S,41955,54,12.56,49
65S,41949,55,12.795,49
65S,41947,56,13.362,49
65S,41944,57,13.463,49
65S,41960,58,13.733,49
65S,46355,59,13.887,49
65S,41964,60,14.254,49
65S,41966,61,14.488,49
65S,41941,62,14.783,49
65S,41958,63,15.183,49
65S,41937,64,15.479,49
65S,43147,65,15.828,49
65S,43148,66,16.026,49
43S,41010,1,0.344,23
43S,41011,2,0.525,23
43S,46392,3,0.732,23
43S,41012,4,0.99,23
43S,46416,5,1.333,23
43S,41013,6,1.5,23
43S,41015,7,1.599,23
43S,41014,8,1.724,23
43S,42704,9,2.16,23
43S,42706,10,2.373,23
43S,42708,11,2.557,23
43S,42711,12,2.84,23
43S,42714,13,3.053,23
43S,42723,14,3.455,23
43S,42722,15,3.735,23
43S,42720,16,3.944,23
43S,42716,17,4.141,23
43S,41827,18,6.205,23
43S,41825,19,6.449,23
43S,41823,20,6.705,23
43S,41821,21,6.922,23
43S,41819,22,7.147,23
43S,41815,23,7.381,23
43S,41816,24,7.631,23
43S,41812,25,7.866,23
43S,41810,26,8.094,23
43S,41808,27,8.394,23
43S,41806,28,8.545,23
43S,41803,29,8.825,23
43S,41801,30,9.05,23
43S,41799,31,9.293,23
43S,41797,32,9.565,23
43S,41795,33,9.803,23
43S,41876,34,10.086,23
74O,42381,1,0.246,21
74O,42383,2,0.419,21
74O,42385,3,0.661,21
74O,42387,4,0.91,21
74O,42390,5,1.465,21
74O,42392,6,1.761,21
74O,42394,7,1.96,21
74O,42396,8,2.265,21
74O,45006,9,2.841,21
74O,42400,10,3.073,21
74O,42402,11,3.388,21
74O,42404,12,3.554,21
74O,42406,13,3.906,21
74O,42408,14,4.096,21
74O,42262,15,4.233,21
74O,42264,16,4.468,21
74O,42266,17,4.62,21
74O,42268,18,4.787,21
74O,42270,19,5.018,21
74O,42273,20,5.266,21
74O,42275,21,5.437,21
74O,42277,22,5.626,21
74O,42279,23,5.757,21
74O,42281,24,6.042,21
74O,42284,25,6.319,21
74O,42286,26,6.562,21
74O,42288,27,6.68,21
74O,42290,28,6.929,21
74O,42292,29,7.242,21
74O,42295,30,7.382,21
74O,42296,31,7.788,21
74O,42298,32,8.233,21
74O,42301,33,8.416,21
74O,42303,34,8.927,21
74O,42305,35,9.194,21
74O,42308,36,9.441,21
74O,42310,37,9.737,21
74O,42312,38,10.233,21
74O,43398,39,10.553,21
74O,46342,40,10.94,21
74O,41891,41,11.116,21
74O,41890,42,11.323,21
74O,41888,43,11.462,21
74O,46437,44,11.657,21
74O,42632,45,11.928,21
74O,42630,46,12.278,21
74O,42628,47,12.534,21
74O,42626,48,12.736,21
74O,42637,49,12.992,21
74O,42635,50,13.209,21
74O,42633,51,13.448,21
74O,42582,52,13.595,21
74O,42684,53,13.789,21
74O,42682,54,13.974,21
74O,42680,55,14.206,21
74O,42691,56,14.371,21
74O,42689,57,14.619,21
74O,42687,58,14.888,21
74O,42685,59,15.061,21
74O,41857,60,15.368,21
74O,41855,61,15.664,21
74O,41853,62,15.962,21
74O,41851,63,16.305,21
74O,41850,64,16.566,21
74O,41847,65,16.987,21
74O,41845,66,17.147,21
74O,41843,67,17.427,21
74O,41835,68,17.637,21
74O,41838,69,17.988,21
74O,41836,70,18.179,21
74O,41840,71,18.333,21
74O,41832,72,18.628,21
74O,41830,73,18.744,21
74O,41827,74,19.387,21
74O,41825,75,19.631,21
74O,41823,76,19.887,21
74O,41821,77,20.104,21
74O,41819,78,20.329,21
74O,41815,79,20.563,21
74O,41816,80,20.813,21
74O,41812,81,21.048,20
74O,41810,82,21.276,17
74O,41808,83,21.576,21
74O,41806,84,21.727,21
74O,41803,85,22.007,21
74O,41801,86,22.233,21
74O,41799,87,22.475,21
74O,41797,88,22.748,21
74O,41795,89,22.985,21
74O,41876,90,23.268,21
52O,42378,1,0.275,18
52O,42375,2,0.582,19
52O,42373,3,0.705,19
52O,42371,4,0.908,19
52O,42369,5,1.165,19
52O,42367,6,1.309,19
52O,42364,7,1.465,19
52O,42362,8,1.729,19
52O,42360,9,1.933,19
52O,42358,10,2.139,19
52O,42356,11,2.314,19
52O,42353,12,2.495,19
52O,42351,13,2.852,19
52O,42349,14,3.241,19
52O,42347,15,3.419,19
52O,42345,16,3.687,19
52O,42342,17,4.044,19
52O,42340,18,4.277,19
52O,42338,19,4.502,19
52O,42336,20,4.863,19
52O,42334,21,5.079,19
52O,42331,22,5.345,19
52O,42329,23,5.54,19
52O,42327,24,5.84,19
52O,42325,25,5.967,19
52O,42323,26,6.13,19
52O,42320,27,6.37,19
52O,42318,28,6.571,19
52O,42306,29,6.781,19
52O,42282,30,6.895,19
52O,42260,31,7.171,19
52O,42388,32,7.692,19
52O,42366,33,7.882,19
52O,42344,34,8.208,19
52O,42322,35,8.529,19
52O,42051,36,8.849,19
52O,42048,37,9.046,19
52O,42046,38,9.753,19
52O,42044,39,10.054,19
52O,42042,40,10.426,19
52O,42040,41,10.616,19
52O,42037,42,10.787,12
52O,42035,43,11.057,14
52O,42033,44,11.279,19
52O,42031,45,11.506,19
52O,42029,46,11.692,19
52O,42026,47,11.888,19
52O,42024,48,12.055,19
52O,42022,49,12.311,19
52O,42020,50,12.577,19
52O,42018,51,12.68,19
52O,42015,52,13.012,19
52O,42448,53,13.337,19
52O,42460,54,13.544,19
52O,42458,55,13.758,19
52O,42456,56,13.952,19
52O,42453,57,14.117,19
52O,42181,58,14.349,19
52O,42182,59,14.565,19
52O,42183,60,14.761,19
52O,42185,61,14.879,19
52O,42177,62,15.047,19
52O,42175,63,15.201,19
52O,42410,64,15.431,19
52O,42419,65,15.655,19
52O,42417,66,15.812,19
52O,42415,67,16.037,19
52O,42413,68,16.259,19
52O,42011,69,16.463,19
52O,42009,70,16.687,19
52O,42007,71,16.864,19
52O,42004,72,17.31,19
52O,42002,73,17.561,19
52O,42000,74,17.693,19
52O,41998,75,17.901,19
52O,41995,76,18.341,19
52O,41993,77,18.638,19
52O,41991,78,18.82,19
52O,41989,79,19.119,19
52O,41987,80,19.336,19
52O,42139,81,19.655,19
52O,42137,82,19.931,19
52O,42135,83,20.436,19
52O,42133,84,21.199,19
52O,42131,85,21.662,19
52O,42128,86,21.903,19
52O,42126,87,22.221,19
52O,42124,88,22.54,19
52O,42122,89,22.846,19
52O,42120,90,23.126,19
52O,42117,91,23.614,19
52O,42115,92,23.841,19
52O,42113,93,24.113,19
52O,42111,94,24.298,19
52O,42109,95,24.577,19
52O,42106,96,24.911,19
52O,42104,97,25.119,19
52O,42102,98,25.272,19
52O,41394,99,25.576,19
52O,41392,100,25.754,19
52O,46628,101,27.463,19
52O,42170,102,28.122,19
52O,43303,103,28.663,19
52O,46385,104,29.585,19
52O,46630,105,30.499,19
252O,41273,1,0.168,10
252O,42445,2,0.298,10
252O,42446,3,0.434,11
252O,42013,4,0.562,11
252O,42448,5,0.898,11
252O,42460,6,1.104,11
252O,42458,7,1.318,11
252O,42456,8,1.512,11
252O,42453,9,1.677,11
252O,42181,10,1.909,11
252O,42182,11,2.126,11
252O,42183,12,2.321,11
252O,42185,13,2.44,11
252O,42177,14,2.607,11
252O,42175,15,2.761,11
252O,42410,16,2.991,11
252O,42419,17,3.216,11
252O,42417,18,3.372,11
252O,42415,19,3.597,11
252O,42413,20,3.82,11
252O,42011,21,4.023,11
252O,42009,22,4.247,11
252O,42007,23,4.424,11
252O,42004,24,4.87,11
252O,42002,25,5.122,11
252O,42000,26,5.253,11
252O,41998,27,5.461,11
252O,41995,28,5.901,11
252O,41993,29,6.198,11
252O,41991,30,6.38,11
252O,41989,31,6.679,11
252O,41987,32,6.897,11
252O,42139,33,7.215,11
252O,42137,34,7.491,11
252O,42135,35,7.996,11
252O,42133,36,8.759,11
252O,42131,37,9.222,11
252O,42128,38,9.464,11
252O,42126,39,9.781,11
252O,42124,40,10.1,11
252O,42122,41,10.406,11
252O,42120,42,10.686,11
252O,42117,43,11.174,11
252O,42115,44,11.401,11
252O,42113,45,11.673,11
252O,42111,46,11.858,11
252O,42109,47,12.137,11
252O,42106,48,12.471,11
252O,42104,49,12.68,11
252O,42102,50,12.832,11
252O,41394,51,13.136,11
252O,41392,52,13.314,11
252O,46628,53,15.023,11
252O,42170,54,15.682,11
252O,43303,55,16.223,11
252O,46385,56,17.145,11
252O,46630,57,18.06,11
48O,46552,1,0.203,26
48O,46553,2,0.665,28
48O,46554,3,0.79,29
48O,46555,4,1.007,29
48O,46556,5,1.851,29
48O,46557,6,1.987,29
48O,46595,7,2.117,29
48O,46599,8,2.409,29
48O,46376,9,2.92,29
48O,46377,10,3.243,29
48O,46378,11,3.508,29
48O,46379,12,3.732,29
48O,46538,13,3.883,29
48O,46380,14,4.047,29
48O,46381,15,4.233,29
48O,46311,16,4.592,29
48O,46312,17,4.774,29
48O,46110,18,4.921,29
48O,46111,19,5.247,29
48O,46517,20,7.123,29
48O,42879,21,7.426,29
48O,43240,22,7.559,29
48O,46353,23,7.668,29
48O,43241,24,7.995,29
48O,43243,25,8.197,29
48O,43245,26,8.502,29
48O,43234,27,8.857,29
48O,43237,28,8.993,29
48O,41389,29,9.387,29
48O,41387,30,9.596,29
48O,41385,31,9.87,29
48O,41383,32,10.113,29
48O,41381,33,10.286,29
48O,41378,34,10.486,29
48O,41376,35,10.639,29
48O,41374,36,10.886,29
48O,41371,37,11.175,29
48O,41368,38,11.398,29
48O,41366,39,11.619,29
48O,41364,40,11.865,29
48O,41362,41,12.067,29
48O,41358,42,12.562,29
48O,41356,43,12.858,29
48O,41354,44,13.006,29
48O,41352,45,13.133,29
48O,41349,46,13.376,29
48O,41347,47,13.628,29
48O,41345,48,13.837,29
48O,41343,49,14.013,29
48O,41799,50,14.346,29
48O,41797,51,14.619,29
48O,41795,52,14.856,29
48O,41876,53,15.139,29
2O,42794,1,1.536,7
2O,47002,2,2.099,7
2O,41842,3,2.367,7
2O,41865,4,2.644,7
2O,41887,5,2.825,7
2O,41796,6,3.188,7
2O,41798,7,3.37,7
2O,41340,8,3.699,7
2O,41337,9,3.922,7
2O,41335,10,4.094,7
2O,41333,11,4.359,7
2O,41328,12,4.54,7
2O,41326,13,4.839,7
2O,41324,14,5.039,7
2O,41322,15,5.232,7
2O,41391,16,5.627,7
2O,41370,17,5.83,7
60E,41020,1,0.251,18
60E,46021,2,0.528,22
60E,42515,3,0.669,23
60E,42480,4,0.79,23
60E,42511,5,1.043,23
60E,42513,6,1.161,23
60E,42516,7,1.42,23
60E,41416,8,1.708,23
60E,41417,9,1.966,23
60E,41421,10,2.163,23
60E,41424,11,2.515,23
60E,41426,12,2.821,23
60E,42815,13,3.096,23
60E,42816,14,3.391,23
60E,42818,15,3.523,23
60E,46633,16,3.781,23
60E,46356,17,4.03,23
60E,41275,18,4.246,23
60E,41277,19,4.455,23
60E,46243,20,4.759,23
60E,41509,21,5.011,23
60E,45063,22,5.24,23
60E,41504,23,5.55,23
60E,41506,24,5.672,23
60E,43296,25,5.85,23
60E,46470,26,6.11,23
60E,44160,27,6.443,23
60E,41931,28,7.419,23
60E,41964,29,7.734,23
60E,41966,30,7.968,23
60E,41941,31,8.264,23
60E,41958,32,8.663,23
60E,41937,33,8.959,23
60E,43147,34,9.308,23
60E,43249,35,9.622,23
60E,43374,36,9.824,23
60E,43439,37,10.115,23
60E,45028,38,10.266,23
60E,45030,39,10.399,23
60E,42836,40,10.727,23
60E,42839,41,10.895,23
60E,42842,42,11.022,23
60E,42844,43,11.307,23
60E,42847,44,11.751,23
60E,42850,45,11.996,23
60E,42852,46,12.183,23
60E,42854,47,12.665,23
60E,41816,48,12.919,23
60E,41812,49,13.154,23
60E,41810,50,13.382,23
60E,41808,51,13.682,23
60E,41806,52,13.833,23
60E,41803,53,14.113,23
60E,41801,54,14.339,23
60E,41799,55,14.581,23
60E,41797,56,14.854,23
60E,41795,57,15.091,23
60E,41876,58,15.374,23
45S,41893,1,0.54,27
45S,41891,2,0.762,27
45S,41890,3,0.97,27
45S,41888,4,1.109,27
45S,46437,5,1.303,26
45S,41885,6,1.489,27
45S,41883,7,1.759,27
45S,41881,8,2.149,27
45S,41879,9,2.337,27
45S,41877,10,2.542,27
45S,41874,11,2.7,27
45S,41872,12,2.892,27
45S,41870,13,3.171,27
45S,41868,14,3.279,27
45S,41866,15,3.551,27
45S,41863,16,3.814,27
45S,41861,17,4.229,27
45S,43183,18,4.689,27
45S,43184,19,4.84,27
45S,42551,20,5.043,27
45S,45018,21,5.259,27
45S,42553,22,5.424,27
45S,42555,23,5.665,27
45S,41077,24,5.971,27
45S,41078,25,6.12,27
45S,46303,26,6.26,27
45S,42727,27,6.419,27
45S,42729,28,6.753,27
45S,46345,29,6.955,27
45S,46382,30,7.307,27
45S,46512,31,7.76,27
45S,46425,32,8.038,27
45S,46389,33,8.369,27
45S,46094,34,8.649,26
45S,45021,35,8.917,27
45S,45020,36,9.202,27
45S,41740,37,9.395,27
45S,41739,38,9.692,27
45S,46095,39,9.964,27
45S,46096,40,10.821,27
45S,46097,41,11.206,27
45S,41745,42,11.493,27
45S,41743,43,11.87,27
45S,41741,44,12.209,27
45S,42840,45,12.412,27
45S,42841,46,12.59,27
45S,45042,47,12.784,27
45S,43248,48,13.148,27
45S,43900,49,13.303,27
45S,43372,50,13.606,27
45S,46304,51,13.816,27
222E,41842,1,0.493,14
222E,41865,2,0.769,14
222E,41887,3,0.951,14
222E,43196,4,1.132,14
222E,43198,5,1.244,14
222E,43200,6,1.423,14
222E,43202,7,1.602,14
222E,43192,8,1.917,14
222E,43194,9,2.091,14
222E,41556,10,2.282,14
222E,42066,11,2.56,14
222E,41230,12,2.822,14
222E,42068,13,3.102,14
222E,42069,14,3.324,14
222E,42071,15,3.489,14
222E,42073,16,3.736,14
222E,42075,17,3.902,14
222E,42078,18,4.128,14
222E,42080,19,4.303,14
222E,42082,20,4.474,14
222E,42083,21,4.758,14
222E,46327,22,4.988,14
222E,42086,23,5.177,14
222E,42089,24,5.407,14
222E,42090,25,5.554,14
222E,42092,26,5.912,14
222E,42094,27,6.067,14
222E,42096,28,6.402,14
222E,42099,29,6.686,14
222E,42101,30,6.95,14
222E,45065,31,7.244,14
222E,41105,32,7.408,14
222E,41107,33,7.665,14
222E,41109,34,7.816,14
222E,41614,35,8.142,14
222E,41612,36,8.342,14
222E,41609,37,8.553,14
222E,41610,38,8.661,14
222E,42798,39,8.931,14
222E,46399,40,9.183,14
222E,46306,41,9.355,14
222E,45071,42,9.508,14
222E,45074,43,9.927,14
222E,46329,44,10.334,14
222E,45076,45,10.609,14
222E,46395,46,10.852,14
222E,45069,47,11.128,14
222E,46339,48,11.495,14
222E,46032,49,11.697,14
222E,46350,50,12.084,13
222E,46033,51,12.429,14
222E,46483,52,12.74,14
222E,46484,53,12.919,14
222E,46485,54,13.241,14
222E,46486,55,13.623,14
222E,46494,56,13.909,14
222E,46495,57,14.176,14
222E,46487,58,14.45,14
222E,46488,59,14.718,14
222E,46489,60,14.965,14
20E,46648,1,0.182,16
20E,42509,2,0.297,16
20E,42507,3,0.528,17
20E,42505,4,0.727,18
20E,42503,5,1.038,18
20E,42500,6,1.256,18
20E,41057,7,1.494,18
20E,41064,8,1.667,18
20E,41062,9,1.981,18
20E,41060,10,2.206,18
20E,41058,11,2.444,18
20E,42055,12,2.559,18
20E,41730,13,2.82,18
20E,41732,14,2.982,18
20E,41734,15,3.178,18
20E,41736,16,3.348,18
20E,41723,17,3.646,18
20E,41725,18,4.051,18
20E,41727,19,4.413,18
20E,42119,20,4.567,18
20E,42006,21,4.787,18
20E,45046,22,4.95,18
20E,42028,23,5.097,18
20E,42050,24,5.349,18
20E,42053,25,5.669,18
20E,42056,26,5.89,18
20E,42058,27,6.038,18
20E,46347,28,6.223,18
20E,42060,29,6.43,18
20E,42062,30,6.582,18
20E,42065,31,6.844,18
20E,42618,32,7.054,18
20E,42615,33,7.36,18
20E,42613,34,7.553,18
20E,42611,35,7.826,18
20E,42609,36,7.99,18
20E,42607,37,8.125,18
20E,42604,38,8.287,18
20E,42558,39,8.477,18
20E,42601,40,8.623,18
20E,42599,41,8.884,18
20E,42597,42,9.052,18
20E,42594,43,9.221,18
20E,42592,44,9.52,18
20E,42590,45,9.917,18
20E,42588,46,10.119,18
20E,42586,47,10.268,18
20E,42623,48,10.434,18
20E,42621,49,10.614,18
20E,42617,50,10.843,18
20E,42619,51,11.221,18
20E,46418,52,11.388,18
58O,42797,1,0.286,29
58O,41616,2,0.523,30
58O,41611,3,0.672,30
58O,41613,4,0.877,30
58O,41615,5,1.121,30
58O,41101,6,1.22,30
58O,41110,7,1.343,30
58O,41108,8,1.487,30
58O,41106,9,1.761,30
58O,42104,10,2.044,30
58O,42102,11,2.197,30
58O,41394,12,2.501,30
58O,41392,13,2.679,30
58O,41389,14,3.034,30
58O,41387,15,3.243,30
58O,46637,16,3.382,30
58O,42565,17,3.724,30
58O,42567,18,4.084,30
58O,42569,19,4.393,30
58O,42562,20,4.664,30
58O,41983,21,4.889,30
58O,41981,22,5.232,30
58O,41979,23,5.448,30
58O,41977,24,5.699,30
58O,43206,25,5.974,30
58O,43208,26,6.262,30
58O,43210,27,6.503,30
58O,43212,28,6.74,30
58O,43204,29,6.954,30
58O,46154,30,7.152,30
58O,46155,31,7.312,30
58O,46156,32,7.48,30
58O,41145,33,7.589,30
58O,41140,34,7.867,30
58O,42239,35,7.987,30
58O,42240,36,8.066,30
58O,46157,37,8.199,30
58O,46158,38,8.365,30
58O,46159,39,8.447,30
58O,42525,40,8.708,30
58O,42527,41,8.819,30
58O,42529,42,8.99,30
58O,42518,43,9.181,30
58O,42520,44,9.41,30
58O,41354,45,9.564,30
58O,41352,46,9.691,30
58O,41349,47,9.934,30
58O,41347,48,10.186,30
58O,41345,49,10.395,30
58O,41343,50,10.571,30
58O,41799,51,10.904,30
58O,41797,52,11.177,30
58O,41795,53,11.414,30
58O,41876,54,11.697,30
222O,46025,1,0.21,16
222O,46490,2,0.522,17
222O,46491,3,0.695,17
222O,46492,4,1.017,17
222O,46493,5,1.404,17
222O,42187,6,1.696,17
222O,42229,7,1.957,17
222O,46496,8,2.231,17
222O,46497,9,2.497,17
222O,46498,10,2.745,17
222O,45068,11,3.191,17
222O,46333,12,3.467,17
222O,46334,13,3.715,17
222O,46335,14,4.043,17
222O,45072,15,4.423,17
222O,46336,16,4.625,17
222O,46028,17,4.749,17
222O,46029,18,5.247,17
222O,46030,19,5.714,17
222O,46337,20,5.884,17
222O,42797,21,6.331,17
222O,41616,22,6.568,17
222O,41611,23,6.717,17
222O,41613,24,6.923,17
222O,41615,25,7.167,17
222O,41101,26,7.265,17
222O,41110,27,7.389,17
222O,41108,28,7.533,17
222O,41106,29,7.806,17
222O,42104,30,8.09,17
222O,42102,31,8.242,17
222O,42100,32,8.529,17
222O,42098,33,8.802,17
222O,42095,34,9.131,17
222O,42093,35,9.288,17
222O,42091,36,9.636,17
222O,45010,37,9.807,17
222O,42088,38,10.016,17
222O,42085,39,10.197,17
222O,46031,40,10.428,17
222O,42084,41,10.711,17
222O,42081,42,10.885,17
222O,42079,43,11.054,17
222O,42077,44,11.267,17
222O,42074,45,11.464,17
222O,46621,46,11.799,17
222O,42072,47,11.881,17
222O,42070,48,12.075,17
222O,41219,49,12.38,17
222O,42067,50,12.677,17
222O,41557,51,12.925,17
222O,43195,52,13.161,17
222O,43193,53,13.279,17
222O,43191,54,13.592,17
222O,43201,55,13.773,17
222O,43199,56,13.956,17
222O,43197,57,14.069,17
222O,45011,58,14.17,17
222O,41876,59,14.461,17
26O,46018,1,0.521,83
26O,46625,2,0.805,83
26O,46109,3,1.506,83
26O,46019,4,1.887,83
26O,46020,5,2.224,83
26O,46021,6,2.458,83
26O,42515,7,2.599,83
26O,42480,8,2.72,83
26O,42511,9,2.974,83
26O,42513,10,3.091,83
26O,42516,11,3.35,83
26O,42482,12,3.442,83
26O,42484,13,3.613,83
26O,42486,14,3.752,83
26O,42488,15,4.022,83
26O,42490,16,4.116,83
26O,42493,17,4.292,83
26O,42495,18,4.598,83
26O,42497,19,4.831,83
26O,42499,20,4.968,83
26O,42501,21,5.188,83
26O,42504,22,5.493,83
26O,42506,23,5.743,83
26O,42508,24,5.915,83
26O,46606,25,6.16,83
26O,43421,26,6.75,83
26O,43422,27,7.161,83
26O,43423,28,7.456,83
26O,43424,29,7.668,83
26O,43425,30,7.989,83
26O,43019,31,8.194,83
26O,43017,32,8.364,83
26O,43016,33,8.547,83
26O,43067,34,8.818,83
26O,43065,35,9.058,83
26O,43056,36,9.345,83
26O,43028,37,9.48,83
26O,43048,38,9.688,83
26O,43035,39,9.893,83
26O,43020,40,10.064,83
26O,43015,41,10.199,83
26O,41175,42,10.427,83
26O,41177,43,10.676,83
26O,43258,44,10.941,83
26O,41179,45,11.083,83
26O,46532,46,11.212,83
26O,41182,47,11.342,83
26O,41184,48,11.5,83
26O,41186,49,11.815,83
26O,41188,50,12.111,83
26O,41191,51,12.231,83
26O,41194,52,12.433,83
26O,41784,53,12.628,83
26O,41785,54,12.826,83
26O,41787,55,13.075,83
26O,43219,56,13.25,83
26O,43221,57,13.477,83
26O,43223,58,13.678,83
26O,42702,59,13.965,83
144E,41216,1,0.193,37
144E,41694,2,0.619,38
144E,41698,3,0.809,38
144E,41700,4,1.112,38
144E,41702,5,1.363,38
144E,41704,6,1.638,38
144E,46272,7,1.824,38
144E,46273,8,2.127,38
144E,41165,9,2.436,38
144E,41162,10,2.642,38
144E,41160,11,2.842,38
144E,41158,12,3.17,38
144E,43264,13,3.376,38
144E,41156,14,3.549,38
144E,41204,15,3.722,38
144E,41202,16,3.968,38
144E,41192,17,4.2,38
144E,41167,18,4.321,38
